id,valence,arousal,dominance,f0_mean,f0_std,f0_range,jitter_local,shimmer_local,hnr_mean,voiced_ratio,speaking_rate_proxy,energy_std,dissonance_mean,dissonance_std,inharmonicity_mean,inharmonicity_std,major_fit,minor_fit,wholetone_fit,majorness,tonal_clarity,melodic_path_length,direction_change_rate,contour_slope,final_initial_diff,mean_interval_size,interval_std,num_notes_per_sec,direction_entropy,npvi_voiced,rpvi_pause,rpvi_pause_filtered,stress_contrast,ioi_cv,ioi_npvi,pitch_stress_contrast,sarcasm,show,speaker,audio_arousal,audio_valence,audio_dominance,text_arousal,text_valence,text_dominance,gap_arousal,gap_valence,gap_dominance,gap_total
1_340,0.5866,0.4234,0.5448000000000001,204.1356919875532,85.07815635596336,461.3273265793412,0.0245864673181637,0.1029538977337602,3.76327810361274,0.4682274247491639,6.648926145658221,8.879095831381928,827.8713156650673,862.6680429546161,0.1176579963924734,0.0611118503236308,0.4859888292930167,0.3650276214219554,0.2911498100987356,0.1209612078710613,0.0277459871607644,17.156732449369365,3.823132533753477,0.437084182751898,17.81851546706078,,,,,98.56379045487208,0.2661538461538461,0.545,1.887608067449088,1.0483813309607413,43.0274207826558,5.956109095133984,1,BBT,RAJ,0.3018767055771837,-0.710001353733958,0.2436034153363387,-0.17353151404605385,-0.253085136103604,0.29879245810750205,0.47540821962323754,0.456916217630354,0.05518904277116335,0.661688171014839
1_410,0.8062499999999999,0.4305,0.53425,193.27033648363965,75.67680559587599,517.2580781016784,0.0280516957120441,0.1464479435302033,4.790609597270292,0.6004016064257028,6.781914893617021,8.253712577728498,222.60937689725463,304.6382576930958,0.1270853917381769,0.0696596125763261,0.1098631398645533,0.234416907172893,0.273274794274062,-0.1245537673083397,0.0321633138344528,18.1566659440734,4.388297872340425,1.2269625752577935,15.443452188264995,,,,,94.27552334840838,0.0933333333333333,0.172,4.080614668101547,0.4478516190236681,37.5472182827362,4.421790632424758,0,BBT,RAJ,0.16222207611555495,-0.483520692864651,0.2731637609629529,-0.10564059019921168,1.3504263769735967,0.1960253037758949,0.26786266631476663,1.8339470698382476,0.07713845718705803,1.8550101359698146
1_427,0.605,0.359,0.3856666666666666,156.95475965518378,56.51611919336578,424.3934394924186,0.020840263628651,0.123707115438721,5.832293772496084,0.5100401606425703,5.984042553191489,7.784250689666098,108.09441235329504,121.00222923527002,0.1126572418611043,0.0527261501123035,0.4388063920223894,0.4093689703891837,0.4412613040609141,0.0294374216332057,0.0211619413210578,15.743875527421272,3.789893617021277,-2.107516238684585,-10.695271325993186,,,,,82.82760400471379,0.1661538461538461,0.2171428571428571,3.324097926476977,0.4729948816669504,31.4969480329996,3.168185583979483,1,BBT,SHELDON,-0.407903298654668,0.2883597593546132,0.09446173787044987,-0.7893308796427635,-0.11875956432750358,-1.2513193737379644,0.3814275809880955,0.4071193236821168,1.3457811116084142,1.4568321604137497
1_430,0.6015,0.291,0.3725,192.39177641512725,62.56050055277933,449.7271615633697,0.0247729007813742,0.1408669254726028,3.5972649674322272,0.3915662650602409,5.784574468085106,13.348431710954458,77.11694142642891,71.11024840727256,0.1152932760283992,0.0522265143756792,0.4958249526776541,0.2829639056528978,0.3475032129836099,0.2128610470247563,0.0797809440328772,11.517730889178594,3.590425531914893,1.2355933233332683,15.384733192632844,3.143942822328177,3.143942822328177,0.5984042553191489,1.0,79.09256951052618,0.2909090909090909,0.435,3.824968269754848,1.0531946480707628,40.230157617628166,4.0058944066597535,0,BBT,RAJ,0.22275188324689635,-0.22554462162132166,0.5120897064578681,-1.4395538122604072,-0.14431062417621798,-1.3795753799338077,1.6623056955073037,0.08123399744510368,1.8916650863916757,2.5195745646299414
1_467,0.7178333333333332,0.3984166666666667,0.53775,193.17027380634,111.69305325589198,514.2035614557809,0.0263733590778731,0.1594600026752587,6.183663841571266,0.6086956521739131,6.220372879819051,7.739800904012436,73.5173045379545,124.01613001263034,0.2319221238924802,0.2918365054188384,0.4730327701720216,0.4073734119795243,0.1749010995279634,0.0656593581924973,0.0345561789952102,23.750779902821552,4.776357747003914,0.2681030317714822,-18.53871778635827,0.5545392319734148,0.0,0.2221561742792518,-0.0,90.51714636908017,0.0494736842105263,0.086,5.134263168955221,0.7234131222171272,40.641146442410296,7.642373227236475,0,BBT,SHELDON,0.26282833371094105,-0.2436583339801968,-0.002025842698156269,-0.4124246944367025,0.7049579365096346,0.23011867251149845,0.6752530281476435,0.9486162704898313,0.23214451520965473,1.1873207471456584
1_506,0.5615,0.4385,0.593,162.38860445532063,76.94936809596233,470.9395462619329,0.022722331090674,0.137365816188537,3.3796119833990224,0.4547738693467337,7.230652675381067,5.271829065645898,158.37954589442575,144.3508562121521,0.1316645101469604,0.0558473020893461,0.6830113467014406,0.409846243542995,0.1175792702504431,0.2731651031584456,0.0706603394146494,10.042810093791903,5.485322719254603,-0.7727668534800682,14.53680005431304,1.851590286096304,0.0,0.4986657017504184,-0.0,100.67328577854892,0.2,0.36,3.915225473117353,0.4211019428216527,36.731786428417976,3.911725636790391,0,BBT,SHELDON,-0.08420410523420191,-0.22445585517415506,0.23892503270524856,-0.0291437745971359,-0.43632273673295874,0.7683068504092487,0.05506033063706601,0.21186688155880368,0.5293818177040002,0.572856286015006
1_507,0.5711428571428572,0.4022857142857143,0.4551428571428571,189.41894131755868,57.25880851722489,488.11235820182304,0.0237713541917075,0.1308092447873035,8.682320094657,0.6399108138238573,5.442826269841669,10.95961318860406,97.97699398225164,106.26002029548066,0.1081194477642195,0.0581676084289273,0.3578081259390608,0.4490286881197424,0.2112659292593448,-0.0912205621806815,0.034362512440038,20.546574080367503,5.998216705539799,-0.4385706835077675,6.885667411179804,0.3651953568929773,0.0,0.2221561742792518,-0.0,90.35815841488107,0.0903448275862069,0.1133333333333333,3.040101522254487,0.7288996983816474,49.830994829979694,3.140605819667466,1,BBT,SHELDON,-0.14723060654803466,0.37231788738867977,0.10891108299787389,-0.37542846665296065,-0.3659269595987443,-0.5745544079522994,0.228197860104926,0.7382448469874241,0.6834654909501733,1.0316030218934578
1_533,0.646,0.408,0.491,195.5458303828454,134.83233775996518,502.44923822850166,0.0304909831396747,0.1798453839126366,3.5898489658812025,0.3108882521489971,5.271642909758209,14.288827282322398,86.44631700458326,112.1178103350463,0.1727433869369175,0.0914368197479214,0.6567421334006778,0.5796262938875166,0.0431442591094746,0.0771158395131611,0.091347052206277,11.556784179622756,3.134490378775152,2.728240516292825,15.86900950987777,,,,,78.66026646212404,0.43,0.7514285714285714,6.230018992275196,1.0637440011543122,51.19418716205517,3.622791162377714,0,BBT,LEONARD,0.7907162428614047,-0.8866027622610277,0.4144432150656445,-0.3207878840800498,0.18055285104315572,-0.22527132417121268,1.1115041269414545,1.0671556133041835,0.6397145392368572,1.6683816166949148
1_536,0.5417500000000001,0.3249999999999999,0.45325,233.01837021167,116.24174126068236,459.43106415781006,0.0234043102429405,0.1230390385063638,9.711390663511423,0.5056320400500626,5.984022253506793,11.81955635778031,44.27688232442058,95.44734966820572,0.1139004006806885,0.0688942168359516,0.2399954780914398,0.3894403480944201,0.0133368903117435,-0.1494448700029802,0.1043350071681703,18.75837252850173,4.7373509506928775,3.197766928872348,8.700622997681283,8.760441865086511,8.760441865086511,0.3740013908441745,1.0,70.83035955906396,0.185,0.183076923076923,6.655168729140076,0.6417581844921901,41.239800646669785,2.682845761438844,1,BBT,SHELDON,0.7525096524104748,0.6319843969394157,0.20056507077456273,-1.1144423459515862,-0.5805037173078489,-0.5929926583909424,1.866951998362061,1.2124881142472645,0.7935577291655052,2.3633389644520513
1_537,0.571,0.4796666666666666,0.5613333333333332,336.17198210684927,82.43996683720341,401.4641556936213,0.0211341439245361,0.113425005501771,10.513834910472314,0.5,6.48265412275544,11.07962575254174,26.69175262522113,54.073308821874704,0.0776705813442838,0.0617649525987698,0.623033576140561,0.5229820839831124,0.1168634080697429,0.1000514921574485,0.0699550178183784,22.463522137804844,3.4906599122529287,-2.711001160817259,-5.482985913405599,2.9521210101305417,0.0,0.4986657017504184,-0.0,87.75195971286865,0.175,0.128,4.772274918078327,0.7098488677469275,41.04234214233027,2.912497960402304,1,BBT,PENNY,0.9259705172940385,0.9231442466337101,-0.21462230338165042,0.36449608902187786,-0.36696986000073323,0.4598430380394969,0.5614744282721607,1.2901141066344433,0.6744653414211473,1.5603049184435336
1_672,0.6935714285714285,0.406,0.517,194.40687848156267,72.55923052485252,492.6123384021761,0.0234294441915455,0.1097376424954781,9.738561835696236,0.5402010050251256,5.235989868379393,14.701685291988774,93.75332274081444,108.04404560988571,0.1016188626696685,0.0589182549590314,0.1710409051250551,0.2772593677449748,0.1421550537577206,-0.1062184626199196,0.1334303513939435,26.862089877252107,6.981319824505857,-1.2585498786255611,-2.0642988630028505,,,,,93.27805434397298,0.1775,0.235,5.456006055446158,0.4600674972795892,43.45667746558316,4.22222617368565,0,BBT,SHELDON,0.28148689294856144,0.7159326713049569,0.456336143568748,-0.33991208798056827,0.5278386849052786,0.027993700721846374,0.6213989809291297,0.18809398639967823,0.42834244284690165,0.777813145661305
1_971,0.46525,0.414,0.3874999999999999,281.07219431762724,73.75399702357699,262.61105544285385,0.0199591435205668,0.0958460284352223,5.109401945978843,0.6124497991967871,7.579787234042553,4.662309947960939,729.5157215157718,702.188113115405,0.1045447322885046,0.0645775175723447,0.3093966790488816,0.5846925375251706,0.019760376304381,-0.275295858476289,0.0896360662645522,15.705706282634454,5.784574468085106,1.3363733798383444,-2.9926659801782467,3.004550546588085,2.2949434851462147,0.5984042553191489,-0.0,90.62785897505124,0.114,0.168,2.119433452343116,0.4348747692059578,40.80299883341014,2.649963868773132,1,BBT,HOWARD,0.3781325965360509,-0.20140045791114358,-0.29509735745814836,-0.263415272378493,-1.1389768825726156,-1.2334609424955054,0.641547868914544,0.9375764246614721,0.9383635850373571,1.4734854725832702
1_1001,0.4806666666666667,0.3959999999999999,0.3823333333333333,182.46260415905948,51.90202195864502,267.1938536512867,0.0286008726052141,0.1220762846255523,5.643451268898045,0.4747474747474747,5.31910081867113,11.704786547030327,618.2538488967868,901.7271054561658,0.1216945900666284,0.0735789551771772,0.4506707267173642,0.6482585804027505,0.0789952505533364,-0.1975878536853863,0.0983146451828405,20.22826618483697,5.31910081867113,0.7456420965536928,11.70937381261664,,,,,114.6811249752426,0.24,0.25,2.832572515613692,0.7344701265415816,53.67516907194643,4.862658979978687,0,BBT,RAJ,-0.1870391977203767,-0.6463864590781242,0.18642838390214625,-0.43553310748316404,-1.026430547524705,-1.2837892487242537,0.24849390976278735,0.3800440884465809,1.4702176326264,1.5387405953044733
1_1003,0.6663636363636364,0.4040909090909091,0.5506363636363637,196.8114094530545,110.6577126769209,461.91543879468094,0.0324568357003144,0.1198158123238995,6.451272112943275,0.5796737766624843,6.125,9.759479446024107,646.170466447722,830.4866735755808,0.1260692766952538,0.0788783085065573,0.3639669591956792,0.3851859613474104,0.1041315201750934,-0.0212190021517312,0.0123243481373033,22.221408640362966,5.25,2.145483910166343,15.015745491773034,13.016822322391114,0.0,0.25,-0.0,71.94178431133118,0.1127272727272727,0.1616666666666666,3.545229529175866,0.6643848890850472,49.969202709903165,7.968589195767558,1,BBT,HOWARD,0.4230089167034978,-0.7364075343440816,0.1869312802315346,-0.3581670098856091,0.3292135628902236,0.3556442574016782,0.781175926589107,1.0656210972343052,0.1687129771701436,1.3320090914925498
1_1144,0.6003333333333333,0.3758333333333334,0.5835,178.12885948004327,59.32535218421105,324.0853344505039,0.0220490969626865,0.1142390079217713,5.764233230883637,0.5487106017191977,6.838888099145786,6.461715751503923,119.31414386283944,149.61403897482123,0.1092093892681221,0.0609333098832382,0.3463942081418005,0.5683405269933471,0.0202402610848595,-0.2219463188515466,0.0479289585993309,19.96234213369695,5.984027086752562,-0.8206727200338261,-11.517422107082671,3.822789690020791,0.0,0.284953670797741,-0.0,95.90795965889912,0.1928571428571428,0.38,3.5052870019915687,0.4938183833017369,38.638668701233335,3.193481828579209,1,BBT,SHELDON,-0.18002900403384361,0.32107668252916566,0.1545404625876162,-0.6283688301467283,-0.15282764412579028,0.6757677066983238,0.4483398261128847,0.47390432665495597,0.5212272441107075,0.8350279938447944
1_1180,0.6527142857142857,0.3635714285714285,0.565,152.29852102973703,49.44784748128657,376.6138123317539,0.0237026262685535,0.1179183144607691,6.732008828978832,0.5329512893982808,6.411457592949174,9.678821825941515,115.17632283610806,143.94861914287694,0.1315344844906898,0.0701703162944419,0.2871004017215037,0.4479179081578709,0.0523962517062245,-0.1608175064363672,0.1464815806583885,14.242683394270204,4.5592587327638565,-1.1094060672255956,-9.692265210995464,,,,,84.40128074690287,0.099047619047619,0.13,3.8364504992192265,0.6228918470052313,48.07984406982887,3.030797148904694,1,BBT,SHELDON,-0.19245807580000168,0.3102618257616716,0.5088145881626703,-0.7456184135844351,0.22956916993660828,0.49555990052441584,0.5531603377844334,0.08069265582506333,0.013254687638254492,0.5591720224995866
1_1185,0.8026666666666666,0.4019999999999999,0.5803333333333334,253.09410690193693,67.47058046008165,208.26500385307776,0.0188597170077869,0.1581044107818525,3.701680784552396,0.3232323232323232,6.981319824505857,10.464701262377464,67.6819999505378,79.21720645502519,0.0951388245818667,0.0657661224980043,0.2164565741256871,0.3107101608410509,2.943923360032078e-17,-0.0942535867153638,0.1148583515452976,13.633677137844796,4.654213216337238,13.401890800098569,12.835096223608058,,,,,168.58585858585857,0.5066666666666667,0.5066666666666667,3.1723731917854243,0.5800557625584442,36.89766884921268,1.6090708206273447,0,BBT,LEONARD,0.5732686942095229,-0.15038684102699207,0.3164612146812388,-0.3781604957816072,1.3242669585570557,0.6449213254613488,0.95142918999113,1.4746537995840479,0.32846011078011006,1.785415183246891
1_1189,0.6067500000000001,0.4855,0.4895,161.38439635500032,95.91703058855418,469.917794633103,0.0327465678321493,0.1688440567650512,4.408580484094834,0.5276381909547738,6.981319824505857,6.905041385253309,318.5585443836588,395.0049706728659,0.1538162501885819,0.0722583560246682,0.6143878476129293,0.5629855020596076,0.1958856361729669,0.0514023455533216,0.0916256177052924,27.71444278600784,7.729318377131485,0.6445412848645514,4.9014112597176975,4.187895040815892,0.0,0.4986657017504184,-0.0,91.07780111206507,0.116,0.1,4.076028091626256,0.5045372301490226,43.27088851372243,9.151014451720735,0,BBT,SHELDON,0.15058433282795408,-1.0658548225941875,0.3459207410753695,0.4202750170650588,-0.10598403440314515,-0.239882767915043,0.26969068423710474,0.9598707881910423,0.5858035089904126,1.1563955838432844
1_1262,0.704,0.2485,0.4285,133.2180142579471,55.4388872342478,410.3767603655656,0.0297157098241563,0.1647611960945859,5.632082553262331,0.5879396984924623,6.731986973630649,8.346675709738774,34.6997666393842,42.41475042044768,0.1462331259978968,0.064638624376686,0.1497620615380579,0.2942764924904185,0.0277885007188364,-0.1445144309523605,0.0835989903673757,18.463657089420074,4.986657017504184,0.0998881808577522,12.205936597487202,,,,,87.96971819030642,0.0475,0.056,4.627123238757717,0.3025768312277647,31.020816863898148,2.608167090007904,0,BBT,SHELDON,-0.24175747669313533,-0.43975139092366844,0.5656378604676259,-1.8459431451464343,0.603970414250429,-0.8340814801641425,1.604185668453299,1.0437218051740973,1.3997193406317683,2.371071719287602
1_1296,0.5934444444444444,0.4284444444444444,0.4904444444444444,194.4971751786884,79.65139333526429,432.23756969926296,0.0294873222607668,0.1614818909552797,4.224850026551396,0.5,7.147595606582588,6.9020556299320726,287.81922250059233,411.670553578084,0.1454698572420488,0.0774473191455818,0.5413228159680215,0.5122372512416865,0.0645335910551972,0.0290855647263349,0.0485530956380976,16.332955096283182,4.155578841036388,0.432246771341391,-4.198476942567487,,,,,95.47979086440624,0.0961538461538461,0.1688888888888888,3.7331646733247807,0.5784160103864662,37.685485411927694,5.359473720826589,1,BBT,HOWARD,0.18297325825909805,-0.8349944838007299,0.24328085229705945,-0.12529602198585646,-0.2031186190661174,-0.23068297000226126,0.3082692802449545,0.6318758647346125,0.4739638222993207,0.8479025665873637
1_1466,0.617,0.4986666666666666,0.5513333333333333,168.28512434365703,71.12250241206056,438.7695570556916,0.0286844982395921,0.1228689342711493,6.661391278677023,0.585427135678392,4.986657017504184,7.759830175293244,81.26761601599884,86.80107392034087,0.128008050488931,0.0661187110444967,0.1996961525764053,0.345808640769948,0.2107456009365871,-0.1461124881935426,0.0967459787319445,16.857941358591646,7.978651228006695,0.9347782995660112,-7.300618243125779,6.682358459619227,0.0,0.4986657017504184,-0.0,64.84186506686034,0.1733333333333333,0.38,2.7649106700052104,0.5037913234559338,46.776009802432206,2.1293364670845176,1,BBT,SHELDON,-0.5275393752873788,0.09066077289231927,-0.34477056444584964,0.5461760260768078,-0.031155930560481344,0.3624334130806291,1.0737154013641868,0.12181670345280061,0.7072039775264787,1.2914493943612488
1_1470,0.40875,0.40475,0.4675,208.5774254803084,55.31092736698381,229.16903328675664,0.0206259889293274,0.093973442524549,10.781734612545096,0.569023569023569,4.986657017504184,9.755531218435667,58.44960222697636,76.77039496826615,0.0919541668095337,0.0617599411531441,0.4244465126645968,0.3678384989905932,0.2440917632962262,0.0566080136740036,0.1509290711519435,11.520200304451016,4.654213216337238,-6.206328339728653,-17.715655541669456,3.731960856463993,3.172310616325164,1.3297752046677824,0.9182958340544896,56.48875502830878,0.1914285714285714,0.3,6.682611891133824,0.5431303116422004,53.217291142691145,2.087817155974579,0,BBT,PENNY,-0.3311126135739632,1.1386541462614908,-0.30566410829974755,-0.35186471541839287,-1.5514439915590115,-0.454183942824554,0.02075210184442966,2.6900981378205024,0.14851983452480644,2.6942748156198864
1_1478,0.5512857142857143,0.4409999999999999,0.4108571428571429,144.71281574058642,72.47082959839577,519.8709310412522,0.0185766851165045,0.1261571366896919,4.458218264648288,0.4658158614402917,6.0864675128848456,7.166473424819775,171.17905188075326,225.59982710529425,0.1414484328657095,0.0698556099782482,0.5287730138622299,0.4294112571591381,0.0852202266558424,0.0993617567030917,0.0797396903940329,10.581118957862866,3.542869149291179,1.2537611434543383,14.07323185578152,1.9864275407874483,2.663627463442829,0.6358995908984167,1.0,84.85556503993162,0.1370588235294117,0.1857142857142857,3.988497617832504,0.6378949476491418,42.89967125252179,3.2425091293673467,1,BBT,HOWARD,-0.34409718493081787,0.1483454618815646,0.12018864240686106,-0.0052385197214882785,-0.5108901154751265,-1.0059398899130032,0.3388586652093296,0.6592355773566911,1.1261285323198642,1.348177366945889
1_1484,0.748,0.4389999999999999,0.562,222.8164381652929,79.69643896482869,392.6934781910817,0.0228554435092953,0.1067096809689961,10.102357059157994,0.7311557788944724,5.485322719254603,9.51908993106104,124.249615716455,222.16419437775804,0.1134794228000291,0.0763438340048891,0.3049970329948691,0.5143912867017651,0.0149889497228676,-0.209394253706896,0.038130079453418,33.56091742055588,5.734655570129812,1.0367246971657365,5.729083543977357,12.716577317099444,11.930339127869235,0.9973314035008368,0.9182958340544896,130.00798073691115,0.1018181818181818,0.14,3.613264367031445,0.6216117581114956,45.352553697145645,5.578771077973186,0,BBT,SHELDON,0.051631676713776886,0.7684361329615232,-0.21555667857807084,-0.024362723622007226,0.9251837380628438,0.4663370130367563,0.07599440033578411,0.15674760510132058,0.6818936916148272,0.7037925598153848
