id,audio_arousal_wav2vec,audio_dominance_wav2vec,audio_valence_wav2vec
1_3707,0.8178119659423828,0.8292655944824219,0.8101657032966614
1_3766,0.6565628051757812,0.6599018573760986,0.6089050769805908
1_3837,0.772645890712738,0.7977989912033081,0.7457835674285889
1_3840,0.7844622135162354,0.7911835312843323,0.8390394449234009
1_3842,0.7784855961799622,0.7667838335037231,0.5239880084991455
1_3911,0.6760777831077576,0.7035236358642578,0.8274555802345276
1_4031,0.7387164831161499,0.7631425857543945,0.6800485253334045
1_410,0.8752031922340393,0.868876039981842,0.8656346797943115
1_4145,0.773905873298645,0.7807907462120056,0.8375318050384521
1_427,0.6517565846443176,0.6801514625549316,0.6076354384422302
1_4281,0.4401380717754364,0.4794728457927704,0.4353274405002594
1_4286,0.8733166456222534,0.8652729988098145,0.1993708610534668
1_4290,0.6464784145355225,0.6173989772796631,0.47741255164146423
1_430,0.787584662437439,0.7844545245170593,0.865038275718689
1_4352,0.7158342599868774,0.7406983375549316,0.7002281546592712
1_4477,0.7050447463989258,0.7363080978393555,0.7173636555671692
1_4544,0.8705631494522095,0.8622370958328247,0.8017200231552124
1_4552,0.7737756967544556,0.798812747001648,0.6871280670166016
1_4576,0.8185406923294067,0.8426785469055176,0.5585957765579224
1_4603,0.7862774133682251,0.7922390699386597,0.7616868019104004
1_4639,0.7391942739486694,0.7645012140274048,0.7225507497787476
1_467,0.6058344841003418,0.6519396305084229,0.6351044774055481
1_4743,0.7979317903518677,0.7932438254356384,0.9033610820770264
1_4760,0.8095033168792725,0.8311170935630798,0.7595205307006836
1_4789,0.6989926695823669,0.696190357208252,0.6346316337585449
1_4792,0.7184255123138428,0.7611859440803528,0.6207357048988342
1_4850,0.7439430952072144,0.780412495136261,0.6054229736328125
1_4949,0.871508002281189,0.85698401927948,0.8077582120895386
1_4967,0.6592004299163818,0.6590713262557983,0.6886423826217651
1_4995,0.8407871723175049,0.8397948741912842,0.8155771493911743
1_5058,0.8169032335281372,0.816853404045105,0.7743949890136719
1_506,0.7140704393386841,0.7380423545837402,0.7724639177322388
1_507,0.6947786808013916,0.7106050848960876,0.6138293743133545
1_5109,0.7341362237930298,0.7526568174362183,0.6544129848480225
1_5134,0.7373387217521667,0.7585278153419495,0.9591302871704102
1_5156,0.6923425197601318,0.7239058017730713,0.7256150245666504
1_5166,0.7942752242088318,0.7878194451332092,0.7333240509033203
1_5169,0.7948310971260071,0.8009673357009888,0.5031669735908508
1_5211,0.728295624256134,0.742154598236084,0.6108954548835754
1_5212,0.6112539768218994,0.6319084763526917,0.5394459962844849
1_533,0.5955535173416138,0.6195040345191956,0.7119583487510681
1_536,0.5830808281898499,0.5800796151161194,0.5958672761917114
1_537,0.6948862075805664,0.65493243932724,0.5381394028663635
1_5496,0.7613511681556702,0.7583763003349304,0.6614097952842712
1_5571,0.8162250518798828,0.8113101720809937,0.7296931147575378
1_5572,0.773613452911377,0.7816545963287354,0.8154493570327759
1_5580,0.705754280090332,0.7200561761856079,0.7307288646697998
1_5581,0.6383026838302612,0.6642696261405945,0.7987908124923706
1_5617,0.7466784715652466,0.7545835971832275,0.7645156383514404
1_5627,0.6965655088424683,0.7224831581115723,0.7725356817245483
1_5679,0.7480149269104004,0.7817676067352295,0.717047393321991
1_5699,0.8479096293449402,0.8671709299087524,0.9177014827728271
1_5751,0.9817931652069092,0.9083235263824463,0.3947111666202545
1_5758,0.7687762975692749,0.7777578234672546,0.7568419575691223
1_5786,0.7617523670196533,0.7773451209068298,0.5710134506225586
1_5880,0.7865963578224182,0.7960724830627441,0.7450575232505798
1_5919,0.7465835809707642,0.7619988918304443,0.5840808153152466
1_5953,0.623618483543396,0.6744251251220703,0.7663054466247559
1_5964,0.748740017414093,0.7030643820762634,0.45918112993240356
1_60,0.7784090042114258,0.7631753087043762,0.7222695350646973
1_6020,0.8481813669204712,0.8367806077003479,0.8050302863121033
1_6032,0.5542657375335693,0.6306248307228088,0.5728673934936523
1_6039,0.8120104074478149,0.7667413353919983,0.7289644479751587
1_6065,0.7840603590011597,0.806289553642273,0.772260308265686
1_6092,0.8010976314544678,0.7895859479904175,0.686608076095581
1_6113,0.7071248888969421,0.7307156324386597,0.7535718679428101
1_6134,0.704931378364563,0.7393062114715576,0.5651856660842896
1_6165,0.7807469964027405,0.756049633026123,0.6925943493843079
1_6183,0.7749178409576416,0.7649509906768799,0.783423125743866
1_6188,0.764018714427948,0.7656477093696594,0.7632980942726135
1_6211,0.9644306898117065,0.8954195976257324,0.546139121055603
1_6221,0.699541449546814,0.6985628604888916,0.7068507671356201
1_6355,0.7206586599349976,0.6885057687759399,0.4821336567401886
1_6370,0.7779439687728882,0.7711968421936035,0.770601749420166
1_6426,0.7181861400604248,0.7198212146759033,0.7362551689147949
1_6427,0.683462381362915,0.7175869345664978,0.572378396987915
1_6428,0.7239869832992554,0.7387784719467163,0.8171263337135315
1_6472,0.7616012096405029,0.7553379535675049,0.8654744625091553
1_6504,0.7207834720611572,0.7388359904289246,0.5139944553375244
1_6534,0.7043313980102539,0.6960211396217346,0.7298616170883179
1_6627,0.755517303943634,0.739859938621521,0.7843210697174072
1_6645,0.7383332252502441,0.7667341232299805,0.7569945454597473
1_6648,0.6783837080001831,0.6859042048454285,0.5764272212982178
1_6683,0.7364801168441772,0.7542527914047241,0.7112505435943604
1_672,0.6467294692993164,0.6677936315536499,0.5290093421936035
1_6766,0.8212491869926453,0.8010421991348267,0.2544995844364166
1_6769,0.6512056589126587,0.6910207271575928,0.4010657072067261
1_6835,0.8848080635070801,0.8579977750778198,0.6600973606109619
1_6860,0.5997030735015869,0.6426867246627808,0.3564486801624298
1_70,0.6235824227333069,0.6290082335472107,0.4603389799594879
1_7047,0.7378365993499756,0.7490211129188538,0.6529721021652222
1_7082,0.8692457675933838,0.8376734256744385,0.646649956703186
1_7089,0.6739339828491211,0.6864585876464844,0.5866477489471436
1_7186,0.4721687436103821,0.5065099596977234,0.4843878448009491
1_7281,0.733626127243042,0.7401689887046814,0.7254226207733154
1_7341,0.7543672919273376,0.764594316482544,0.769993007183075
1_7357,0.8223417401313782,0.8008033037185669,0.8592274785041809
1_7395,0.738213837146759,0.7474642992019653,0.7406346797943115
1_7400,0.7792981863021851,0.7662402391433716,0.8874249458312988
1_7402,0.7566304802894592,0.7597079277038574,0.7508941292762756
1_7442,0.696959376335144,0.7185614109039307,0.45269134640693665
1_7443,0.7024972438812256,0.7057287096977234,0.7111002206802368
1_7445,0.7936798334121704,0.7424576282501221,0.8549046516418457
1_7449,0.7434936165809631,0.7441614866256714,0.7642278671264648
1_7487,0.6982312202453613,0.677741527557373,0.7787458300590515
1_7490,0.6476483345031738,0.6842429041862488,0.676030158996582
1_7494,0.6724488735198975,0.6649798154830933,0.7473844885826111
1_7504,0.7559309005737305,0.7551183700561523,0.8148497939109802
1_7575,0.8610297441482544,0.7828876972198486,0.5105066895484924
1_7593,0.7638710737228394,0.7557603716850281,0.6566295027732849
1_7641,0.6299756765365601,0.647416353225708,0.48746195435523987
1_7661,0.871080219745636,0.8497287034988403,0.6514909267425537
1_7675,0.8971631526947021,0.8388127684593201,0.8256414532661438
1_7722,0.6399184465408325,0.6523289084434509,0.7376362681388855
1_7894,0.8339306712150574,0.825194776058197,0.7146556973457336
1_7938,0.5605856776237488,0.5810396671295166,0.3684695065021515
1_7953,0.7001004219055176,0.712229311466217,0.6166414022445679
1_80,0.7516025304794312,0.7671388387680054,0.7042381763458252
1_8042,0.5985462665557861,0.6073840260505676,0.47811979055404663
1_8045,0.6988369822502136,0.7065318822860718,0.5662305355072021
1_8052,0.8169891834259033,0.8043209314346313,0.8352774977684021
1_8078,0.8145172595977783,0.7930293679237366,0.5050016641616821
1_8136,0.643927812576294,0.6649782061576843,0.4363153278827667
1_8159,0.7585221529006958,0.7458701133728027,0.764718234539032
1_8185,0.7989215850830078,0.7814781665802002,0.7013028860092163
1_8217,0.6515088081359863,0.6699345111846924,0.7402255535125732
1_8407,0.9344050884246826,0.9015156626701355,0.6435112953186035
1_8417,0.7119055986404419,0.7009775042533875,0.7769786715507507
1_8452,0.7804079055786133,0.77503901720047,0.7355940341949463
1_8505,0.8363045454025269,0.8069159984588623,0.4932728707790375
1_8717,0.787203311920166,0.7392615079879761,0.6983218789100647
1_8746,0.7640423774719238,0.7759931087493896,0.7610955238342285
1_8749,0.6594221591949463,0.698555588722229,0.7326123714447021
1_8827,0.7133313417434692,0.7252310514450073,0.6303804516792297
1_8837,0.7770395278930664,0.7861751914024353,0.8582484722137451
1_90,0.9037525653839111,0.8725379109382629,0.6397064924240112
1_9003,0.7364687919616699,0.7382767200469971,0.10490722954273224
1_9009,0.8168820142745972,0.7877834439277649,0.5733911991119385
1_9087,0.8027724623680115,0.78997802734375,0.6241644620895386
1_9245,0.7394828796386719,0.7266876101493835,0.6358193755149841
1_9594,0.7703197002410889,0.7687727212905884,0.5900443196296692
1_9668,0.663738489151001,0.6908892393112183,0.635761559009552
1_971,0.9811617136001587,0.910534143447876,0.5098732113838196
1_9963,0.7099661231040955,0.7011523842811584,0.6748425364494324
1_9971,0.5719261169433594,0.620211124420166,0.49633416533470154
1_9972,0.7603508234024048,0.7505881786346436,0.5408188700675964
1_9993,0.8129391670227051,0.7733622789382935,0.7255195379257202
2_1,0.7031780481338501,0.7319012880325317,0.6605781316757202
2_102,0.8379330635070801,0.8430992364883423,0.7302576303482056
2_103,0.7176079750061035,0.7404048442840576,0.6466979384422302
2_104,0.7920965552330017,0.7894920110702515,0.7676681280136108
2_105,0.7476270198822021,0.7402942180633545,0.7465515732765198
2_107,0.5735617876052856,0.6374526023864746,0.7111124396324158
2_109,0.6311275959014893,0.6580579876899719,0.6449835300445557
2_11,0.8396352529525757,0.823014497756958,0.8726298809051514
2_111,0.9095454216003418,0.8493943810462952,0.4514303505420685
2_112,0.7853448390960693,0.755403995513916,0.7467630505561829
2_113,0.8088650703430176,0.7913796901702881,0.7936346530914307
2_114,0.7664312124252319,0.7569995522499084,0.6904667615890503
2_115,0.6654733419418335,0.6853424906730652,0.5856977701187134
2_118,0.7218641042709351,0.6708897352218628,0.7649367451667786
2_119,0.5357360243797302,0.5199347138404846,0.39245790243148804
2_12,0.5902015566825867,0.6423263549804688,0.628737211227417
2_120,0.764834463596344,0.7710610032081604,0.7881069183349609
2_121,0.6674564480781555,0.6507258415222168,0.537757158279419
2_123,0.7594035267829895,0.6961842775344849,0.5638903379440308
2_124,0.6710848808288574,0.6975425481796265,0.6711165904998779
2_125,0.29030826687812805,0.358395516872406,0.343154639005661
2_126,0.7714613676071167,0.7615727186203003,0.2861994206905365
2_127,0.6975295543670654,0.7048639059066772,0.7706688642501831
2_128,0.7108401656150818,0.7227636575698853,0.7289833426475525
2_129,0.7391222715377808,0.7180502414703369,0.7894268035888672
2_13,0.8701821565628052,0.765078067779541,0.5503699779510498
2_131,0.7823213338851929,0.7802078127861023,0.6970047950744629
2_134,0.8734217882156372,0.8174685835838318,0.7069350481033325
2_135,0.7400014400482178,0.7515710592269897,0.6088937520980835
2_137,0.695745050907135,0.6818383932113647,0.6175129413604736
2_140,0.830817461013794,0.8385746479034424,0.5659310817718506
2_141,0.749945342540741,0.7451659440994263,0.6805769205093384
2_144,0.6697491407394409,0.7090468406677246,0.7772579789161682
2_146,0.7222605347633362,0.6880728006362915,0.7573645114898682
2_147,0.7115954160690308,0.7219667434692383,0.210995614528656
2_148,0.8739001750946045,0.8594353795051575,0.8452984094619751
2_149,0.6143735647201538,0.62391197681427,0.6577085256576538
2_15,0.7416964173316956,0.7490562796592712,0.7421841621398926
2_150,0.8421304225921631,0.848606288433075,0.7350950837135315
2_151,0.7627674341201782,0.7368651032447815,0.4429762065410614
2_152,0.7459460496902466,0.7509727478027344,0.8337809443473816
2_154,0.9305602312088013,0.864622950553894,0.14380870759487152
2_155,0.9186609983444214,0.8972996473312378,0.9597293734550476
2_158,0.8931218385696411,0.8778000473976135,0.8239246606826782
2_160,0.7286173105239868,0.6817446947097778,0.6248503923416138
2_161,0.8139693140983582,0.8271616101264954,0.6008366346359253
2_162,0.8662689924240112,0.7482125759124756,0.6401302814483643
2_163,0.6512697339057922,0.629659116268158,0.3756515085697174
2_166,0.6548506021499634,0.6801297068595886,0.711061954498291
2_167,0.8641979098320007,0.8336139917373657,0.6995195150375366
2_168,0.7296611070632935,0.6853259801864624,0.7088677287101746
2_169,0.7829710245132446,0.7664039731025696,0.25754061341285706
2_170,0.6058476567268372,0.628715991973877,0.579257607460022
2_171,0.865044891834259,0.814645528793335,0.324308842420578
2_172,0.8833171129226685,0.8098917007446289,0.5158776640892029
2_173,0.44464319944381714,0.5512042045593262,0.4378765821456909
2_174,0.6871330142021179,0.6903364062309265,0.7594578862190247
2_176,0.6816699504852295,0.7049200534820557,0.7328716516494751
2_177,0.7075181007385254,0.7111488580703735,0.9106035232543945
2_178,0.813088059425354,0.8118253946304321,0.9910781383514404
2_180,0.875602126121521,0.8135904669761658,0.7844094038009644
2_181,0.7368507385253906,0.7122215628623962,0.6416621804237366
2_182,0.8854880928993225,0.8702504634857178,0.8807474374771118
2_183,0.6398991346359253,0.6462798118591309,0.6733554601669312
2_186,0.680181622505188,0.695918083190918,1.0028047561645508
2_187,0.6963462829589844,0.7104893922805786,0.7057314515113831
2_188,0.9438964128494263,0.8756294846534729,0.4928393065929413
2_189,0.5666172504425049,0.5648893117904663,0.497682124376297
2_190,0.5885858535766602,0.6566572189331055,0.7340361475944519
2_191,0.6980571150779724,0.6826193332672119,0.7060878276824951
2_193,0.5964581966400146,0.6516227722167969,0.6960071921348572
2_194,0.6742746829986572,0.6665400266647339,0.7245205640792847
2_196,0.4751760959625244,0.42992115020751953,0.24213959276676178
2_197,0.5931118130683899,0.5965638756752014,0.5617992877960205
2_198,0.3496869206428528,0.4348044991493225,0.4609167277812958
2_2,0.794373631477356,0.8075973987579346,0.7727584838867188
2_20,0.8010054230690002,0.7834707498550415,0.8451510071754456
2_202,0.3546263575553894,0.37970930337905884,0.55074143409729
2_203,0.7855426073074341,0.770497739315033,0.8253951072692871
2_204,0.8715973496437073,0.8295152187347412,0.6565101146697998
2_205,0.9557217359542847,0.876410722732544,0.37823042273521423
2_206,0.6719407439231873,0.6809450387954712,0.6504701375961304
2_208,0.458625465631485,0.5491486191749573,0.5037670135498047
2_209,0.6943361759185791,0.6302905082702637,0.6023579239845276
2_210,0.5852848291397095,0.5611797571182251,0.39772143959999084
2_213,0.7272969484329224,0.7116855382919312,0.693230390548706
2_217,0.5039472579956055,0.5138934850692749,0.559338390827179
2_218,0.9132736325263977,0.7965641617774963,0.49786028265953064
2_221,0.8533806800842285,0.8408734202384949,0.7881932258605957
2_222,0.73894202709198,0.7489147186279297,0.541440486907959
2_223,0.7945799231529236,0.8000417947769165,0.8833649754524231
2_225,0.6581995487213135,0.6396393775939941,0.6012663841247559
2_226,0.9143915176391602,0.8573365807533264,0.7865005731582642
2_227,0.7518095374107361,0.7499967813491821,0.7136319875717163
2_228,0.47984886169433594,0.5508578419685364,0.4659125506877899
2_230,0.7919489741325378,0.7963390946388245,0.40528905391693115
2_231,0.7000277042388916,0.690229058265686,0.6464611291885376
2_232,0.6956323385238647,0.7108687162399292,0.7727799415588379
2_234,0.8922929763793945,0.8416681289672852,0.9221380949020386
2_235,0.7830427289009094,0.7879880666732788,0.7394406795501709
2_236,0.7803723216056824,0.7903378009796143,0.6231191158294678
2_24,0.6849137544631958,0.646702766418457,0.6966411471366882
2_240,0.7030683755874634,0.6711516976356506,0.2975843548774719
2_241,0.751849889755249,0.7408180236816406,0.6740047931671143
2_242,0.7905840277671814,0.7847117185592651,0.8623659610748291
2_243,0.7439655661582947,0.7257229089736938,0.6119475960731506
2_245,0.4200543761253357,0.4987315535545349,0.5996145009994507
2_246,0.708764910697937,0.7215162515640259,0.7879908084869385
2_247,0.7442965507507324,0.7168130874633789,0.855156660079956
2_248,0.6987009644508362,0.6921461820602417,0.7366513013839722
2_250,0.5689409971237183,0.5464426279067993,0.4224354326725006
2_251,0.9044868350028992,0.8598313927650452,0.510753870010376
2_253,0.8665235042572021,0.7923886775970459,0.6013787984848022
2_254,0.6247994303703308,0.6371347904205322,0.7569859623908997
2_255,0.892254650592804,0.8723748922348022,0.6425732374191284
2_257,0.9851585030555725,0.8704997301101685,0.7408539056777954
2_258,0.8021395206451416,0.8005295395851135,0.7127561569213867
2_259,0.534509539604187,0.5549042224884033,0.6271892786026001
2_260,0.6660138964653015,0.6552814245223999,0.40744176506996155
2_261,0.8497292399406433,0.8053189516067505,0.3661358058452606
2_263,0.7423248887062073,0.7182803750038147,0.5003475546836853
2_264,0.4539421498775482,0.39346763491630554,0.3490721881389618
2_267,0.8151242733001709,0.7341169118881226,0.6170186400413513
2_268,0.8951036930084229,0.867750883102417,0.8201430439949036
2_27,0.7727375626564026,0.7640064358711243,0.30591240525245667
2_270,0.5343645215034485,0.4721975028514862,0.49653860926628113
2_271,0.5833238363265991,0.6198500394821167,0.47677773237228394
2_272,0.7011253237724304,0.6581071615219116,0.6263242959976196
2_278,0.7866293787956238,0.7343592643737793,0.7083029747009277
2_279,0.7348663806915283,0.7290397882461548,0.7630223035812378
2_28,0.523018479347229,0.5704729557037354,0.6146188974380493
2_280,0.7482601404190063,0.7512838244438171,0.6661868691444397
2_281,0.6924583315849304,0.713066577911377,0.5898373126983643
2_282,0.7533604502677917,0.7162737846374512,0.268350750207901
2_283,0.6948376893997192,0.6807541847229004,0.6497806310653687
2_284,0.9246576428413391,0.883759617805481,0.5165611505508423
2_286,0.7294540405273438,0.7580744028091431,0.8348004817962646
2_287,0.7207911014556885,0.6811532974243164,0.4558843970298767
2_288,0.7680268883705139,0.7694692611694336,0.7285082340240479
2_289,0.7845022678375244,0.7497080564498901,0.5734290480613708
2_29,0.5447515249252319,0.5329468846321106,0.4022009074687958
2_291,0.508215606212616,0.5273176431655884,0.37902963161468506
2_292,0.7389554381370544,0.7533989548683167,0.702906608581543
2_293,0.902228832244873,0.8302067518234253,0.42679718136787415
2_294,0.6941736936569214,0.6416025161743164,0.6936702728271484
2_295,0.6657019257545471,0.6961374282836914,0.2728334367275238
2_297,0.6690502166748047,0.6913018226623535,0.6367244720458984
2_299,0.6681485176086426,0.6697242856025696,0.5334022045135498
2_3,0.8021397590637207,0.77878338098526,0.853547215461731
2_30,0.5653724670410156,0.5965893864631653,0.5975583791732788
2_300,0.788270115852356,0.7706820964813232,0.3721977770328522
2_301,0.656200647354126,0.6843152046203613,0.5759062767028809
2_302,0.8686351180076599,0.8318507075309753,0.30940183997154236
2_303,0.8622239232063293,0.8579660654067993,0.8767392635345459
2_305,0.5848801732063293,0.5886499881744385,0.513800859451294
2_306,0.6326976418495178,0.6733827590942383,0.6046687364578247
2_31,0.8402016758918762,0.7806484699249268,0.5126268267631531
2_310,0.6630798578262329,0.6929261684417725,0.7561213970184326
2_312,0.6990952491760254,0.6690062880516052,0.49354222416877747
2_313,0.5222536325454712,0.5755323767662048,0.6340824365615845
2_314,0.7003681063652039,0.6663118600845337,0.5149952173233032
2_315,0.60489422082901,0.6430593729019165,0.720763623714447
2_316,0.721052885055542,0.7129013538360596,0.880407452583313
2_317,0.7598558068275452,0.7053948640823364,0.7277557253837585
2_318,0.7415816783905029,0.7011626362800598,0.5301587581634521
