id,direct_ironic,friendly_hostile,quadrant,f0_mean,f0_std,f0_range,jitter_local,shimmer_local,hnr_mean,voiced_ratio,speaking_rate_proxy,energy_std,dissonance_mean,dissonance_std,inharmonicity_mean,inharmonicity_std,major_fit,minor_fit,wholetone_fit,majorness,tonal_clarity,melodic_path_length,direction_change_rate,contour_slope,final_initial_diff,mean_interval_size,interval_std,num_notes_per_sec,direction_entropy,npvi_voiced,rpvi_pause,rpvi_pause_filtered,stress_contrast,ioi_cv,ioi_npvi,pitch_stress_contrast,sarcasm,show,speaker
1_1973,-1,0,Q4_humor,263.30112920141426,58.59556436425805,322.18650199736874,0.0157217260550865,0.1121439694154069,7.702533339168796,0.5060240963855421,6.382978723404255,7.619008350162923,39.23124338535391,53.05755167655449,0.0964274330747923,0.0585696718861053,0.2700339701644231,0.4978539662378453,0.3134187175600825,-0.2278199960734221,0.0532188030797581,11.281517654884365,3.191489361702128,-1.4754398619377551,-1.852592132594058,4.629915697015818,0.0,0.3989361702127659,-0.0,77.5231454777972,0.1635294117647059,0.2885714285714286,4.003131429243192,0.473522530179676,40.15513534960472,3.336024171706508,1,BBT,PENNY
1_1987,-1,0,Q4_humor,210.95481992210856,45.03614022654728,208.64968768153693,0.0150628864693748,0.0987116245140491,10.755790824078389,0.7625418060200669,6.150256684733854,7.905019766743224,38.737682591416885,53.588669791208766,0.0894478558480625,0.05385203834975,0.4806030348323233,0.422354536261901,0.0804952274452882,0.0582484985704223,0.0959194603264834,12.317584004842912,10.4720586794117,-2.5471181743622155,-18.01833811292628,0.7446731389963852,0.7621420667209112,2.327124150980377,0.3912435636292556,63.83822005989834,0.1766666666666666,0.43,4.201851032708865,0.5545785769024834,47.69280948817665,1.0402937490313269,1,BBT,PENNY
1_2119,-1,0,Q4_humor,269.2653728943113,24.80439525878586,98.86201348069297,0.0126298100593146,0.1059520822863532,2.163425319096014,0.3819095477386934,6.981319824505857,2.7329078358304346,58.58359316551544,76.27501839853673,0.0829867084396302,0.0492297545305759,0.2476625766170945,0.3481174015459211,0.172223740956793,-0.1004548249288265,0.253692372147728,7.254473052179607,2.7426613596273013,0.9134170682243076,5.240275794945945,1.085344825561029,1.085344825561029,0.7479985526256276,1.0,71.9191919191919,0.55,1.02,2.369456689951696,0.3478684735842652,25.158004289962705,1.3683308152067448,1,BBT,PERSON
1_2198,1,-1,Q2_criticism,164.29418020501126,64.6254114642716,378.3291994032791,0.0207504543280174,0.1176215548892249,4.365720443370407,0.4780976220275344,7.480027816883491,6.012616485323192,80.4281300020006,97.09114370826724,0.1174541517482783,0.0551483720115519,0.2833093349389304,0.3057317415894922,0.0544824534219111,-0.0224224066505617,0.0663373985651185,15.103921285993438,4.9866852112556606,-1.1394732499105331,2.13406829908633,1.0627042409382224,0.1444894527417002,0.3740013908441745,-0.0,83.13928485862664,0.1384615384615384,0.1927272727272727,3.112924887050016,0.4456427792692071,35.62176235328466,2.573409333000238,1,BBT,SHELDON
1_2354,-1,-1,Q3_bite,181.09610414564528,33.29614714624873,159.28619287229577,0.0167933373704284,0.1032497090723283,5.935380649567513,0.5251256281407035,6.731986973630649,6.992980902417803,49.06549162635452,64.17188266348295,0.0983679887041567,0.0513880390881042,0.2949855538634139,0.5000222314868895,0.1341789882548175,-0.2050366776234755,0.0959484288366958,12.590649056194618,3.24132706137772,1.7414449122466829,16.137668831031224,1.3290207672990189,0.0,0.4986657017504184,-0.0,83.94233427456018,0.14,0.16,2.8539718493780595,0.3840493671691594,38.36596598334585,2.8595621868288563,1,BBT,SHELDON
1_2464,-1,-1,Q3_bite,265.0525164785484,44.681414464679285,241.27981028574072,0.0143033616070274,0.0850406834224078,6.977578329204373,0.5276381909547738,6.731986973630649,6.93691299924679,39.84912920070112,68.53966122428041,0.0791110392888159,0.0489747389375311,0.3768743940252467,0.4020417251488358,0.1253986272844153,-0.0251673311235891,0.2774219062472922,6.1565992000189205,2.7426613596273013,-1.8790517152016328,1.599359654028735,1.3988347505739096,1.7232653223870964,1.7453299561264644,0.9182958340544896,79.7797202797203,0.1088888888888888,0.1099999999999999,2.8360561834491835,0.4059734343695472,40.29562504783151,2.095586079496803,1,BBT,PENNY
1_2580,0,0,Q4_humor,141.97412231401594,67.25510072050038,460.5806606082924,0.031295015360507,0.1528663927903238,5.701002116005556,0.6254180602006689,6.648926145658221,7.240310938794916,294.9015154918181,319.12316366920663,0.1516828918624276,0.0621521994278006,0.230954433273038,0.3693601816213478,0.1443004577538448,-0.1384057483483098,0.0813933129386699,22.92999092466046,6.150256684733854,1.893131041538971,8.90588697733784,2.4096363819966107,3.6338773019429,0.8311157682072776,0.8112781244591328,104.44949547430346,0.094,0.1155555555555555,4.0735027141249525,0.7035188801811132,36.29918574523277,4.626186815466124,1,BBT,HOWARD
1_2614,-1,0,Q4_humor,147.10630076191427,53.07092181153744,425.832499495914,0.0224822586537285,0.1202260480721855,6.552344599898022,0.6708542713567839,6.23332127188023,7.625867844988215,164.48563472018586,190.2783678369744,0.1256801361063046,0.0591788410778518,0.6150516632366947,0.4079968405942447,0.0455723951349775,0.2070548226424499,0.0876136456369451,15.059333926340107,4.487991315753765,-1.630428308756247,-2.5736055382835588,1.873224896537888,1.4899723855023947,1.246664254376046,0.8112781244591328,64.79989007009078,0.1155555555555555,0.1933333333333333,2.944288037133388,0.5311429611112767,53.95221877168319,3.677509404178649,1,BBT,LEONARD
1_2616,0,0,Q4_humor,188.3876260530701,64.49029661492338,327.68769709430694,0.0249529257827939,0.1412171231321612,3.2952218681809664,0.4558232931726907,6.781914893617021,6.702690671785017,113.39644127519576,137.1423243213521,0.1151431117357334,0.073420068030945,0.2955222326183074,0.3400718437797629,0.0679627666030584,-0.0445496111614555,0.0469486090988355,16.183720678302485,3.789893617021277,-2.648945878451989,-20.46312864126777,0.7576046460997645,0.5095246107281182,0.7978723404255319,-0.0,91.65243064939112,0.2975,0.58,2.685943251104486,0.5388681938981508,38.46710006562303,3.2077172513688,1,BBT,LEONARD
1_2778,-1,0,Q4_humor,148.74107027539011,28.98280832595027,194.44136007525373,0.022825684176381,0.1092141180454124,2.97868062235092,0.465863453815261,7.38031914893617,5.482922904093317,96.8005441042664,122.19506670740168,0.1351252740823934,0.065213319795518,0.3858866769163275,0.370562699745989,0.1823866416809494,0.0153239771703385,0.0358047785859844,12.016481813457542,3.789893617021277,-0.4306934860227904,-0.3735611169234474,3.257206642196337,3.694632033514848,0.7978723404255319,0.9182958340544896,44.2518905711982,0.1933333333333333,0.32,3.6360242855246616,0.3788947507636829,44.60646878867095,4.247281446756328,1,BBT,RAJ
1_2797,1,0,Q1_praise,169.00085610015427,46.60628969085965,313.95307922107185,0.0277860322249237,0.1311615285057407,5.57516506427618,0.6608040201005025,6.48265412275544,7.304347244990824,33.343474705356456,45.08063409815088,0.1263098521785602,0.0653081435129046,0.144087454587377,0.2863646204292755,0.0865304616806641,-0.1422771658418984,0.0636956086352492,18.86037917960964,6.731986973630649,1.3533007137318185,-1.6238443457513014,2.124182092840371,0.0,0.4986657017504184,-0.0,83.91616365300577,0.1246153846153846,0.18,3.381655717349291,0.4817428012904541,37.1291849736545,2.567540126845264,1,BBT,SHELDON
1_2819,1,0,Q1_praise,189.69233988257537,94.8933332902322,382.43468030617055,0.0239955406782117,0.1414300887165783,5.73381660812804,0.6507537688442211,6.48265412275544,8.979385099223023,47.62832268705832,74.5409900224826,0.1305912768264007,0.0561904805876229,0.486594895697075,0.6327155706409503,0.1737488971052277,-0.1461206749438752,0.0273113997761443,28.20023738134109,6.48265412275544,-1.3272315192549136,-2.620781366730124,,,,,79.39001731359376,0.0854545454545454,0.032,3.563528990202863,0.5276239950118427,50.70709349735092,4.488569906574675,1,BBT,SHELDON
1_2853,-1,-1,Q3_bite,130.78450173676586,36.11135839657396,310.34033431617775,0.0213700371136807,0.1198675303370181,4.81495988574575,0.5305917753259779,6.796362944093411,6.50262087647847,47.82932793115078,50.599318156476855,0.1417308694360442,0.0592991306325204,0.2941546616986422,0.3452483663453694,0.0232272180132683,-0.0510937046467271,0.1643225453748527,11.441887785614806,5.197218721953785,0.1154946938011353,19.76574879228929,1.6614128482591308,2.049423217010705,0.4997325694186331,1.0,80.60461205307232,0.1,0.118,3.434706383970377,0.6803711331115253,39.2230596813891,2.1115007928904537,1,BBT,SHELDON
1_3064,1,0,Q1_praise,155.62648184553692,81.8681091709202,489.745290211049,0.0233226383350316,0.1280501259654347,4.45390236847145,0.5401606425702812,6.981382978723404,6.196955436409787,49.205751962619765,50.40434242455712,0.1403382255586714,0.0578524560359927,0.2354842125692125,0.478713442393795,0.0109507285351383,-0.2432292298245825,0.0971297298907953,13.775927580272926,4.388297872340425,0.4015071063973679,-12.2579661165372,1.6483431465379486,1.6483431465379486,0.5984042553191489,1.0,86.72324498949887,0.0926315789473684,0.0574999999999999,3.116801082034556,0.3406120951564952,40.25759745907187,4.747680048214359,1,BBT,SHELDON
1_3125,-1,-1,Q3_bite,212.4786181772469,57.23041503119542,277.4357117986678,0.023980990353303,0.1262112371804786,7.580846493902521,0.7492836676217765,6.553934428348044,4.611972154126705,27.299794608307216,43.397155157053824,0.1099445485342228,0.0628251190642453,0.4437265271296484,0.3452418195083407,0.0964355910776756,0.0984847076213076,0.033312693829276,33.645348494738755,7.266318605342397,-1.5214049248551202,8.035254671612249,2.291195681991807,2.291195681991807,0.4274305061966116,1.0,103.59973826930376,0.0694736842105263,0.0799999999999999,2.122689111621148,0.395475667877532,37.10763398111533,3.4541768398511468,1,BBT,HOWARD
1_3256,-1,-1,Q3_bite,173.43294246864107,32.292739159166175,181.1926790155028,0.0221049166740382,0.1065047810505486,6.102430140593059,0.5200803212851406,5.984042553191489,10.83289498836106,24.65206260226256,30.551518843351424,0.1056030472305125,0.0606993896867357,0.1324128494979931,0.2913415369527282,0.2562488530553892,-0.158928687454735,0.1138384663169732,18.26696395101409,4.587765957446808,-0.8124979845386051,2.8331895729982826,1.0650390608119151,1.0650390608119151,0.5984042553191489,1.0,68.10464724780736,0.2155555555555555,0.27,3.614349190589348,0.6734169574229663,42.06916592328703,3.06929988570042,1,BBT,PERSON
1_3259,-1,0,Q4_humor,193.362484227381,78.29379656315267,505.7015016796617,0.0235856297734187,0.102630703848035,6.225752286386895,0.5016722408026756,6.331450966958677,8.872326946889954,30.790042385146297,51.56822442228923,0.1075971586607931,0.0659308687646121,0.2119790121100918,0.346330846794533,0.0234927695813794,-0.1343518346844411,0.0649086564676285,14.803537327132618,4.554201572724662,0.1261905543148523,7.812487758969635,3.2396630439787937,3.2583202864045395,0.5553904356981295,1.0,111.14814726105551,0.2457142857142857,0.5742857142857142,2.647791894173684,0.6105244733952151,39.405770348604406,3.631932732606331,1,BBT,PERSON
1_3287,-1,0,Q4_humor,158.98390230442445,34.89055257315476,128.41059347722802,0.0204628055946618,0.1234037892094755,6.137016406340429,0.714859437751004,6.981382978723404,4.946763199337792,45.01627899707713,48.25910556092278,0.1211223052138123,0.058796938862569,0.3822366769003061,0.4102344143147156,0.0187812056606336,-0.0279977374144094,0.0187805867477307,22.159437461408256,6.582446808510638,-0.5129764376265257,27.97789580949243,1.1855509818365242,1.1855509818365242,0.5984042553191489,1.0,73.16911636843128,0.092,0.66,2.835969047101492,0.3222835190739151,36.23670676820559,3.755828086407165,1,BBT,SHELDON
