jitter_local_stable,shimmer_local_stable,nid
0.00865102357728118,0.08322407645984668,51_95
0.0040315124629710574,0.06210326633064333,51_97
0.004352731082332862,0.09506825536652944,51_98
0.016602822592690955,0.1829278147203998,51_99
0.0026650116184044705,0.07609310047750004,51_100
0.006158379954494277,0.08209585801054148,51_101
0.0030215176341125377,0.05943833447942926,51_103
0.07324334454419128,0.13525323613472903,51_104
0.0081834760411088,0.06932385337023789,51_105
0.011081007405133143,0.15987876804044082,51_107
0.01354711836338897,0.1719710084025168,51_108
0.016722217522788917,0.1765670220977804,51_109
0.017983344211032874,0.3059238678622061,51_110
0.0056254918666153566,0.11160618735349537,51_111
0.008192569949437399,0.2057043873627843,51_112
0.006971341456728761,0.08008382618611282,51_113
0.003055688996194872,0.06566914435871492,51_115
0.006565064783639369,0.06721271239688761,51_116
0.007490225678728751,0.04603034370407407,51_117
0.009170489462894301,0.05903069207447325,51_121
0.0226752024609647,0.142833471916012,51_126
0.004360859344048632,0.10028878890692332,51_127
0.004147548624579082,0.15758477287318776,51_130
0.0029633861124236096,0.12279625352445783,51_131
0.009529550223175245,0.09108644809035579,51_132
0.006654763081591066,0.07822886508217562,51_133
0.00517149919036465,0.10207389257055122,51_134
,,51_135
0.004173376457837841,0.056041154040406084,51_137
0.01101004874577623,0.12597327656805074,51_138
0.016822259407203045,0.13904334718854852,51_139
0.007107381260150737,0.1314448194328277,51_140
0.004709532065738761,0.09470968378064107,51_141
0.0025291062626722274,0.06615031693384478,51_142
0.005379395843191698,0.11533067921830427,51_144
0.006543839161843656,0.06186361863559436,51_145
0.004969296422304539,0.07854778751769362,51_146
0.007082482941538785,0.0822367125524916,51_147
0.015353066500119457,0.11488176335308341,51_149
0.004700354273429097,0.04840879861104855,51_150
0.005079610718210467,0.10462764426418684,51_151
0.006585162158830945,0.08729274846167658,51_152
0.0032291613033075153,0.07363183800651357,51_153
,,51_154
0.009872359394221012,0.10434916990985589,51_155
0.012525322858096224,0.1702138151120823,51_158
0.009868247544267985,0.18949994116098617,51_160
,,51_161
0.006067374598559071,0.05837390941194829,51_162
0.005602651374585724,0.04821984119039996,51_163
0.003359642229040703,0.10566292938261247,51_165
,,51_166
0.005510349578007901,0.05709230789870961,51_167
0.0029559309202031973,0.020024103303058472,51_168
0.0048769661383943645,0.0976954480378902,51_169
0.0033909667002521697,0.07901212813203073,51_171
0.011251057491460749,0.06496013758360328,51_174
0.0024047919535012097,0.05113856021806519,51_175
0.0101822646532352,0.08867521108306038,51_176
0.003061660030617499,0.10149472123481533,51_178
0.011269982624272576,0.1058465439557049,51_179
0.0097596410385776,0.10923688841871369,51_180
0.003826817056865307,0.09955754605322048,51_181
0.00833272600875846,0.0701063931846987,51_182
0.053201797687530084,0.13177676773745686,51_183
0.004843751590500181,0.10567358648929624,51_186
0.006646760780253461,0.07498258631899178,51_187
0.008733805774628544,0.07933650897819139,51_188
0.00408463648608014,0.0917885230954291,51_189
,,51_190
0.0056970969241559,0.0777824466041536,51_191
0.0068871990907870325,0.10543215911967618,51_192
0.00432521250277643,0.09190231859493683,51_193
0.004045463967755056,0.06566716320285544,51_194
0.018512154489083263,0.12734127820008526,51_195
0.005650211816758089,0.049540160133049925,51_196
0.008152576045939011,0.12058154821197097,51_197
0.00882643776123613,0.06650482760564531,51_198
0.00224548042710614,0.11281008730016417,51_199
0.006173080099033091,0.07401675052522244,51_201
0.014203878977308803,0.17099569795967254,51_202
0.0053971329267584,0.048573217654814684,51_203
0.004926075396286036,0.13749132836524827,51_204
0.0052069125231365984,0.06660550824115453,51_205
0.008109537415635245,0.1817288050759045,51_206
0.006218415372294881,0.08820804843813931,51_207
0.003931093283840701,0.07273048406060247,51_208
0.004216020332107604,0.13313062760371724,51_209
0.003787762329134062,0.09443636262826206,51_210
0.004340252360542816,0.05741567406481414,51_211
0.011529099034689934,0.12066265986113235,51_212
0.0046370208265785725,0.0445901500534316,51_213
0.00519401840421068,0.11772662267091172,51_217
0.006072997397891116,0.07658402715121702,51_219
0.0034601649355328603,0.11627774945374554,51_220
0.00520165577822,0.08920452354988785,51_222
,,51_223
0.005208862356228269,0.11711664484064069,51_224
0.004436744550038999,0.08170003606602172,51_225
0.01749453531450183,0.12539199009505442,51_226
0.004528071536855023,0.09050427746221622,51_228
0.003895144677674942,0.10798830897987685,51_229
0.0029627407412633347,0.07129426387285072,51_230
0.02155862456257156,0.08744564822850792,51_231
0.00805005512524775,0.11553330410277672,51_232
0.0058309890184349315,0.10458150609624607,51_233
0.0035397895043243507,0.09193014583549863,51_234
0.006403640685804861,0.08431147891401151,51_235
0.007430874555689135,0.1376370353684794,51_236
0.003813441497742061,0.1825549692041324,51_237
0.0018459407082641933,0.044599901376015716,51_238
0.003214169232408122,0.06832896335708556,51_239
0.01198009595429201,0.10426831989834655,51_240
0.0053241766713889955,0.14581439301701288,51_244
0.00346736954940198,0.09866865920951534,51_245
0.008596545232054038,0.12410820117609446,51_247
0.01258810648501693,0.09525387120326831,51_250
0.0043086579553132465,0.15593927463252938,51_253
,,51_254
0.0061823077964940285,0.0838968031477727,51_255
0.008000238901172772,0.071301860372425,51_256
0.0029065668077017355,0.06709350023781696,51_257
0.021353885421221092,0.168780163476867,51_258
0.006781644051872601,0.106344792934185,51_259
0.006079422924524625,0.06836813406388981,51_262
0.005084306321127758,0.09448962834383651,51_263
0.00814697305377104,0.10273906548329893,51_264
0.002667962302421042,0.05413446137887764,51_265
0.006117782417337051,0.09849899241261742,51_266
,,51_267
0.00981576306140572,0.10331917661053114,51_268
0.0075555703696518674,0.09607508536083857,51_269
0.011634540656794637,0.08122552471095267,51_270
0.002936558231021069,0.029731515820618625,51_272
0.00960773533223642,0.17122759531958145,51_273
0.004029260859863518,0.08144936361958578,51_274
0.014214361409808442,0.05202671831599944,51_275
0.009827231630808425,0.06767962523088158,51_276
0.003319658586333326,0.04076515159465267,51_277
0.012672929843645132,0.10619431922276193,51_278
0.005458275558012372,0.09243016121216395,51_279
0.005719962027125341,0.07975910304433845,51_280
0.002890920951797507,0.053602787671062656,51_281
0.006180037896726157,0.06656896533776739,51_282
0.008286946817191831,0.05552568093853736,51_283
0.008497091249780576,0.06032665209589995,51_284
0.004779136594188814,0.05743996692391949,51_286
0.0019640791910997698,0.06235454705444991,51_287
0.0033592067608556654,0.07447580959458752,51_289
0.0078674554700674,0.039035395516453714,51_290
0.003033178566550116,0.07048070822325814,51_291
0.0035918669891344367,0.06939362032158813,51_292
0.016082650400855606,0.1190681453728528,51_293
0.004681439044730798,0.06165773782539883,51_294
0.005646179406367147,0.11655322901313109,51_295
0.0065668378541384334,0.09798591539593819,51_297
0.01392124854974264,0.35437113612634885,51_298
0.005154568089001754,0.08975330596078812,51_300
0.003314598315860315,0.045426626074694866,51_301
0.0023094891144503867,0.04849426823394358,51_302
0.02995876559257292,0.13935371313522157,51_303
0.012005019451417829,0.05972452154132242,51_304
0.007047196171726908,0.08854355227304864,51_305
0.005017120595538034,0.12544772331000592,51_306
0.011125043037235955,0.17918235091880874,51_307
0.008464120565586866,0.11991089973438143,51_308
0.0051755344109457565,0.10701397519330172,51_309
0.009075265310694716,0.07917591559225945,51_312
0.006205671775717433,0.08233077838853606,51_313
0.009309308832780661,0.06441621573002462,51_314
,,51_315
,,51_318
0.0033811951545414747,0.052485450764360196,51_319
0.004631235650867797,0.11814193225266705,51_321
0.0037066064326634544,0.09739620054176854,51_323
0.006466565867263393,0.1501230442494321,51_324
0.0034278928565900147,0.08190002900111149,52_0
0.014332558725931185,0.1500554775875346,52_1
0.01102395740198089,0.1771758952303687,52_2
0.002881312042734571,0.04831223880097228,52_4
0.0027454131632709154,0.090786569591146,52_5
0.007216639107484027,0.08692828819020923,52_6
0.004031671114067998,0.03884796959283394,52_7
0.0060021495334975266,0.07591367361109959,52_9
0.005007599105646665,0.07952199666700745,52_10
0.010351252180944914,0.18456506387075544,52_13
0.0030893979582855722,0.12613876067299162,52_14
0.005878023118382472,0.07828826200644155,52_16
0.004197644523525642,0.05027692625431893,52_17
0.00444083493128126,0.06954860935417276,52_19
0.002846013385864059,0.07155905542299716,52_20
0.02405847293644546,0.08288390200218582,52_21
0.005359598048394755,0.08861142314925609,52_22
0.010802032257191,0.09741901518234845,52_23
0.003511227101628586,0.03864046052010902,52_24
0.006870108088660584,0.11431270431576573,52_25
0.008584446573114224,0.1214745026981179,52_27
0.014592628498458847,0.1675334953171902,52_28
0.021273334467014623,0.19576909675223508,52_29
0.016483621019971553,0.11185245698923846,52_30
0.006759568465282906,0.0939730400230008,52_31
0.003426601041400772,0.06732508026266164,52_32
0.0030980900455514168,0.06166457683135753,52_33
,,52_34
0.003934371264533623,0.05880531317769962,52_35
0.0035446293053777484,0.05424055670519526,52_36
0.0069111255168062815,0.1142948202479846,52_37
0.003776564373377464,0.11396685947227811,52_38
0.007861966468320486,0.16411926731978976,52_40
,,52_42
0.005394734060323029,0.05097920543285629,52_43
0.00863376378073838,0.0752473193789215,52_45
0.023696203195778566,0.27725379780664317,52_46
0.00510822613059175,0.09184100734329442,52_47
,,52_48
0.0041961652911108515,0.05463456390364955,52_49
0.0029175405464855163,0.031197863543327455,52_50
0.008512906078932795,0.07483603772505154,52_51
0.00232546618613514,0.06677495230496756,52_54
0.009420058424313786,0.09631622509806442,52_55
,,52_56
0.003403103559603857,0.0494026594960708,52_58
0.013179586496897155,0.09507764946120296,52_59
0.0039413802870512955,0.06656209073742257,52_60
,,52_61
0.003032465420923307,0.07109850994611934,52_62
0.0033206490416400093,0.07366265843706496,52_63
0.0091449781176126,0.09243542536891229,52_66
0.0034681257519317645,0.06099168224774995,52_67
0.01746183116654477,0.12943349020317893,52_68
,,52_69
0.005179098218078151,0.08459872270084266,52_70
,,52_72
,,52_73
0.004112441590539677,0.10290485222566557,52_75
0.0030602229059053607,0.07513177482895592,52_76
0.006359811170075943,0.07038640121003203,52_77
0.005977355434309572,0.06348302269974182,52_78
0.0020985993621357316,0.04931888234062336,52_79
0.0031078794733317874,0.03682072098207214,52_80
0.005440009028779363,0.0510364281563832,52_81
0.008779171935052994,0.1071439562619997,52_82
0.004559386206616785,0.06491979892475422,52_83
0.004946724259009879,0.10838968152721376,52_84
0.006648805434065655,0.08280497154809222,52_85
0.009511906515042167,0.052398292758233454,52_86
0.007060202678227717,0.10632884234681013,52_87
0.0029519335304522185,0.0909175557801804,52_88
0.0027544533592082647,0.04323207588647494,52_89
0.0023887735852205646,0.06491469714966729,52_90
0.0041083730466482645,0.07442328691448186,52_91
0.005555960987341303,0.11288983527664878,52_93
0.006838821878547452,0.15895450003247166,52_95
0.0033637025306819538,0.07044076368364419,52_96
0.002301803265129539,0.037359442945885724,52_97
0.0019990883598869787,0.033966656288045474,52_100
0.0016314362884544062,0.07981692068328847,52_101
,,52_102
0.004926506576351376,0.06740130612870361,52_105
0.007134499930487952,0.06960077807984438,52_106
,,52_107
0.00659755495599761,0.09040566007097717,52_108
0.004038107477566029,0.07432037598285489,52_109
0.00393624054220616,0.06181957313088917,52_110
0.00617877061348438,0.08872461481640075,52_111
0.003221326622844682,0.07647487806669964,52_112
0.005143731125324405,0.08612201981131457,52_114
0.0031770995599351144,0.05221801260884034,52_115
0.01130535758277935,0.06231529957468871,52_116
0.003744634428891437,0.03881911245087282,52_117
0.0057273969579802134,0.0734719741593417,52_118
0.015073036376880603,0.09344660735372218,52_119
0.00892288953950855,0.07104689516501324,52_120
0.002718203273794764,0.08092318704270217,52_121
0.0025780958823809442,0.0357418265272088,52_122
0.00320344032379097,0.03553433902883217,52_123
,,52_124
,,52_125
0.015391670969839458,0.07082243494926525,52_126
0.001704420181842753,0.06348474108864029,52_127
0.0032283112159665903,0.10648938121864457,52_128
0.004161218127792684,0.043119596831843576,52_131
0.022387617364670338,0.12052438658917125,52_132
0.0017068985646311327,0.04270292396050414,52_133
0.003026323166287284,0.0636895736486609,52_134
0.0034255646803407207,0.03942584191295801,52_135
0.003875775386069392,0.07113067102977019,52_136
0.004552260235814464,0.10674382879801125,52_137
0.0042860251430327945,0.057884637610337686,52_138
0.002523671681362411,0.06672530626808146,52_142
0.004318862229133413,0.04817014245563495,52_144
0.0029263878066273035,0.080225401298389,52_145
0.0031575267442218633,0.06403579090224099,52_146
0.012406317594286988,0.11204020829707775,52_147
0.003047617972685607,0.049896295676423376,52_148
0.0028426882827189085,0.05986272557550686,52_149
0.0034178388228401028,0.05116459651940901,52_150
,,52_151
0.0022175069223032778,0.054826389421737426,52_152
0.0034385179788015705,0.06550980131749001,52_155
0.0019961360880891934,0.03188711623305356,52_156
0.0043752095699481726,0.047753446893866146,52_157
0.008615118134897966,0.11408943353696595,52_158
0.01520523369661773,0.09963913850987703,52_159
0.010504104421436193,0.0988821543766419,52_160
0.005895767056538659,0.05590756976283484,52_162
0.003100913502558205,0.0768754777794428,52_163
,,52_164
0.019837395887673626,0.09725205777724816,52_165
0.0058570030814224525,0.06369880555591545,52_168
0.0019545535076614983,0.06439045600831964,52_170
0.00856482625436235,0.0887249369455183,52_171
0.004799445349650556,0.07866000994680324,52_174
0.00914550505545418,0.10316823719707711,52_175
0.0033636920135646994,0.1569419041141158,52_176
0.02462543460577321,0.1295259901909865,52_178
0.01031218309139851,0.12499629582540038,52_179
,,52_181
0.0038636321454402138,0.07813101151387707,52_183
0.005407487353939437,0.03582081387153524,52_184
0.012843306497388693,0.08176756666345972,52_185
0.013177238760233773,0.12329910833203638,52_186
0.003053833801938053,0.08703422177644517,52_187
0.008060314616309155,0.1630117278769953,52_188
0.003421837303659791,0.06365220172171601,52_190
0.0064810677607217435,0.08804238667794845,52_191
0.005723696136579803,0.0664342289425692,52_193
0.009704234194284353,0.09176263219016077,52_194
0.013981875643199112,0.08067159276087948,52_195
0.005119226490426582,0.07354218031188217,52_196
0.005041970876320121,0.08774718216254397,52_197
0.008854244389095135,0.04947275910457212,52_198
,,52_200
0.0036850453630314435,0.03538205488115345,52_201
0.006676668441682502,0.0486409428814638,52_202
0.007436054586135941,0.07926543054712834,52_203
0.008181205394170112,0.06860919123065636,52_204
0.004328318869962045,0.0482272678674357,52_205
0.005987277580920791,0.06939456988839149,52_206
0.006444440740109542,0.0815945506852969,52_207
0.002753502282407132,0.07680098911125541,52_208
0.009372671660104678,0.1199477742424419,52_209
0.0025304760210491492,0.05270144868275053,52_211
0.005257490527131654,0.08554922823343825,52_212
0.0037351767045775922,0.05465941969958115,52_213
0.009281396114474247,0.07999064493069116,52_214
,,52_215
0.002949266625059165,0.04461908964191846,52_217
0.01942105252864038,0.10737310218986476,52_219
0.004626798340726379,0.05117792017003292,52_220
0.00517530776110649,0.10384605566280702,52_222
,,52_223
,,52_225
0.004515281394491485,0.10340768826623066,52_226
0.003807049138366507,0.1192337955376175,52_228
0.007210745019616992,0.07118813430097314,52_229
0.005248920405981811,0.08133432361398583,52_230
,,52_233
0.0060040633887373,0.1123075783444638,52_236
0.0021797556874674326,0.13521190620740622,52_237
0.01003298640063892,0.10544148125264871,52_238
0.004190885870923418,0.044633537832274923,52_239
0.0061291783462313655,0.10006519989316989,52_240
0.03271299370053785,0.07532055672207885,52_241
0.0038412087073639084,0.05340810223324466,52_243
0.0023617875430035303,0.035964621603584795,52_244
0.0030140388338527873,0.06281128508371148,52_245
0.004460649543993603,0.07635574084731897,52_246
0.0035917094377159835,0.03226338682704872,52_247
0.002630094642062793,0.03549686453822232,52_248
0.0019358413821509316,0.04058554243421137,52_250
0.007149156675667695,0.14386832760583615,52_252
0.009204225849955394,0.09000909866035023,52_253
0.004505673694613804,0.11881928301981269,52_254
0.004390166582236001,0.061574710219398886,52_255
0.0033472596365674077,0.08934603527741303,52_256
0.007170241277321983,0.07746943543078698,52_257
0.005768149100006306,0.04299444400709175,52_258
0.00451890907474381,0.039498247658046506,52_261
0.010352975133022259,0.07261454027196668,52_262
0.04792573686349547,0.17433442013412517,52_268
0.01416660172906436,0.1078800617159647,52_269
0.01378856446360987,0.1003340502443654,52_272
0.016134773550905153,0.20083064369000564,52_273
0.0030023626003896687,0.042114762477117165,52_277
0.006648900711502289,0.06064380542817221,52_278
0.0034459376678561407,0.07636989054139484,52_279
0.002052310993672469,0.01558183493945518,52_284
0.003235992399432474,0.05151595830455325,52_285
0.00447466807781539,0.04626854612546615,52_286
0.009721994640435877,0.095905577475056,52_287
0.0034212732452679005,0.04622993397680616,52_289
,,52_290
0.005412107598268373,0.0470167485603901,52_292
0.011926895711544537,0.06918281155511968,52_294
0.0039014338761146653,0.06753191087292525,52_295
0.0025384432712320998,0.059884012740749455,52_296
0.002953031467808892,0.054219712548563885,52_298
0.003036887611733132,0.041912805288123245,52_299
0.012516259653518309,0.09418021087914562,52_303
,,52_304
0.01402443541553833,0.2166823016309587,52_305
0.008451296197746582,0.06834653611464873,52_306
0.004650839158041935,0.08082521293689293,52_307
0.006967295158112399,0.08764746826353974,52_309
0.002620335882760338,0.06723447085019825,52_310
0.0034306068818648564,0.06544308556257457,52_311
,,52_312
0.004835127588435021,0.08264111078224781,52_313
0.004221045830899046,0.121482572919008,52_315
0.004231936924390989,0.07371550089205245,52_316
0.002632477984474949,0.16001580494929904,52_317
0.004259859919721559,0.06882922732329458,52_319
0.0026827093659983416,0.09808956098406171,52_320
0.0039023662736556754,0.08711377297729346,52_322
0.010909777018238092,0.06675244633605129,52_323
0.002516953722945835,0.10138128441432982,52_326
0.011478560124188344,0.07117054279458175,52_327
,,52_328
,,52_329
0.027904879166899307,0.17929628952492604,52_331
0.004799412108315605,0.07662883658623627,52_332
0.0024736563580977414,0.0759865585195991,52_333
0.015620859795630541,0.09821803966386991,52_335
0.011343142634612335,0.17148849402834804,52_337
0.00400112615719048,0.06427069434075897,52_338
0.022672286921922146,0.1055963567337754,52_339
0.0040759180604801135,0.12031407131362012,52_341
,,52_344
0.003432930364845961,0.04925553078270496,52_345
0.0041433098255558775,0.09056886238625492,52_346
0.004102361090867541,0.047383932890294696,52_348
0.05018930660619108,0.38614289249604916,52_349
0.0020277762825183145,0.03737254799352271,52_350
0.0035282641186804007,0.05262917500013255,52_352
0.013476126001110852,0.09224118761674374,52_353
0.008187825095172005,0.08980371738893701,52_354
0.004483123068876044,0.07227448445647974,52_355
0.007246194360903737,0.0769638958006995,52_356
0.005531575284648577,0.0722503696733933,52_357
0.0029397310683003004,0.0765604519382427,52_358
0.007115510095478585,0.17646704691879916,52_360
0.003998073955570368,0.07125659500074327,52_361
0.00584160220067694,0.05774819748304347,52_362
0.010136754761008837,0.056006423225673924,52_363
0.00325761949199171,0.04004396336910966,52_364
0.00726396321118247,0.06056348575281447,52_365
0.007896450623656211,0.03620472543922475,52_366
0.00945964766671466,0.07220209215264103,52_367
0.005788575965827025,0.06713840409331504,52_368
0.009172953409460415,0.055721442122086955,52_369
,,52_372
0.026151643781230617,0.10219921001209561,52_373
0.007527365880147479,0.05602361638852153,52_374
0.003909882643656374,0.07198210061077741,52_375
,,52_377
0.011456445736237456,0.1001098405020276,52_378
0.0026291114303429704,0.03527516874506338,52_380
0.0041772430501706105,0.1576322654589146,52_381
0.0019785392519135973,0.15686730740774116,52_384
0.011146880375897807,0.06865550324246113,52_385
0.004027344166737436,0.03368482256441529,52_386
0.007769757339125097,0.06037920546247183,52_387
0.003647396423037792,0.05537597899746887,53_1
0.006478339681150329,0.06680870896691332,53_3
0.008702012171350047,0.08331544564176875,53_4
0.0029795833451258147,0.23472773682719697,53_5
0.007606562439805939,0.12197191235783095,53_6
0.0035269295095702803,0.06559403035011069,53_8
0.004927196254685242,0.09706088839741564,53_9
0.002667048645187469,0.026498981155357423,53_10
0.002224970083141501,0.03987189055235608,53_13
0.006556717322435204,0.07728005844642136,53_14
0.014871971573830708,0.06785418695152362,53_15
0.003022674423397475,0.09361994413339021,53_16
0.0028747921333371323,0.048429298468166564,53_17
,,53_19
0.004723018754967207,0.17854546301999052,53_21
0.005111996141124076,0.11349755045674763,53_22
0.08721529712383308,0.13859828821603004,53_25
0.0032146614090381945,0.06871111504113918,53_26
0.002243223972201603,0.036586270769493924,53_29
0.0029989119488690297,0.05178929553787151,53_30
0.00400481147969884,0.0645278684159176,53_31
0.004202920818806248,0.07521882594096037,53_32
0.004545213835102631,0.08937621157542348,53_33
0.004858678850570919,0.07012215681006237,53_34
0.007151113607801354,0.09280172341858979,53_35
,,53_36
0.011124384458876087,0.1111843249094217,53_37
0.002519890569949083,0.060445848736957256,53_39
0.003734979486122216,0.04339309562889678,53_40
0.01210908838698381,0.18409713818724746,53_41
,,53_42
,,53_43
0.006416915079321096,0.08615091293675405,53_44
0.006484869456075399,0.1082393356772675,53_45
0.0036307917993681784,0.0910785726521324,53_46
0.00382308752984048,0.06805038560222966,53_47
0.003976103829094609,0.06930735672666927,53_49
0.006620828592993629,0.06115281932249432,53_50
0.0025585954208512834,0.05148792122794716,53_51
0.003256987919503068,0.04409844866344927,53_52
0.00352552394037532,0.04467116383325275,53_53
0.006944929600820451,0.06254129893374498,53_54
,,53_56
0.005757695660925912,0.08280835047932313,53_57
0.0020650954285881622,0.07730813734369156,53_58
0.003497133985736898,0.0987272840787636,53_59
0.021255840938169936,0.12756036313714897,53_60
0.018745409218121133,0.17612491831689508,53_61
0.008580549803896546,0.06108603298903998,53_62
0.02844615408639338,0.10852112054298275,53_63
0.010907059962057035,0.13509553055214477,53_64
0.0028787713213633964,0.04282096842927576,53_65
0.0036532083378652733,0.033707546655131274,53_66
0.012760615049270826,0.07318595429585281,53_67
0.019222049284642537,0.11575958854233806,53_68
0.029040460020464835,0.10934598644264977,53_69
0.007456250958340366,0.1047206677551903,53_70
0.004671753355719599,0.07471720514516657,53_71
0.007891906585504004,0.08709680590568734,53_72
0.0025824849629895053,0.05003107940952138,53_73
0.005111630190891977,0.1396423282978356,53_74
0.0017880210686288243,0.05646893365485512,53_75
0.011616460086165306,0.07034281722319537,53_76
,,53_79
,,53_80
,,53_81
0.01949308014663432,0.061990916860490505,53_82
0.002443173955961188,0.08174456524882515,53_85
,,53_86
0.0171293126360288,0.05437491942759319,53_87
0.001906951394011001,0.0726130077142415,53_88
0.0023317500985619213,0.03995526230530661,53_89
0.012573655158515313,0.08051393011206635,53_90
0.002006436370538909,0.05876539889013694,53_91
0.026033099607330953,0.11605013154103569,53_92
0.005681474455949803,0.03796185591297124,53_93
0.0034939197327708725,0.03576956981598568,53_94
0.003171059244099966,0.049988920915544945,53_95
0.008325553557888067,0.0733702873482601,53_98
0.004760635658166312,0.06109763725228709,53_99
0.0038162929366200794,0.06865843266188033,53_100
0.0023739314303939493,0.07776817654332656,53_101
0.004140911565987483,0.05027022885606288,53_103
0.008565711598527944,0.09832866221728799,53_104
,,53_105
0.006960119007898583,0.08557986831644103,53_106
0.009393934015610433,0.12543472163410313,53_107
0.01177320538943416,0.07554545984060514,53_108
,,53_109
0.005108157964967933,0.07210607297854313,53_110
0.004211880662807057,0.06215172145816682,53_111
0.0037009972298064834,0.08637410625713679,53_112
0.007273587864538705,0.08680166336679938,53_113
0.01295710705766217,0.12220299675544621,53_114
0.011681964175630907,0.07488838415300919,53_115
0.008280885036359887,0.05936509130642548,53_116
0.007931082754252201,0.0527277710280701,53_118
0.00705927997591878,0.08240809994291355,53_119
0.02052562679035385,0.02710295238000878,53_120
0.00737342994698938,0.08209534691468999,53_121
0.004218761161821228,0.1315600128593186,53_122
0.004469152200748169,0.056124408254666996,53_123
,,53_124
,,53_125
0.03670815202591771,0.16372117698594443,53_127
0.006816781304394442,0.0754025201042914,53_128
0.012335789014111006,0.12732733111661085,53_131
0.006853308576494593,0.20043158584226708,53_132
0.004345949421542686,0.10122195843257996,53_134
0.004073556068929221,0.08337410799258121,53_135
,,53_137
0.0025881587850791685,0.06977721317802951,53_139
0.022964431829414732,0.07016060270806551,53_140
0.014959574844516413,0.13061688005097163,53_141
0.0023819937093008197,0.06322759199039968,53_142
0.004453048491544403,0.041573130602933876,53_143
0.006617567176770228,0.06495927148783087,53_145
,,53_146
0.0024998600933222102,0.05001231608382501,53_149
0.002940119159040649,0.0762569351537751,53_150
0.0031585810799827016,0.05035666419100105,53_152
0.024298482005703628,0.15410781568530113,53_153
0.009026358089731401,0.06886510932993209,53_154
,,53_155
0.006027012020630296,0.19979221096988056,53_158
0.0017416113568198032,0.03626040083336052,53_159
0.006467489862943855,0.06560756378859539,53_161
0.008768705463355607,0.1612761677401273,53_162
0.014877218066472728,0.08111842606964517,53_163
,,53_164
0.00393796142221899,0.061443518042531745,53_166
,,53_167
0.0024560878774848582,0.04459673002321946,53_171
0.0023355378517346762,0.0566236729533672,53_172
0.004226870189731857,0.052812430853862065,53_175
0.019412609197064702,0.05935569454132159,53_176
0.005915713541678761,0.06755312699046798,53_177
0.0020425960925943964,0.13811091498385003,53_178
0.013773560277816673,0.0767432062105684,53_185
0.008958377225444677,0.06567748951052263,53_186
0.010986922605364472,0.07977658812841741,53_187
,,53_188
0.0035859145910255167,0.07929945208395953,53_189
0.003268925705527749,0.03632787403700699,53_192
0.007460919444206721,0.08690625744317702,53_194
0.004081240281757013,0.08003125645888526,53_197
0.0030404235942065733,0.09684345299559353,53_199
0.004553988557086437,0.07736906024465594,53_200
0.002315535362719865,0.04396210742502745,53_201
,,53_203
