nid,audio_arousal_wav2vec,audio_dominance_wav2vec,audio_valence_wav2vec
66_334,0.8053028583526611,0.7664278745651245,0.30477777123451233
63_237,0.6830249428749084,0.6907563209533691,0.9192488193511963
60_129,0.6417636871337891,0.6540102362632751,0.6452364921569824
68_304,0.774401068687439,0.7727355360984802,0.2473970353603363
54_373,0.8338134288787842,0.80108243227005,0.5359866619110107
55_135,0.4747088849544525,0.5506284236907959,0.6601524353027344
76_180,0.7223567962646484,0.7100736498832703,0.7300874590873718
70_97,0.6277769804000854,0.6362911462783813,0.5153546929359436
64_75,0.6068668961524963,0.6031568646430969,0.6674551367759705
61_337,0.7485563158988953,0.720180094242096,0.8187664747238159
72_174,0.7433261871337891,0.7268075346946716,0.705865204334259
57_146,0.6665799617767334,0.6833876967430115,0.5419811010360718
74_135,0.6618123054504395,0.6857918500900269,0.3974972367286682
71_60,0.7432042360305786,0.7257552146911621,0.42680826783180237
59_255,0.8195221424102783,0.7895268797874451,0.6671615839004517
58_235,0.6843878030776978,0.6468103528022766,0.8063299655914307
53_330,0.7496956586837769,0.7552992701530457,0.9155804514884949
62_289,0.6796479225158691,0.6967463493347168,0.5486116409301758
58_300,0.6361608505249023,0.652976393699646,0.6733596920967102
63_146,0.6525775790214539,0.6876311302185059,0.7566840648651123
73_0,0.7611373662948608,0.7374882698059082,0.2693180441856384
57_48,0.7007476091384888,0.6933031678199768,0.6087239980697632
55_361,0.6686141490936279,0.6728249192237854,0.67684006690979
73_127,0.5878921747207642,0.5946639180183411,0.6429668664932251
53_202,0.6512528657913208,0.6718974113464355,0.5037719011306763
61_136,0.6471315622329712,0.6728743314743042,0.449659138917923
66_291,0.7156800031661987,0.7327722311019897,0.49494248628616333
60_225,0.7799512147903442,0.7658809423446655,0.33014190196990967
72_151,0.3517586886882782,0.4524509906768799,0.45000770688056946
77_23,0.862034797668457,0.7908337116241455,0.835091233253479
72_53,0.7089067101478577,0.7019417881965637,0.7908681631088257
59_176,0.8658724427223206,0.818335771560669,0.573005735874176
54_49,0.6998071670532227,0.6836578249931335,0.8789413571357727
78_237,0.7008069753646851,0.7052104473114014,0.6616597771644592
53_233,0.6633238792419434,0.6746355295181274,0.6839714050292969
63_362,0.6511220335960388,0.6667385697364807,0.6290323734283447
76_76,0.7132989168167114,0.6898022294044495,0.5559269189834595
57_294,0.6005758047103882,0.6162115335464478,0.7170982360839844
62_86,0.7238863706588745,0.7103466987609863,0.5306664109230042
71_71,0.64948970079422,0.6810630559921265,0.5160118937492371
78_217,0.5094037055969238,0.5468448400497437,0.5779924392700195
61_335,0.8909504413604736,0.8367890119552612,0.5379471778869629
59_47,0.5548223853111267,0.5819953680038452,0.5040785670280457
75_287,0.3017095923423767,0.3898013234138489,0.629461407661438
62_39,0.633233368396759,0.6484968066215515,0.6728975772857666
75_185,0.5909449458122253,0.5902730822563171,0.6944811344146729
79_128,0.823714017868042,0.7941328287124634,0.8580236434936523
76_191,0.7286912202835083,0.7419424653053284,0.8654531240463257
66_95,0.7093619704246521,0.7305852770805359,0.3383621275424957
71_220,0.735732913017273,0.7485889196395874,0.4866953492164612
66_44,0.7728778719902039,0.7477258443832397,0.6347865462303162
65_194,0.6756172180175781,0.6730504035949707,0.7966009974479675
54_366,0.6958923935890198,0.7075139880180359,0.7860809564590454
74_14,0.7573084831237793,0.7591019868850708,0.8399609923362732
80_4,0.6606028079986572,0.6719024777412415,0.6223565340042114
55_186,0.6163560748100281,0.6238481998443604,0.6949355602264404
71_159,0.6868896484375,0.6778079867362976,0.5450751185417175
57_99,0.5728227496147156,0.6130891442298889,0.6725776195526123
55_23,0.35949063301086426,0.4451836943626404,0.4430646300315857
61_345,0.6142548322677612,0.6489837169647217,0.5118275880813599
53_97,0.6987488269805908,0.6894769668579102,0.7951458692550659
66_96,0.5169574022293091,0.5797405242919922,0.6492197513580322
66_104,0.6987900733947754,0.6925967931747437,0.7390773296356201
66_247,0.5495448112487793,0.5907124280929565,0.5172765851020813
57_314,0.8108421564102173,0.7653113007545471,0.7271397113800049
75_132,0.6372177600860596,0.6774612069129944,0.7864072322845459
53_296,0.6884862184524536,0.6880717277526855,0.832827091217041
70_187,0.5286499857902527,0.545421838760376,0.7084749937057495
53_333,0.636547327041626,0.6469310522079468,0.36080411076545715
67_325,0.7008315920829773,0.7119081020355225,0.8185966610908508
79_59,0.659635603427887,0.6683794260025024,0.3435865342617035
66_277,0.8474335670471191,0.8121293783187866,0.3348265588283539
61_367,0.7457743883132935,0.7348647117614746,0.855212926864624
78_186,0.6682151556015015,0.671630859375,0.6561341285705566
59_280,0.633694052696228,0.6532304286956787,0.7409636974334717
72_58,0.712732195854187,0.7055371403694153,0.7452657222747803
66_220,0.8319084644317627,0.8020918965339661,0.8387149572372437
55_337,0.6204386353492737,0.6539146900177002,0.7590324878692627
80_247,0.7704989910125732,0.7523495554924011,0.8911592960357666
53_326,0.8420393466949463,0.7948803305625916,0.4208543002605438
60_73,0.8424538373947144,0.7956539988517761,0.5052070021629333
79_21,0.7823122143745422,0.7357033491134644,0.5066165328025818
56_114,0.6411232352256775,0.6683440804481506,0.47518470883369446
69_145,0.6687558889389038,0.6938871145248413,0.9018313884735107
72_122,0.6757943630218506,0.6899909973144531,0.611166775226593
54_154,0.5305731296539307,0.5972633361816406,0.7887365818023682
55_33,0.6829696297645569,0.6899144649505615,0.7295873165130615
68_243,0.44756609201431274,0.44771844148635864,0.5467665195465088
71_283,0.8177658915519714,0.7524622678756714,0.743686854839325
79_12,0.45899370312690735,0.5019935369491577,0.4793747663497925
54_420,0.6845067739486694,0.6994377970695496,0.5406163334846497
74_210,0.7464807033538818,0.7282463312149048,0.6475582122802734
57_109,0.6980562210083008,0.6992132067680359,0.807547390460968
62_290,0.6925088167190552,0.701691746711731,0.4994545876979828
59_28,0.6888309717178345,0.6795686483383179,0.7724077701568604
69_74,0.853790283203125,0.8068383932113647,0.8519846200942993
54_412,0.8066943883895874,0.766160786151886,0.5991387963294983
72_275,0.5361424088478088,0.5616921186447144,0.5720773935317993
71_252,0.7496374845504761,0.7238938808441162,0.7644047737121582
72_184,0.6245452165603638,0.6405317187309265,0.6358305811882019
72_72,0.6785030364990234,0.7040848731994629,0.742423415184021
59_300,0.8004810810089111,0.8049194812774658,0.2114221304655075
56_110,0.6868138313293457,0.7113304734230042,0.5399826169013977
75_207,0.5959326028823853,0.6238613724708557,0.6204397678375244
74_105,0.6865348815917969,0.6720143556594849,0.37970152497291565
53_184,0.7571860551834106,0.6946557760238647,0.5646049976348877
60_117,0.5725203156471252,0.5963181257247925,0.3111160695552826
68_283,0.7042750120162964,0.6934902667999268,0.09911108016967773
60_7,0.7855470180511475,0.7304295301437378,0.7887378931045532
64_46,0.6811835765838623,0.6766240000724792,0.7073178291320801
64_307,0.6957516670227051,0.6884226202964783,0.49538883566856384
60_169,0.5885624289512634,0.5829800367355347,0.533806562423706
56_143,0.5173178911209106,0.580092191696167,0.5927270650863647
57_273,0.8220982551574707,0.780902624130249,0.5753422379493713
64_144,0.7639127969741821,0.7383632659912109,0.41464170813560486
57_17,0.7922534942626953,0.7505821585655212,0.6660035252571106
65_121,0.6245217323303223,0.6349277496337891,0.5798966288566589
66_360,0.8032914400100708,0.7671939134597778,0.8593050241470337
77_217,0.5462256669998169,0.5333172082901001,0.5395596027374268
67_9,0.7639109492301941,0.7486670017242432,0.5025694370269775
53_169,0.8264119625091553,0.790810227394104,0.5090779066085815
64_142,0.7659135460853577,0.7268864512443542,0.8576111793518066
55_212,0.8306535482406616,0.7936684489250183,0.8787389397621155
56_257,0.5424839854240417,0.5824103355407715,0.7023854851722717
55_146,0.7243345975875854,0.7004743218421936,0.8448649644851685
77_204,0.6393905878067017,0.6781402826309204,0.4317800998687744
73_219,0.6183936595916748,0.6449421048164368,0.5305221676826477
53_168,0.8627654910087585,0.8449494242668152,0.24538801610469818
59_112,0.8204690217971802,0.8215488791465759,0.5251790285110474
72_101,0.47982680797576904,0.5642686486244202,0.6652705073356628
53_327,0.8387737274169922,0.7867838740348816,0.7242227792739868
65_122,0.7903639078140259,0.7499254941940308,0.7326948046684265
53_309,0.7591211199760437,0.7438653707504272,0.657418966293335
61_288,0.8075366020202637,0.7931427955627441,0.8959853649139404
62_147,0.6640642881393433,0.6953615546226501,0.6051549315452576
66_320,0.7628054618835449,0.7459774017333984,0.8398749232292175
62_245,0.5367891788482666,0.6080381870269775,0.6226425766944885
67_214,0.6713920831680298,0.6730602383613586,0.7109248638153076
72_24,0.628625750541687,0.6569687128067017,0.6301952600479126
55_248,0.7474954724311829,0.7179636359214783,0.6591598987579346
62_335,0.7565875053405762,0.7517341375350952,0.6697254180908203
61_81,0.6115249395370483,0.6529796719551086,0.7122632265090942
77_62,0.646726667881012,0.6577301025390625,0.7906823754310608
71_234,0.7232765555381775,0.728532075881958,0.4737091362476349
66_210,0.8473954200744629,0.8268370032310486,0.3190203607082367
53_259,0.6062511801719666,0.6323775053024292,0.669583797454834
71_291,0.6782286167144775,0.6686807870864868,0.6612672805786133
55_402,0.5745618939399719,0.6038832664489746,0.5631725788116455
73_359,0.8196067214012146,0.7716627717018127,0.7789106965065002
53_55,0.6532823443412781,0.6600426435470581,0.28945454955101013
53_38,0.703398585319519,0.6855634450912476,0.7368210554122925
63_39,0.8108741044998169,0.7994257211685181,0.279758483171463
74_203,0.7130155563354492,0.7546114921569824,0.6722245216369629
73_65,0.494754433631897,0.5662771463394165,0.330914705991745
61_204,0.5316073894500732,0.5514481067657471,0.5418895483016968
66_13,0.690519392490387,0.6974954605102539,0.6494432687759399
69_80,0.7996835112571716,0.7962301969528198,0.3122286796569824
53_349,0.6377056837081909,0.6458399295806885,0.70203697681427
62_350,0.6835922002792358,0.6546585559844971,0.8815649747848511
76_224,0.794182300567627,0.7277467250823975,0.7570276260375977
57_157,0.7445118427276611,0.707356333732605,0.5739091634750366
80_299,0.6642208099365234,0.6406103372573853,0.41149041056632996
59_170,0.6993039846420288,0.6688399314880371,0.6825167536735535
53_338,0.6447750329971313,0.6578779816627502,0.9064903259277344
60_50,0.7899660468101501,0.7564936876296997,0.24984422326087952
71_90,0.7293131947517395,0.7126116156578064,0.6330134272575378
65_314,0.738744854927063,0.7267040014266968,0.56697678565979
62_296,0.5759445428848267,0.6200156211853027,0.5458690524101257
80_232,0.7359282374382019,0.7370700836181641,0.7457901239395142
76_41,0.8286503553390503,0.8023189306259155,0.47837239503860474
62_144,0.6460660696029663,0.6345686316490173,0.5309864282608032
75_177,0.517534613609314,0.5726824998855591,0.5371484160423279
75_350,0.6841522455215454,0.679069995880127,0.7489626407623291
59_197,0.6938368082046509,0.6869673728942871,0.5658773183822632
65_157,0.4200119078159332,0.5071330666542053,0.3897862136363983
53_193,0.6690583229064941,0.6764711141586304,0.5570477247238159
53_148,0.6697802543640137,0.6717572212219238,0.40206378698349
55_325,0.72919762134552,0.7071250677108765,0.5664288997650146
77_301,0.5561617612838745,0.5892499685287476,0.6909645795822144
69_54,0.6968833208084106,0.6993080377578735,0.801729679107666
73_208,0.6804375648498535,0.6688313484191895,0.7115211486816406
68_335,0.8403311371803284,0.8192228078842163,0.7154915928840637
72_66,0.6006810069084167,0.5879131555557251,0.5487914085388184
63_333,0.7530081272125244,0.733410120010376,0.8289769887924194
62_23,0.7943581342697144,0.752021312713623,0.8265612125396729
68_173,0.8804941177368164,0.7959731817245483,0.9083650708198547
78_5,0.6266472339630127,0.6806216239929199,0.6996761560440063
54_249,0.6746174097061157,0.6933130025863647,0.7660223245620728
55_203,0.7252936363220215,0.7060709595680237,0.683082103729248
75_192,0.6491070985794067,0.679032564163208,0.6897488832473755
78_125,0.5244688391685486,0.5499775409698486,0.43351277709007263
77_56,0.7916606068611145,0.7290931940078735,0.5628254413604736
53_129,0.5439901947975159,0.581446647644043,0.3817876875400543
55_377,0.7439910173416138,0.7308740615844727,0.7771669626235962
74_224,0.7972580194473267,0.7946102619171143,0.7957537174224854
67_336,0.6679260730743408,0.6517795920372009,0.7524019479751587
74_70,0.7755548357963562,0.7465867400169373,0.7747694253921509
67_141,0.7161559462547302,0.6904906630516052,0.6795832514762878
79_349,0.6784428358078003,0.6708846092224121,0.7398780584335327
58_184,0.8281604051589966,0.7924773693084717,0.766661524772644
69_144,0.5974619388580322,0.6285762786865234,0.7368103265762329
72_123,0.7443842887878418,0.7448879480361938,0.7913629412651062
54_11,0.7487258911132812,0.7387657165527344,0.7642127275466919
74_200,0.6082251071929932,0.628049373626709,0.8098981380462646
62_28,0.66703200340271,0.6568164229393005,0.5987194180488586
72_205,0.7104148864746094,0.7068101167678833,0.5334081649780273
59_119,0.7707006931304932,0.744709849357605,0.5884291529655457
56_262,0.6699738502502441,0.6945890784263611,0.7044390439987183
58_118,0.7631196975708008,0.7231937646865845,0.749369204044342
55_218,0.6816389560699463,0.6656630039215088,0.6171890497207642
63_41,0.45831453800201416,0.5243207216262817,0.5882828235626221
68_230,0.8559920787811279,0.79680997133255,0.8154033422470093
59_184,0.7732060551643372,0.7311314940452576,0.9105311632156372
53_358,0.53691166639328,0.5845289826393127,0.3937767744064331
61_139,0.6632893085479736,0.6486347913742065,0.4387372136116028
67_63,0.7576586008071899,0.7230713367462158,0.8283407688140869
62_359,0.9286777973175049,0.874184250831604,0.4665318429470062
54_84,0.5111291408538818,0.5838526487350464,0.3861859142780304
75_297,0.6180582642555237,0.6088021397590637,0.5606392025947571
66_280,0.7015246152877808,0.7209442853927612,0.48139461874961853
63_240,0.6400743722915649,0.6042037606239319,0.7336950898170471
53_263,0.6926898956298828,0.6676197052001953,0.5815657377243042
68_233,0.6583811044692993,0.6520859003067017,0.27892962098121643
53_424,0.7397974133491516,0.706833004951477,0.49341312050819397
72_89,0.8067778944969177,0.7980307936668396,0.5307720899581909
75_122,0.5872920751571655,0.654654860496521,0.9173800945281982
56_196,0.8592566251754761,0.8032850623130798,0.5512581467628479
