nid,direct_ironic,friendly_hostile,quadrant,f0_mean,f0_std,f0_range,jitter_local,shimmer_local,hnr_mean,voiced_ratio,speaking_rate_proxy,energy_std,dissonance_mean,dissonance_std,inharmonicity_mean,inharmonicity_std,major_fit,minor_fit,wholetone_fit,majorness,tonal_clarity,melodic_path_length,direction_change_rate,contour_slope,final_initial_diff,mean_interval_size,interval_std,num_notes_per_sec,direction_entropy,npvi_voiced,rpvi_pause,rpvi_pause_filtered,stress_contrast,ioi_cv,ioi_npvi,pitch_stress_contrast,audio_arousal_wav2vec,audio_dominance_wav2vec,audio_valence_wav2vec,episode
51_88,1,0,Q1_praise,215.81977940325635,58.82131667048269,491.15745943880734,0.0199692107263192,0.1215015486379895,11.423305713535475,0.7256795422031473,6.250890959514799,11.770650461311252,57.5577410155149,127.8248881159362,0.0986212528012251,0.0644575532209961,0.1356403336767413,0.2009950172115761,0.0128170952808781,-0.0653546835348348,0.0650636002332633,27.955454680142427,8.358334197294074,0.0859595999425536,-0.9205827275840548,2.2307573721528047,2.8846799831624006,1.1430200611684205,0.9629004147713268,86.932285451172,0.0760975609756097,0.094074074074074,4.4264078057446525,0.5072983414844175,43.55170259277181,2.781242066165976,0.7640380859375,0.7381559610366821,0.5389730334281921,51
51_93,1,0,Q1_praise,232.35114277181853,68.39151846686003,436.0387092251257,0.0213033101293139,0.1285599152237286,9.980950028029827,0.7701385325808107,6.55568640294337,9.489116308473657,97.753925193542,173.9136587253376,0.0992140109188208,0.0599404845129456,0.3304717739249851,0.3627575931357071,0.0,-0.0322858192107219,0.0464935464341438,23.81429003564478,9.628664404323072,0.1573425217312071,3.4826987910457703,3.086335811745704,5.1085214009307744,0.8194608003679212,0.9967916319816366,90.38367860170376,0.0584126984126984,0.0563636363636363,4.658221353279712,0.5115883517274782,41.79388890002093,2.716910371060606,0.8502660989761353,0.794089674949646,0.5643207430839539,51
51_96,1,0,Q1_praise,262.5164856973986,74.52789213015852,280.494081091529,0.0216586543500554,0.1206539059578442,11.568365932032451,0.7426160337552743,6.995913498147114,11.016531341993106,54.24718374428343,100.90735119234724,0.0886718771579146,0.0679975134108199,0.1335343752593404,0.3253024887228377,0.0695795410564068,-0.1917681134634972,0.0197040928301516,25.711399219418983,8.395096197776537,-0.8421341687743747,-1.5951784333318724,10.489460872497547,0.0,0.2798365399258846,-0.0,81.60068315374768,0.0870588235294117,0.124,4.796295665597846,0.618167488201656,43.81226068168014,2.928082261806351,0.6842178106307983,0.6813343167304993,0.2977433800697326,51
51_102,1,-1,Q2_criticism,130.3130399340735,29.92055814775041,166.4322851344927,0.0291077593100105,0.1608893744612082,7.257475104434015,0.7046332046332047,6.139709721207059,12.81491898024543,245.06978370027383,319.34132325402925,0.1501745928364944,0.0654992935533416,0.4247603374262541,0.4211110393488705,0.2249606353329238,0.0036492980773835,0.1438338353629773,23.661696856993075,8.442100866659706,0.5424089582539449,-5.139982249769886,2.683764660716033,3.163244207863372,0.959329643938603,1.0,77.75713509500254,0.0688888888888889,0.132,3.569998054790728,0.5379082367474767,38.413281113605656,2.3632943509751447,0.6063758134841919,0.5880992412567139,0.4470424056053161,51
51_122,-1,0,Q4_humor,230.8036980456406,73.82575041597028,498.5082211622846,0.0181433148520602,0.0829998785489596,13.543396750771349,0.5640648011782032,5.06719288604686,18.33546322434417,49.08611220534484,114.9994612918766,0.0828305647672991,0.0574801569357597,0.4895386332894452,0.3996273524007112,0.0810160591754367,0.0899112808887339,0.0254339552281334,18.104352023445152,4.70000499575361,-0.2560903854158151,11.889095922573558,5.076681723731016,5.448842027190018,0.514063046410551,1.0,90.92667730241156,0.1586046511627907,0.33125,5.620088212582654,1.1748392169352675,48.619082100062606,3.5518597954391846,0.6223252415657043,0.6482781171798706,0.6316606998443604,51
51_123,1,0,Q1_praise,164.06162567271843,38.78112418460562,149.2194117723998,0.0179363205998087,0.0947848054908336,8.558210369275223,0.7298850574712644,6.260647359454856,10.326637992233636,51.23754976387449,91.5574745695294,0.0994293937473424,0.0596615495714052,0.6245561783856618,0.5768050941696613,0.3334962130563853,0.0477510842160004,0.3643784715105798,30.608044631181315,7.114371999380518,0.9910776317568292,7.310957885932638,6.822562099194983,9.242407837498895,1.992024159826545,0.9182958340544896,74.28720402404613,0.0499999999999999,0.02,3.213047167633679,0.2972823099909612,48.26818384651253,3.4097545462194008,0.5181531310081482,0.5590580105781555,0.3546134531497955,51
51_124,1,0,Q1_praise,263.9724291289722,72.94069902094665,289.04017434600246,0.0289833778366348,0.1331907302825656,10.15584338607258,0.689873417721519,6.579003452538255,9.335834744768116,33.395164477226274,82.57830114270104,0.0941095371454014,0.0616906306372825,0.5054024612594639,0.3722413366601801,0.4262413420606707,0.1331611245992837,0.0414420318910216,26.893467542323464,5.325859937769064,-1.4169634025983282,5.407923360792944,,,,,90.54571602238944,0.0763636363636363,0.075,5.3243533472795805,0.433921263956582,34.1733646415016,4.571131646137692,0.6353890895843506,0.6121482849121094,0.5817294120788574,51
51_136,1,0,Q1_praise,149.416596296792,41.38501171893991,176.34100227162946,0.0281830082971237,0.159619288523081,6.640337608750274,0.7308781869688386,7.012555814219746,6.664008288000328,304.1541428891731,377.60208766430856,0.1486192220562658,0.0716533162749543,0.4415448069598379,0.5020686438456595,0.4449005111690106,-0.0605238368858215,0.0441771674912867,32.6275823825887,11.781093767889171,-2.7446991054974608,-1.5980367248110277,8.192798502850806,8.192798502850806,0.8415066977063694,1.0,77.07889045820082,0.078,0.0349999999999999,5.696258805933316,0.3178944177886906,29.96692999617411,2.100997134782492,0.6847568154335022,0.6699643135070801,0.6910925507545471,51
51_164,1,0,Q1_praise,203.0414143698344,70.36605356502906,496.4795664405236,0.0205266501710246,0.1227672119280242,9.098711327929369,0.6277056277056277,6.040977671669831,10.9651320814592,42.030196640580805,80.7710489770358,0.1109747745892524,0.0628932438494721,0.2082254487134751,0.3802349913560867,0.1056295466039692,-0.1720095426426116,0.1293037080802399,18.94684232547941,6.472476076789104,-0.0254118446534688,13.526259143793933,5.47548897369642,8.446338215509224,0.6472476076789104,0.7219280948873623,84.79129289848916,0.0751351351351351,0.1116666666666666,4.990893069023164,0.5939077395195526,44.604697667228216,3.2747510726748583,0.7321591377258301,0.6966615319252014,0.7237093448638916,51
51_170,-1,0,Q4_humor,120.80868776011825,40.30516686360058,378.5037248824188,0.0241869181330761,0.146716560320666,8.078290352977792,0.788659793814433,6.544321329639889,10.551823928369348,169.03020126498689,238.24772815305585,0.151748107964682,0.0637028838328918,0.1582656384494013,0.2716534970716788,0.0707303281615847,-0.1133878586222775,0.1492972510799461,20.547275746993765,10.65056216392374,0.3017346566231252,11.84914567417411,0.8803036697086526,1.038504795609429,1.0265602085709629,0.9852281360342516,75.37286468939128,0.0572727272727272,0.0766666666666666,3.3628131947634383,0.4754314058775489,40.21141899229555,2.148725492791639,0.6747663021087646,0.6932926177978516,0.6659468412399292,51
51_173,-1,0,Q4_humor,157.3924539842028,30.395642077055943,189.4527648132735,0.0236357683152968,0.1671424258862853,6.488879517154911,0.8010610079575596,6.836638563268421,6.567154890407983,337.93495748885067,356.5592529922196,0.1361678808199545,0.0689728052043905,0.2780814096473777,0.6183371994111828,0.0888566620160687,-0.340255789763805,0.0948305332366856,29.22977065452157,8.414324385561134,0.4044333973037823,-11.205457391075168,2.1153335413857643,2.1241554412179107,1.314738185243927,1.0,40.98505832521177,0.0307692307692307,0.0,4.002886003332245,0.3315644551417678,42.55198269078949,2.256356985982328,0.8376789093017578,0.7611634731292725,0.4748159348964691,51
51_177,1,-1,Q2_criticism,186.8724253369548,50.59264617635002,275.9737878547322,0.0239305277424142,0.1429986157579108,8.082848551097435,0.6213740458015267,6.679794001817631,13.015304751154424,67.06683151554013,116.008521167779,0.1207920707225395,0.0677275988301386,0.5149330716103386,0.7028329345828839,0.0093712028696816,-0.1878998629725452,0.0557823884285355,29.329859275005784,7.590675002065489,-1.2821083674890934,16.782000020459293,2.907798404539763,1.9815064844755077,0.6072540001652391,-0.0,111.06422312546027,0.0783333333333333,0.0975,5.047315571269875,0.5487674082342078,41.076807900306726,4.4479265468713205,0.6352123022079468,0.6575958132743835,0.4767130315303802,51
51_185,1,0,Q1_praise,133.72270948388012,50.79075546505988,267.363789204754,0.0258754444775635,0.139235837539234,8.869787875584171,0.7562326869806094,5.797884772700713,11.241136222865494,153.78034109123084,225.45216723837368,0.1454261228037965,0.0698415631794141,0.2797370088527545,0.5294006051266017,0.0627733267468316,-0.2496635962738471,0.0146676478558954,22.54914663339496,7.914572864321608,0.7023806347094932,16.416912882512406,2.636501749428038,4.405295002151025,1.656538506485918,0.9774178175281716,85.96102964061424,0.1046153846153846,0.205,3.5701694932635246,0.5832683946537992,49.670173878978616,2.2827182565115343,0.6975613236427307,0.6720200181007385,0.4404258131980896,51
51_216,1,0,Q1_praise,191.20902511938644,37.469809763375046,230.99379997931737,0.0197451983489476,0.1183254105382383,10.698509355261754,0.7535211267605634,6.519191172588565,10.082457387150177,114.81701925581244,154.40168000364997,0.1009771331267192,0.0607658417977706,0.1847374989528533,0.2993495215111817,0.0400427350549233,-0.1146120225583283,0.1755684103692328,17.79989758390797,7.217675941080197,-0.0989638851105012,2.8567062171505477,0.6258460509919579,0.2960627860697328,1.1641412808193865,-0.0,62.43050406353826,0.0533333333333333,0.09,4.089545509704611,0.470878105751574,37.457641053730185,2.877560571613133,0.7133938074111938,0.7123987674713135,0.4539569318294525,51
51_241,-1,0,Q4_humor,109.4600554719378,16.924672443087534,119.08667367705478,0.0168975137028257,0.1305699228992029,10.710172731872342,0.7928176795580111,5.477988671370366,10.32287403415466,208.3620717347621,288.1938758480566,0.1546392378787137,0.0599906142319272,0.3378520010979787,0.3613850144799505,0.0986306884594028,-0.0235330133819717,0.2305462580433496,19.49667692072274,8.764781874192586,-1.0657161708062988,-5.071770608254257,0.9104180960379482,0.6405434459207177,1.3694971678425916,-0.0,63.85943130683663,0.0685714285714285,0.0399999999999999,4.933320577145006,0.5166269228767311,48.12497291733428,0.7343638682728764,0.2990739345550537,0.3826816380023956,0.4448429346084595,51
51_242,1,0,Q1_praise,133.07799100907468,41.19931874024119,212.3554065609036,0.0222056474405901,0.1618513816682406,9.152713338566215,0.8389140271493213,6.314252169181867,7.393341227277934,124.86357223139962,157.5548829354681,0.1494514278636463,0.0603084422278614,0.312131438297281,0.378212300139648,0.0221902474700819,-0.066080861842367,0.1616617855220765,21.601174058669844,9.741989061023451,0.0591776748397414,3.241723111164479,1.1811689380077517,1.4892797246175762,1.3530540362532573,0.9402859586706313,80.09049499579521,0.0446153846153846,0.032,2.6771133101568614,0.4526810776662621,42.1366080355382,2.210475764859364,0.6090559959411621,0.6386291980743408,0.7867685556411743,51
51_243,1,0,Q1_praise,114.30258192163056,17.23246084833251,121.262795892886,0.0234045792998193,0.1475346366140757,9.692346325381893,0.733005733005733,6.208138225357122,11.087214450137438,125.66022561863124,166.4605056689812,0.1476479719505463,0.0629738235416363,0.1598149825667926,0.3466748055639297,0.0932821717275203,-0.186859822997137,0.1275635010057015,18.143930429383303,9.475579396597713,-0.2039270447539209,3.3194751001645777,2.3571424482066563,2.765197819126765,1.4703485270582657,0.9366673818775626,76.86191476003836,0.1236363636363636,0.0914285714285714,4.499960922416044,0.5928632747894793,53.94212372891158,1.7929358580657286,0.5017580389976501,0.5645803213119507,0.5081465244293213,51
51_246,1,-1,Q2_criticism,297.3962777896864,52.31002240127979,335.69003158645296,0.0200606035202011,0.1193901349240238,12.061772994021746,0.8082191780821918,6.818756852492198,9.474517157963785,82.48266034948395,162.87908243836307,0.0867740651193245,0.062319328282163,0.1756386780439421,0.3390465995357042,0.1666253951739043,-0.1634079214917621,0.0735146428435993,30.2821153135878,10.166146580079278,-0.8596710961374205,-0.0312945314998343,2.3069097216450896,2.5821170872064383,1.4877287678164797,0.94566030460064,77.61404375148953,0.0618181818181818,0.28,5.0909862791593055,0.5572153390253933,44.854457103886105,3.033325365579477,0.8431879281997681,0.7690643072128296,0.5647078156471252,51
51_249,1,0,Q1_praise,166.2908711459774,49.61006327996646,278.1353587286588,0.0309532489527785,0.1244111487797795,7.306629433050033,0.485781990521327,5.869919391764543,14.50746262561814,171.67229469403472,286.3720130008876,0.1330574170167836,0.0826969567986813,0.327634800724254,0.3092926510532542,0.141037232333023,0.0183421496709998,0.1215950349750889,16.29264364915037,4.6959355134116345,-1.3977276940808203,-9.924911392389207,0.7161822759202376,0.3550215258752481,0.9391871026823267,-0.0,98.19241731780431,0.1094117647058823,0.1625,3.3467615342426957,0.7074941980227579,47.28546251542649,5.028853680966825,0.4101657271385193,0.4768704771995544,0.564254641532898,51
51_260,-1,1,Q4_humor,210.19769181189852,39.1360656676171,484.2249413114803,0.0180452973013022,0.123376437633892,10.74636087659035,0.734412955465587,6.623586429725363,9.86322730912704,68.07839197213362,98.01733202877844,0.0988020647833927,0.0595661392706026,0.12829856472758,0.2533220643470411,0.2136325296729156,-0.1250234996194611,0.0493200859797496,19.622217497383573,7.350565428109854,0.1437599039856444,5.461603512153017,2.447533387475676,2.941125753993713,0.888529886914378,0.8812908992306927,80.96447882577122,0.0692307692307692,0.085,4.4015246600795335,0.4079404744034002,43.49352192606711,2.0532986496417216,0.7479760050773621,0.7604726552963257,0.6475246548652649,51
51_271,-1,0,Q4_humor,180.34179835491852,31.533863255965127,179.91693132591422,0.0189150997916505,0.1299313704843128,7.994820022711764,0.5961800818553888,6.105890823164541,15.469760172351748,63.07232626404103,139.1897124590299,0.1136205600296167,0.0644851788172788,0.2350488139415099,0.4569992083326878,0.0119284529966617,-0.2219503943911779,0.1253176653083203,14.66283367889871,4.6133397330576535,0.0965150226261656,5.061335550021928,1.767200073592021,2.6048767948167137,1.0854917018959185,0.863120568566631,75.15706553321573,0.0823076923076923,0.1088888888888888,6.381082625367548,0.5894843196217823,47.25901006477525,2.359316892626306,0.6913427114486694,0.6737349629402161,0.5367448329925537,51
51_311,1,0,Q1_praise,203.62935586683483,70.77187238487376,387.59506924807226,0.02241973507101,0.1467121468044309,7.211787995087469,0.8280632411067194,6.870810074517241,6.502926038184855,99.0126619899504,133.92453867055917,0.1289439729742693,0.0690756744228595,0.3789031302772516,0.2166343081838693,0.1673861132438716,0.1622688220933822,0.0979289992406062,40.55435279517989,9.619134104324138,0.635974405596128,-18.06491014110823,3.4355512786237115,4.494790360564112,1.374162014903448,0.9182958340544896,96.75283203959538,0.0446153846153846,0.02,4.154154641057477,0.3465898211331116,33.010090744974555,5.082144597343351,0.8476549386978149,0.7569180727005005,0.6112163066864014,51
51_317,-1,0,Q4_humor,199.1006557357292,64.93543282348007,277.61336037091246,0.013891229707384,0.1017746683637032,11.771848780940626,0.8857142857142857,6.1081540988147776,7.49453727678979,180.70975972139755,218.4007933567837,0.0987060407587453,0.0608143153941477,0.5339893700221797,0.4991145423673632,0.1969434945229078,0.0348748276548164,0.0379404779531165,26.58989789161682,6.54445082015869,1.7658986266539063,4.486035571176192,3.038070096186554,4.105110369090949,1.963335246047607,0.8112781244591328,88.08548294939867,0.0657142857142857,,2.064245058397729,0.7013625045825848,41.79868343364208,2.489700230101556,0.7839914560317993,0.7633981704711914,0.8099610209465027,51
52_3,1,0,Q1_praise,239.05920277215867,63.47725835699575,295.93762977835723,0.0263495377724824,0.1300828996903559,8.120671559324697,0.8072562358276644,7.194200593399198,7.538859937049761,271.3134458007117,351.2231491580328,0.111451607518625,0.0696762852779422,0.4364856916617409,0.3972565385125382,0.0646545718055932,0.0392291531492027,0.0556364623957422,42.910628755865865,8.992750741748997,-0.7227753052534333,-7.072894911711041,8.92000189672576,0.0,0.4496375370874498,-0.0,63.72659117628159,0.028,0.04,3.3769892610278167,0.3514032227594197,26.93733346144399,4.025969995307269,0.8480134010314941,0.7966399192810059,0.6231657266616821,52
52_15,1,0,Q1_praise,186.6295196708794,56.83351868735907,213.73881301157095,0.0233339969302123,0.1281503720757779,11.07338677815162,0.7305555555555555,6.606081789584062,9.05740112432782,61.54186598862227,89.4411743973975,0.1073309466660472,0.0603984291309052,0.5022003111895469,0.6196969116192322,0.1487044791289829,-0.1174966004296853,0.0200290021696876,22.8268032034814,5.780321565886054,-4.050855065341835,2.080793764952169,12.716620971074894,12.716620971074894,0.8257602236980077,1.0,65.71366170928279,0.0542857142857142,0.0399999999999999,5.442160486322408,0.528526186380183,45.41362714004633,2.7988901514964466,0.6730639934539795,0.6550027132034302,0.4927556216716766,52
52_65,1,-1,Q2_criticism,213.8535816482193,62.8823706621636,267.16167471258024,0.019680959046686,0.1277587596854181,8.547825251150089,0.7057471264367816,6.164383561643835,10.185101106484357,200.1962189626171,307.634315452054,0.1184420189695202,0.0682825427003786,0.3150235498059071,0.5173360707218618,0.4187040231882054,-0.2023125209159547,0.0378865407120143,35.52958044988943,7.305936073059361,-1.3197844890673278,9.939758584439367,4.313432911992757,1.643160703065079,0.684931506849315,-0.0,63.02120414279222,0.1169230769230769,0.092,3.65703902505205,0.5050153451187704,38.07348298362146,5.149395533538493,0.8464198112487793,0.7947745323181152,0.4907678663730621,52
52_74,1,0,Q1_praise,112.70860593537832,27.196677449680035,123.11724323591775,0.0202655579550364,0.1253122586877655,8.160582327723388,0.6685393258426966,6.142994630736501,9.319808395487716,172.18379823476414,178.93096708213992,0.1428535247030201,0.0561179868520536,0.2506351629137155,0.3859316834675694,0.090453403373329,-0.1352965205538538,0.1124764684248541,13.353641564374405,6.329145983183062,-1.8478528231094784,-9.947834946641455,1.2171254313335318,0.7661979348747288,0.9307567622328032,-0.0,72.19354275427324,0.0578947368421052,0.0466666666666666,4.203324088990664,0.4274370989688032,45.85313652051381,0.9902090232266858,0.5310985445976257,0.5608553290367126,0.2809387445449829,52
52_103,-1,0,Q4_humor,186.542470615432,78.54000266294211,486.7042504305193,0.0298016567500883,0.1514430468412194,6.694571318232295,0.6586666666666666,6.603219855777294,10.072008240943862,257.6919295640064,272.34052104545435,0.1433396681283432,0.0851169190068654,0.5076875945837657,0.5266067417522322,0.1259881576697424,-0.0189191471684665,0.0120096069890008,35.25311563029776,7.131477444239477,-2.7981333439081304,0.32486475140258,1.849115464052769,0.1629224159458573,0.7923863826932752,-0.0,67.52179221744439,0.0981818181818182,0.0933333333333333,3.5501217268711023,0.4038095200769495,39.739080369004256,2.5686940559662936,0.7307066917419434,0.7200000286102295,0.4971760213375091,52
52_130,1,0,Q1_praise,174.5155856207664,84.00023904897293,482.6067792542941,0.028621512549214,0.1486325922304452,6.667266957745311,0.7944915254237288,7.15185163986034,7.679482147205374,327.4636347374153,391.07234499816497,0.1363647294827546,0.0671599336166934,0.5031519563353071,0.3142767503527694,0.3133041799951829,0.1888752059825376,0.0356919253566251,32.07231875492475,9.676034571575752,-0.1810126967381585,4.808821702376719,11.858098115499308,11.858098115499308,0.6310457329288536,1.0,77.30634485262358,0.0444444444444444,0.0133333333333333,3.635048556484414,0.3448173065413544,40.07174286124975,3.761471445165603,0.8135887980461121,0.7760701775550842,0.8108288049697876,52
52_172,1,0,Q1_praise,238.0244236814917,64.80196296847741,314.2125466149463,0.0212334408304059,0.1212869550529494,10.653584882393266,0.6071428571428571,6.2552008472653,11.36817767346539,33.587032720302865,53.044571404229416,0.098347594856327,0.0646472837648014,0.5956673036113491,0.5092375394326474,0.0990730497129606,0.0864297641787017,0.0225200575687319,20.576187320604813,8.131761101444889,1.0285094988050782,9.416816562453231,,,,,74.27802806319428,0.0973333333333333,0.0542857142857143,4.627323571547692,0.4055684624069102,37.63193029396663,5.069615553327277,0.761056661605835,0.7622307538986206,0.2180925458669662,52
52_173,1,0,Q1_praise,224.8466978649351,65.75792386862354,379.2695485212457,0.0173539668588005,0.1044592813756846,12.486180726570824,0.6481994459833795,5.529433891292083,12.986277636297466,35.05987202452338,56.22520536497672,0.0891790150256852,0.0542617578377644,0.4435377523371978,0.4488436318806285,0.1491398519717987,-0.0053058795434307,0.0180650045740271,20.033539314137755,5.252962196727478,-0.3301864523403884,-14.45408083064024,3.388692079733909,4.5772619068732014,0.8294150836938123,0.863120568566631,67.7616237551332,0.1289361702127659,0.0939130434782608,5.1786259724033865,0.6003133582393652,52.50575737369243,3.396275746254702,0.7679011821746826,0.7781339883804321,0.6579195261001587,52
