nid,valence,arousal,dominance
52_276,0.7202500000000001,0.55,0.6719999999999999
52_280,0.7238,0.3438,0.5801999999999999
52_281,0.51825,0.27725,0.39075
52_282,0.612,0.28933333333333333,0.4843333333333333
52_283,0.615,0.30966666666666665,0.39999999999999997
52_288,0.6837058823529412,0.4556470588235294,0.4993529411764706
52_291,0.5397142857142857,0.4947142857142857,0.5245714285714286
52_293,0.7098333333333334,0.40724999999999995,0.5588333333333334
52_297,0.6038333333333333,0.363,0.49
52_300,0.6218333333333333,0.4984166666666667,0.5019166666666667
52_301,0.62675,0.66675,0.61125
52_302,0.44316666666666665,0.5243333333333333,0.5765
52_308,0.684,0.4043333333333334,0.471
52_314,0.5452,0.43373333333333336,0.5159333333333334
52_318,0.5581052631578947,0.44805263157894737,0.520157894736842
52_321,0.6050000000000001,0.45871428571428574,0.5404285714285714
52_324,0.5593333333333333,0.755,0.4426666666666667
52_325,0.5966666666666667,0.6693333333333333,0.44766666666666666
52_330,0.61975,0.39775,0.5145
52_334,0.48865,0.4833,0.49559999999999993
52_336,0.5350769230769231,0.5116153846153846,0.5046153846153846
52_340,,,
52_342,0.5767368421052632,0.48673684210526313,0.5595789473684211
52_343,0.469,0.4358000000000001,0.3654
52_347,0.5347058823529411,0.5401764705882353,0.5599411764705883
52_351,0.682625,0.439625,0.55025
52_359,0.719,0.353,0.446
52_370,0.485,0.4195,0.319
52_371,0.5688333333333333,0.5048333333333334,0.5796666666666667
52_376,0.6738,0.48200000000000004,0.5274
52_379,0.6954285714285715,0.4225,0.5163571428571428
52_382,0.6734166666666667,0.4286666666666667,0.5595833333333333
52_383,0.5986666666666667,0.41766666666666663,0.5106666666666667
53_0,0.4296666666666667,0.5003333333333333,0.4656666666666667
53_2,0.6876666666666668,0.4058333333333333,0.4828333333333334
53_7,,,
53_11,0.6360285714285714,0.5114857142857143,0.5611714285714287
53_12,0.918,0.6575,0.5640000000000001
53_18,0.6852916666666666,0.3777916666666667,0.5334583333333334
53_20,0.7936666666666667,0.41966666666666663,0.6801666666666666
53_23,0.5162222222222222,0.3898888888888889,0.48866666666666664
53_24,0.5829090909090909,0.41731818181818175,0.5413181818181818
53_27,0.6288888888888889,0.44505555555555554,0.4928888888888889
60_144,0.73725,0.56425,0.61425
73_251,0.6247857142857143,0.3929285714285714,0.45764285714285713
63_174,,,
72_45,0.6448571428571429,0.3922857142857143,0.4491428571428572
57_228,0.7525,0.3565,0.707
62_94,0.65075,0.47975,0.58925
60_291,0.552,0.49,0.546
71_65,0.6556666666666667,0.39441666666666664,0.5238333333333334
63_228,0.6367560975609756,0.40456097560975607,0.545560975609756
60_93,0.7308,0.3825,0.48580000000000007
58_54,0.7296470588235294,0.4223529411764706,0.5344117647058824
53_84,0.6887692307692308,0.48446153846153844,0.573923076923077
63_357,0.6144000000000001,0.4018,0.5428
70_13,0.75,0.529,0.725
73_286,0.7012499999999999,0.38833333333333336,0.5611666666666667
60_83,0.6560370370370371,0.4209629629629629,0.5117407407407407
62_346,0.6052500000000001,0.501,0.55925
62_317,0.885,0.54,0.781
71_301,0.6566666666666666,0.3328333333333333,0.46449999999999997
77_365,0.397,0.781,0.298
64_301,0.59875,0.42025,0.444125
70_79,0.6905,0.478,0.602
69_265,0.74,0.352,0.71
72_42,,,
55_270,0.6649166666666667,0.3670833333333334,0.5016666666666666
66_334,0.5086,0.4042,0.4166
63_237,0.7155714285714286,0.4788571428571429,0.6191428571428571
60_129,0.5051111111111112,0.3818888888888889,0.4197777777777778
68_304,0.5742941176470588,0.46788235294117647,0.4431764705882353
54_373,,,
55_135,0.643,0.3373333333333333,0.4606666666666666
76_180,0.714,0.48133333333333334,0.5616666666666666
70_97,0.6003333333333334,0.357,0.52
64_75,0.7283333333333334,0.47700000000000004,0.5373333333333333
61_337,0.8075,0.657,0.894
72_174,0.6406923076923078,0.436974358974359,0.5223589743589744
57_146,0.52325,0.37525000000000003,0.4845
74_135,0.6424,0.45499999999999996,0.5136666666666667
71_60,0.592,0.38033333333333336,0.5113333333333333
59_255,0.7181904761904763,0.40347619047619043,0.49523809523809526
58_235,0.46666666666666673,0.5579999999999999,0.5153333333333333
53_330,0.7386666666666667,0.4098,0.6216
62_289,0.6714285714285714,0.3866666666666666,0.5027142857142858
58_300,0.5815,0.3486666666666667,0.49066666666666664
63_146,0.542625,0.44375,0.40437500000000004
73_0,0.6167727272727274,0.3890909090909091,0.5179090909090909
57_48,0.6267619047619049,0.4136190476190476,0.48676190476190473
55_361,0.56825,0.39,0.4335
73_127,,,
53_202,0.5222727272727273,0.37581818181818183,0.45681818181818185
61_136,0.5427142857142857,0.44057142857142856,0.48085714285714287
66_291,0.67,0.548,0.536
60_225,0.6179166666666667,0.4312916666666667,0.53125
72_151,,,
77_23,0.5785,0.353,0.391
72_53,0.6150769230769231,0.44846153846153847,0.5148461538461538
59_176,0.36775,0.5805,0.35600000000000004
54_49,0.739,0.4445,0.527
78_237,0.5980000000000001,0.4704,0.55
53_233,0.5750000000000001,0.36533333333333334,0.6746666666666666
63_362,0.57025,0.4475,0.46725
76_76,0.6905454545454546,0.3975909090909091,0.5517272727272727
57_294,0.739,0.45775,0.625
62_86,,,
71_71,0.6504000000000001,0.38,0.6422
78_217,0.74725,0.3765,0.5589999999999999
61_335,0.6144000000000001,0.45339999999999997,0.5424
59_47,0.104,0.494,0.281
75_287,0.8825000000000001,0.44,0.6885
62_39,,,
75_185,0.6708571428571428,0.413,0.538
79_128,,,
76_191,0.93,0.442,0.65
66_95,0.5920588235294117,0.4432941176470588,0.5127058823529411
71_220,0.702516129032258,0.4549354838709677,0.6062580645161291
66_44,0.827,0.477,0.8315
65_194,0.7742,0.4888,0.6544000000000001
54_366,0.7269166666666668,0.48008333333333336,0.5855833333333333
74_14,0.6316428571428572,0.45457142857142857,0.5713571428571428
80_4,0.5544444444444445,0.5045555555555556,0.48922222222222217
55_186,0.958,0.665,0.81
71_159,0.7316,0.4726,0.6044
57_99,0.6685,0.506,0.476
55_23,0.653,0.2775,0.4425
61_345,0.62165,0.49874999999999997,0.4986
53_97,0.6391,0.39115,0.47830000000000006
66_96,0.7224999999999999,0.3775,0.619
66_104,0.878,0.235,0.491
66_247,0.6513333333333333,0.4716666666666667,0.578
57_314,0.7793333333333333,0.6016666666666667,0.6706666666666666
75_132,0.6858461538461539,0.4664615384615385,0.5670000000000001
53_296,0.73,0.5675,0.5185
70_187,0.646,0.137,0.291
53_333,0.627,0.37866666666666665,0.532
67_325,0.7405999999999999,0.4946,0.5443
79_59,,,
66_277,0.7358750000000001,0.4225,0.544
61_367,0.6728333333333334,0.41594444444444445,0.5202777777777778
78_186,0.7190625,0.4141875,0.5964375
59_280,0.6212352941176471,0.3151764705882353,0.469
72_58,0.6481600000000001,0.41676,0.5196000000000001
66_220,0.8676666666666666,0.5396666666666666,0.801
55_337,0.6411428571428572,0.3926428571428571,0.5274285714285714
80_247,0.649,0.4384705882352941,0.5513529411764706
53_326,,,
60_73,0.6242380952380953,0.38604761904761903,0.5069047619047619
79_21,0.8850000000000001,0.54,0.781
56_114,0.7393333333333333,0.426,0.6843333333333333
69_145,0.7798,0.4824,0.5666
72_122,0.6481666666666667,0.4475,0.6131666666666667
54_154,0.7942,0.6487999999999999,0.6559999999999999
55_33,0.7009375,0.3808125,0.533375
68_243,,,
71_283,0.5277777777777778,0.32166666666666666,0.42155555555555557
79_12,,,
54_420,0.958,0.353,0.526
74_210,0.6037826086956521,0.4275652173913043,0.5066521739130435
57_109,0.6946,0.5988,0.6172
62_290,0.7038947368421052,0.4038421052631579,0.6134210526315789
59_28,0.523,0.44885714285714284,0.4517142857142857
69_74,0.7744285714285715,0.38257142857142856,0.5038571428571429
54_412,0.5682222222222222,0.346,0.5087777777777779
72_275,0.7953333333333333,0.37866666666666665,0.5353333333333333
71_252,0.5842222222222222,0.3253333333333333,0.45011111111111113
72_184,0.5929444444444445,0.3846111111111111,0.4908333333333334
72_72,0.6658333333333333,0.38116666666666665,0.5667222222222222
59_300,0.5464,0.5574,0.5156
56_110,0.42,0.217,0.439
75_207,0.7322142857142857,0.41603571428571423,0.5331428571428571
74_105,0.6367499999999999,0.42325,0.58475
53_184,0.5635,0.26,0.391
60_117,0.5559090909090909,0.5171818181818182,0.5133636363636364
68_283,0.5864444444444445,0.44177777777777777,0.5071111111111111
60_7,0.52,0.52225,0.49275
64_46,0.694,0.594,0.781
64_307,,,
60_169,0.6496666666666667,0.4486666666666667,0.5211666666666667
56_143,0.6869999999999999,0.4071666666666667,0.5893333333333334
57_273,0.6553846153846153,0.4425,0.574
64_144,0.660578947368421,0.47331578947368425,0.6069473684210527
57_17,0.758,0.518,0.886
65_121,0.255,0.462,0.25
66_360,0.6794444444444444,0.4930740740740741,0.5292962962962963
77_217,,,
67_9,0.5643750000000001,0.336375,0.426375
53_169,0.6408,0.3953,0.5118
64_142,0.7461428571428571,0.48528571428571426,0.5804285714285714
55_212,0.5372666666666667,0.43546666666666667,0.45526666666666665
56_257,0.5983125,0.3866875,0.497125
55_146,0.6229166666666667,0.44691666666666663,0.54025
77_204,,,
73_219,0.7208333333333333,0.36483333333333334,0.4908333333333333
53_168,0.5899166666666666,0.40324999999999994,0.5071666666666667
59_112,0.6355555555555555,0.5348888888888889,0.6767777777777778
72_101,0.587,0.524,0.615
53_327,0.7545999999999999,0.41979999999999995,0.5397000000000001
65_122,0.6281538461538462,0.4225384615384616,0.4967692307692308
53_309,0.6633,0.5158,0.5457
61_288,0.7591111111111111,0.36833333333333335,0.5542222222222223
62_147,0.884,0.585,0.655
66_320,,,
62_245,0.6781111111111111,0.36666666666666664,0.4795555555555555
67_214,0.7017142857142857,0.3447142857142857,0.42600000000000005
72_24,0.5391666666666667,0.42591666666666667,0.46366666666666667
55_248,0.5384583333333334,0.4538333333333333,0.4658333333333333
62_335,0.46440000000000003,0.3452,0.403
61_81,0.7065,0.39089999999999997,0.5374
77_62,0.8039999999999999,0.532,0.6643333333333333
71_234,0.5983333333333333,0.4703333333333333,0.5413333333333333
66_210,0.5356,0.4828,0.4662
53_259,0.573,0.3,0.415
71_291,0.7154444444444444,0.34144444444444444,0.48355555555555557
55_402,0.2505,0.8195,0.33899999999999997
73_359,0.6151666666666666,0.3973333333333333,0.564
53_55,0.5302,0.4175,0.5485
53_38,0.6500714285714286,0.4285,0.5569285714285714
63_39,0.5563,0.4692,0.52625
74_203,0.542,0.5201666666666667,0.5448333333333334
73_65,0.5389999999999999,0.35760000000000003,0.49960000000000004
61_204,0.5645,0.428,0.4626666666666666
66_13,0.5880555555555556,0.37072222222222223,0.4623888888888889
69_80,0.5912083333333333,0.4570416666666666,0.4407916666666667
53_349,0.6595,0.39,0.4885
62_350,,,
76_224,0.796,0.387,0.529
57_157,0.5359999999999999,0.40780000000000005,0.42379999999999995
80_299,0.497,0.4692857142857143,0.45685714285714285
59_170,0.5505,0.42675,0.492
53_338,0.7698333333333333,0.4078333333333333,0.5291666666666667
60_50,0.56275,0.46325,0.5099166666666667
71_90,0.6215,0.37283333333333335,0.4705
65_314,0.7116666666666666,0.447,0.6003333333333333
62_296,0.6755,0.3745,0.5085
80_232,0.63525,0.44175000000000003,0.401
76_41,0.5961562499999999,0.409125,0.46134375
62_144,0.5795,0.50975,0.48425
75_177,0.7936666666666667,0.49,0.606
75_350,0.6564666666666666,0.4452,0.5788
59_197,0.57005,0.41375,0.50615
65_157,0.505,0.45999999999999996,0.471
53_193,,,
53_148,0.5544782608695652,0.3611739130434783,0.40447826086956523
55_325,0.5784,0.4487,0.4439
77_301,0.7160000000000001,0.414,0.5366666666666667
69_54,0.714,0.547,0.91
73_208,,,
68_335,0.47414285714285714,0.48714285714285716,0.4417142857142857
72_66,0.659375,0.40425,0.5515
63_333,0.68375,0.411375,0.5465
62_23,0.5905,0.3765,0.46525000000000005
68_173,0.7596666666666666,0.4166666666666667,0.5619999999999999
78_5,0.5730000000000001,0.3572,0.507
54_249,0.7729999999999999,0.39671428571428574,0.563
55_203,0.671,0.404,0.59375
75_192,0.6376000000000001,0.3897,0.49260000000000004
78_125,0.714,0.6265,0.5880000000000001
77_56,0.595,0.35375,0.403
53_129,0.5936666666666667,0.39599999999999996,0.5463333333333333
55_377,0.6123636363636363,0.45109090909090904,0.5101818181818182
74_224,0.6304615384615384,0.4326923076923077,0.46699999999999997
67_336,0.66085,0.40964999999999996,0.54135
74_70,0.5835,0.364,0.491
67_141,,,
79_349,0.5364,0.4474,0.3866
58_184,0.757,0.389,0.593
69_144,,,
72_123,0.885,0.455,0.5845
54_11,0.363,0.169,0.311
74_200,0.661896551724138,0.4485862068965517,0.5694137931034483
62_28,0.93,0.442,0.65
72_205,0.5956666666666667,0.4909444444444444,0.5307222222222223
59_119,0.7104,0.37039999999999995,0.5549999999999999
56_262,0.6642173913043478,0.37234782608695655,0.4900869565217391
58_118,0.60875,0.3595,0.37375
55_218,0.6920000000000001,0.43557142857142855,0.4972857142857143
63_41,0.5492857142857143,0.4087142857142857,0.4937142857142857
68_230,0.485,0.30500000000000005,0.456
59_184,0.6024,0.5326,0.5798
53_358,0.5419090909090909,0.44927272727272727,0.4908181818181818
61_139,0.7396666666666666,0.5216666666666666,0.5516666666666666
67_63,0.5576000000000001,0.4066,0.4888333333333333
62_359,0.5488000000000001,0.4342,0.43739999999999996
54_84,0.6571428571428571,0.4734285714285714,0.5437142857142857
75_297,0.5902857142857143,0.4271904761904762,0.4741428571428572
66_280,0.6413333333333333,0.446,0.5033333333333333
63_240,,,
53_263,0.5637000000000001,0.5038,0.5008
68_233,0.7371818181818182,0.40790909090909094,0.5865454545454546
53_424,0.5495,0.3885,0.47891666666666666
72_89,,,
75_122,0.6933,0.44279999999999997,0.5687
56_196,0.5206666666666667,0.45816666666666667,0.5088333333333334
54_351,0.674,0.609,0.61
77_174,0.6856,0.3536,0.5414
57_179,0.63525,0.398,0.55575
56_33,0.7464285714285713,0.431,0.6332857142857142
62_254,0.5758333333333333,0.4379166666666667,0.4566666666666667
79_47,0.6397307692307692,0.4591923076923077,0.5699230769230769
60_332,0.6195999999999999,0.24779999999999996,0.41690000000000005
55_163,0.71575,0.4558333333333333,0.5578333333333333
55_10,0.68275,0.27575,0.47375
53_126,0.6592,0.38980000000000004,0.5772
64_280,0.6826666666666666,0.459,0.5676666666666667
77_6,0.7143333333333334,0.4063333333333334,0.6091666666666666
71_34,0.66425,0.45375,0.422
61_178,0.657235294117647,0.4758823529411765,0.5677058823529412
76_234,0.6192368421052631,0.45931578947368423,0.5296578947368421
53_144,0.5532285714285714,0.37648571428571426,0.4412285714285714
79_137,0.6371290322580646,0.42800000000000005,0.5509032258064516
75_266,0.4685,0.29325,0.37875000000000003
79_123,0.6575833333333333,0.3665833333333333,0.4761666666666667
66_114,0.4876666666666667,0.4546666666666667,0.49066666666666664
61_229,0.6975384615384616,0.3983076923076923,0.5776153846153846
68_113,0.5469999999999999,0.4434,0.39540000000000003
60_229,0.6847500000000001,0.38549999999999995,0.51225
78_124,0.5864090909090909,0.5052727272727272,0.542409090909091
77_160,0.62068,0.45936,0.5478799999999999
61_105,0.5940000000000001,0.4343076923076923,0.5219615384615385
68_345,0.759888888888889,0.46844444444444444,0.5758888888888889
79_261,0.6008571428571428,0.48864285714285716,0.5196428571428572
56_373,0.6452142857142856,0.49114285714285716,0.5073571428571428
69_315,0.7291666666666666,0.3413333333333333,0.5336666666666666
75_66,0.575,0.5057777777777778,0.48411111111111116
53_352,0.6684,0.4031333333333333,0.5126000000000001
63_55,0.6822,0.3116,0.613
64_83,0.6350666666666667,0.41519999999999996,0.5676666666666667
77_82,0.6067222222222222,0.4401111111111111,0.513
57_53,0.5337,0.48109999999999997,0.5039
65_214,0.7135454545454546,0.4763636363636364,0.5371818181818182
70_69,0.7205714285714286,0.469,0.5677142857142857
74_78,0.5676666666666667,0.4861904761904762,0.5188571428571429
63_181,0.8244,0.46259999999999996,0.6599999999999999
68_204,0.6356666666666667,0.531,0.4406666666666667
71_281,0.619,0.3686923076923077,0.4986153846153846
62_20,0.6180769230769231,0.44269230769230766,0.5428461538461539
63_283,0.6817692307692307,0.4793076923076923,0.5892307692307692
78_38,0.6872857142857143,0.45299999999999996,0.5442857142857143
76_192,0.7504117647058823,0.44423529411764706,0.5544117647058824
65_247,0.6786666666666666,0.403,0.5459999999999999
75_295,0.673,0.4045,0.42216666666666663
54_234,0.4787692307692308,0.456,0.42192307692307696
56_8,0.7543333333333333,0.43966666666666665,0.5006666666666667
75_32,0.6399230769230768,0.40707692307692306,0.5211923076923077
54_179,0.622909090909091,0.4233636363636364,0.5195454545454545
72_159,0.6305000000000001,0.4397727272727273,0.553
54_255,0.6586666666666666,0.4523333333333333,0.5103333333333333
72_298,0.5919166666666666,0.3973333333333333,0.45325
67_256,0.7383846153846154,0.49238461538461537,0.5484615384615384
79_269,0.7598,0.45680000000000004,0.5690000000000001
64_203,0.6862499999999999,0.38466666666666666,0.553
57_272,0.6076666666666667,0.6136666666666667,0.6473333333333333
55_109,0.5324375,0.505875,0.5583125
80_222,0.5543333333333333,0.4836666666666667,0.5193333333333333
53_77,0.6184000000000001,0.4096,0.5346
69_380,0.6825,0.245,0.3685
68_318,0.4868,0.6085,0.6014
69_331,0.608125,0.376625,0.464375
60_122,0.5856,0.39075,0.52085
77_16,0.6887777777777777,0.6060555555555556,0.6258888888888889
74_75,0.6538333333333334,0.42966666666666664,0.4969166666666667
64_66,0.7293076923076923,0.4480769230769231,0.6123846153846154
80_323,0.74225,0.2895,0.55925
78_119,0.5309230769230769,0.4337692307692308,0.4203076923076923
80_2,0.8566666666666668,0.488,0.628
74_121,0.6290869565217391,0.4462608695652174,0.5013043478260869
72_272,0.4663333333333333,0.4487777777777777,0.43922222222222224
54_102,0.63175,0.3868125,0.4886875
70_346,0.6403333333333333,0.5419999999999999,0.6126666666666667
60_166,0.5946666666666667,0.45966666666666667,0.5142083333333333
77_97,0.5856923076923077,0.3809230769230769,0.4437692307692308
76_220,0.6244999999999999,0.4017916666666667,0.47725
62_176,0.6556666666666667,0.3921515151515152,0.5244848484848484
80_313,0.5485,0.42300000000000004,0.4435
61_174,0.6434642857142857,0.4685714285714285,0.5927857142857142
59_5,0.6267142857142858,0.3528571428571428,0.435
78_43,0.5995,0.40325,0.515
57_44,0.6249375,0.406875,0.537875
56_249,0.616,0.39065,0.53205
76_249,0.7121818181818181,0.5988181818181818,0.5938181818181818
53_215,0.49957142857142856,0.4486428571428571,0.45135714285714285
80_32,0.6204615384615385,0.4340769230769231,0.4773846153846154
77_358,0.5103333333333333,0.39655555555555555,0.49388888888888893
61_147,0.634,0.418,0.55275
63_360,0.6605714285714285,0.4642857142857143,0.5538571428571428
76_295,0.6088235294117647,0.457235294117647,0.5298235294117647
69_50,0.7312727272727273,0.424,0.5635454545454546
80_134,0.58175,0.348,0.47425
69_111,0.6699545454545455,0.4471818181818181,0.5810909090909091
79_302,0.69675,0.40625,0.55125
58_199,0.641,0.385,0.6475
79_290,0.5094444444444445,0.47633333333333333,0.4625555555555556
65_109,0.5602727272727273,0.5065454545454545,0.512
78_266,0.6041000000000001,0.42919999999999997,0.5439
72_116,0.6949375,0.466875,0.5688124999999999
67_178,0.729,0.37,0.5
58_72,0.5528571428571428,0.4562857142857143,0.46085714285714285
80_330,0.397,0.781,0.298
70_82,0.4868,0.36219999999999997,0.4466
77_211,0.6544594594594595,0.4349189189189189,0.539054054054054
74_64,0.5313333333333333,0.455,0.414
77_201,0.6084782608695651,0.4418260869565217,0.5389130434782609
76_298,0.6402857142857143,0.4147142857142857,0.514
69_147,0.6537499999999999,0.34883333333333333,0.46366666666666667
68_123,0.6763571428571428,0.44085714285714284,0.5083571428571428
63_74,0.30733333333333335,0.41533333333333333,0.3706666666666667
62_136,0.6201666666666666,0.4391111111111111,0.5450555555555555
65_262,0.7125555555555556,0.4815555555555555,0.5527777777777777
64_333,0.5813333333333334,0.38883333333333336,0.47383333333333333
73_199,0.5862307692307692,0.4873846153846154,0.5252307692307693
76_59,0.5852631578947368,0.37257894736842107,0.42589473684210527
65_373,0.621375,0.457375,0.55025
61_45,0.7085806451612904,0.3740322580645162,0.5029677419354839
