id,valence,arousal,dominance
1_4792,0.7091666666666666,0.4483333333333333,0.5783333333333334
1_4850,0.7555000000000001,0.425,0.68075
1_4949,0.5179166666666667,0.3761666666666667,0.44249999999999995
1_4967,0.366,0.442,0.48450000000000004
1_4995,0.711,0.39925,0.55825
1_5058,0.6557142857142857,0.45442857142857146,0.554
1_5109,0.7546666666666667,0.47300000000000003,0.5363333333333333
1_5134,0.6992857142857144,0.45671428571428574,0.5471428571428572
1_5156,0.576,0.46959999999999996,0.434
1_5166,0.762,0.4575,0.676
1_5169,0.81175,0.6025,0.6585
1_5211,0.5622,0.3498,0.4746
1_5212,0.56125,0.3335,0.313
1_5496,0.5803333333333334,0.5088666666666667,0.4875333333333333
1_5571,0.531,0.3935,0.40975
1_5572,0.5175,0.3581666666666667,0.39166666666666666
1_5580,0.7125999999999999,0.3714,0.5526
1_5581,0.5854,0.42000000000000004,0.363
1_5617,0.64425,0.6185,0.61825
1_5627,0.6495,0.484625,0.512875
1_5679,0.6102222222222222,0.428,0.49388888888888893
1_5699,0.6296999999999999,0.4046,0.4906
1_5751,0.726,0.462625,0.52225
1_5758,0.4463333333333333,0.3813333333333333,0.35633333333333334
1_5786,0.5673999999999999,0.4128,0.47309999999999997
1_5880,0.754,0.471,0.4305
1_5919,0.656625,0.541625,0.5695
1_5953,0.70175,0.4765,0.531125
1_5964,0.6226,0.43739999999999996,0.43600000000000005
1_6020,0.5718,0.3494,0.3908
1_6032,0.359,0.494,0.365
1_6039,0.679,0.454,0.552
1_6065,0.6298333333333334,0.50425,0.5287499999999999
1_6092,0.6471428571428571,0.3788571428571429,0.5287142857142857
1_6113,0.7342222222222223,0.41988888888888887,0.5654444444444445
1_6134,0.6396,0.4732,0.5372
1_6165,0.5705,0.44275,0.41475
1_6183,0.6165,0.2715,0.46399999999999997
1_6188,0.7615000000000001,0.4395,0.7949999999999999
1_6211,0.547,0.449,0.5733333333333334
1_6221,0.6188333333333333,0.3841666666666667,0.5066666666666667
1_6355,0.5717142857142857,0.48714285714285716,0.46414285714285713
1_6370,0.8460000000000001,0.5435,0.7175
1_6426,0.623375,0.3805,0.436375
1_6427,0.520625,0.408125,0.399
1_6428,0.6436,0.397,0.5158
1_6472,0.774,0.39266666666666666,0.5316666666666666
1_6504,0.5507,0.49800000000000005,0.449
1_6534,0.559,0.34933333333333333,0.51
1_6627,0.84825,0.62725,0.667
1_6645,0.5125000000000001,0.40675,0.38525
1_6648,0.63425,0.403125,0.514375
1_6683,0.608111111111111,0.4708888888888889,0.5181111111111112
1_6766,0.599,0.41500000000000004,0.6559999999999999
1_6769,0.5925,0.3531,0.5610999999999999
1_6835,0.5237499999999999,0.493,0.48075
1_6860,0.5038,0.4418,0.4354
1_7047,0.7276,0.45620000000000005,0.5958
1_7082,0.5505,0.44475,0.4155
1_7089,0.7101666666666667,0.5208333333333334,0.5203333333333333
1_7186,0.652375,0.37,0.497625
1_7281,0.44425000000000003,0.546,0.50875
1_7341,0.6655555555555556,0.31444444444444447,0.4721111111111111
1_7357,0.7605,0.5055,0.5705
1_7395,0.712,0.36975,0.4485
1_7400,0.7745,0.6775,0.746
1_7402,0.585,0.511,0.62075
1_7442,0.554875,0.39037499999999997,0.54525
1_7443,0.61225,0.36624999999999996,0.5015000000000001
1_7445,0.7053333333333334,0.401,0.4816666666666667
1_7449,0.5025999999999999,0.4306,0.4082
1_7487,0.63425,0.356,0.51
1_7490,0.727,0.4817777777777778,0.5948888888888889
1_7494,0.5906666666666667,0.32866666666666666,0.33666666666666667
1_7504,0.7147142857142857,0.37557142857142856,0.5148571428571429
1_7575,0.6415000000000001,0.39966666666666667,0.5431666666666667
1_7593,0.5712857142857143,0.40585714285714286,0.5171428571428571
1_7641,0.60325,0.442,0.54975
1_7661,0.52325,0.25025000000000003,0.33225
1_7675,0.5943333333333333,0.3065,0.3495
1_7722,0.5656,0.3532,0.4258
1_7894,0.7058333333333332,0.5095,0.4613333333333334
1_7938,0.6124999999999999,0.36566666666666664,0.5866666666666667
1_7953,0.5575,0.39449999999999996,0.4205
1_8042,0.782,0.52275,0.6152500000000001
1_8045,0.45899999999999996,0.4475,0.4675
1_8052,0.6594,0.33740000000000003,0.4948
1_8078,0.8140000000000001,0.5705,0.704
1_8136,0.6584,0.3316,0.5494
1_8159,0.6792857142857143,0.5455714285714286,0.563
1_8185,0.55125,0.319125,0.43674999999999997
1_8217,0.6228,0.3466,0.446
1_8407,0.6816923076923077,0.4136923076923077,0.5436923076923077
1_8417,0.5496000000000001,0.453,0.4636
1_8452,0.5617777777777778,0.42333333333333334,0.4815555555555555
1_8505,0.503,0.50925,0.512
1_8717,0.6244999999999999,0.43733333333333335,0.5936666666666667
1_8746,0.5187777777777778,0.492,0.5055555555555555
1_8749,0.5605,0.6255000000000001,0.64425
1_8827,0.6709999999999999,0.41616666666666663,0.43649999999999994
1_8837,0.7401428571428571,0.4041428571428572,0.5727142857142857
1_9003,0.5205,0.563,0.482
1_9009,0.6074285714285714,0.45185714285714285,0.5594285714285714
1_9087,0.6148333333333333,0.5153333333333333,0.4303333333333333
1_9245,0.688,0.4138,0.5354
1_9594,0.50825,0.489,0.575
1_9668,0.5875,0.45137499999999997,0.475375
1_9963,0.745,0.4435,0.5587500000000001
1_9971,0.6208571428571429,0.41314285714285715,0.4772857142857143
1_9972,0.5866,0.43420000000000003,0.45759999999999995
1_9993,0.582,0.496,0.47825
1_10004,0.4542,0.6662,0.5298
1_10009,0.576,0.426,0.5026666666666667
1_10190,0.6596,0.4389,0.6259
1_10462,0.64575,0.413625,0.5191250000000001
1_10495,0.826,0.445,0.7090000000000001
1_10496,0.7547333333333334,0.42113333333333336,0.5817333333333334
1_10748,0.575,0.47519999999999996,0.537
1_10797,0.62475,0.26875,0.4055
1_10810,0.6431764705882353,0.4101176470588235,0.47670588235294115
1_10829,0.6035555555555556,0.43022222222222223,0.537
1_10849,0.729,0.4728,0.48979999999999996
1_10853,0.5003333333333334,0.30683333333333335,0.43883333333333335
1_10857,0.8051999999999999,0.3672,0.646
1_10859,0.626,0.38799999999999996,0.4816666666666667
1_10890,0.52825,0.57575,0.55575
1_10977,0.8130000000000001,0.40199999999999997,0.614
1_11006,0.696,0.4136,0.47380000000000005
1_11021,0.6930000000000001,0.543,0.4375
1_11042,0.49866666666666665,0.34600000000000003,0.2836666666666667
1_11046,0.49,0.3285,0.47850000000000004
1_11051,0.6466000000000001,0.3682,0.528
1_11055,0.7045,0.4681666666666667,0.5809166666666666
1_11098,0.56975,0.346,0.4595
1_11120,0.6561666666666667,0.4035,0.5851666666666667
1_11177,0.482,0.35,0.41000000000000003
1_11201,0.661,0.3684,0.5166
1_11224,0.462,0.44225,0.41375
1_11232,0.746,0.51475,0.5965
1_11236,0.4163846153846154,0.5329230769230769,0.45376923076923076
1_11242,0.6575555555555556,0.4277777777777778,0.4721111111111111
1_11243,0.6923999999999999,0.4178,0.4636
1_11253,0.5271666666666667,0.3213333333333333,0.44683333333333336
1_11257,0.72925,0.4475,0.55625
1_11306,0.7158461538461539,0.44223076923076926,0.5536153846153846
1_11322,0.6976,0.37120000000000003,0.5728
1_11378,0.5991428571428571,0.3557142857142857,0.47814285714285715
1_11439,0.7285714285714286,0.4247142857142857,0.5548571428571428
1_11485,0.622,0.3725,0.433
1_11526,0.5463076923076924,0.44361538461538463,0.47115384615384615
1_11529,0.3165,0.65425,0.466
1_11609,0.622,0.3337142857142857,0.4745714285714286
1_11697,0.5908,0.3518,0.4344
1_11699,0.542,0.644,0.6465000000000001
1_11723,0.764,0.34625,0.51175
1_11736,0.559,0.482,0.40599999999999997
1_11773,0.638,0.387,0.4066666666666667
1_11885,0.601,0.37233333333333335,0.4003333333333334
1_11889,0.7318,0.3884,0.5254
1_11901,0.6538125,0.3799375,0.526875
1_11913,0.5820000000000001,0.3548,0.47800000000000004
1_11924,0.625,0.4925,0.7475
1_11928,0.8315,0.401,0.583
1_12002,0.4026666666666667,0.515,0.387
1_12083,0.5966,0.39299999999999996,0.4328
1_12202,0.5264,0.6686,0.549
1_12275,0.6412,0.37,0.43979999999999997
1_12320,0.4878,0.33120000000000005,0.46699999999999997
1_12331,0.6920000000000001,0.508,0.5743333333333334
2_223,0.6587272727272727,0.44645454545454544,0.4821818181818182
2_370,0.543,0.4535,0.5992500000000001
2_556,0.619,0.45575,0.596
2_484,0.112,0.677,0.491
2_498,,,
2_494,0.6815,0.4185,0.555
2_477,0.5643333333333332,0.5146666666666667,0.5106666666666667
2_35,0.4765555555555555,0.5344444444444444,0.4441111111111111
2_279,0.6476666666666667,0.381,0.48699999999999993
2_377,0.7503333333333333,0.5683333333333334,0.65
2_595,0.59075,0.435,0.49175
2_464,0.918,0.472,0.461
2_408,0.6596,0.43879999999999997,0.4774
2_574,0.67,0.548,0.536
2_409,0.531,0.437,0.552
2_549,,,
2_598,0.626,0.4495454545454546,0.5234545454545455
2_73,0.6236666666666667,0.6553333333333333,0.7496666666666667
2_374,,,
2_297,0.4543333333333333,0.3898333333333333,0.3526666666666667
2_286,0.49416666666666664,0.48183333333333334,0.4578333333333333
2_509,0.21600000000000003,0.7915,0.332
2_508,0.39799999999999996,0.5055000000000001,0.487
2_472,0.776,0.647,0.812
2_227,0.613,0.3886,0.6096
2_226,0.672125,0.49475,0.521
2_478,0.52625,0.28175,0.39575
2_372,0.4145,0.4265,0.34575
2_241,0.5636666666666666,0.3021666666666667,0.3901666666666667
2_109,0.558,0.43174999999999997,0.50475
2_389,0.302,0.372,0.33
2_449,0.7325,0.4185,0.477
2_50,0.6885,0.32799999999999996,0.4085
2_84,0.7535,0.40675,0.583
2_322,0.587,0.135,0.533
2_416,0.5549999999999999,0.429,0.4465
2_124,0.4885,0.5195000000000001,0.386
2_206,0.643,0.405,0.569
2_204,0.75,0.5,0.63
2_380,0.6164285714285713,0.42357142857142854,0.4561428571428571
2_622,0.56575,0.404,0.5245
2_583,0.74,0.325,0.194
2_456,0.41350000000000003,0.4305,0.415
2_461,0.7433333333333333,0.38233333333333336,0.5296666666666666
2_152,0.74,0.333,0.331
2_15,0.567875,0.492,0.5605
2_421,0.36528571428571427,0.5081428571428571,0.4571428571428572
2_586,0.5725,0.42825,0.30475
2_160,0.5998333333333333,0.46166666666666667,0.49900000000000005
2_39,0.5710000000000001,0.6193333333333334,0.492
2_66,0.8245,0.376,0.6165
2_310,0.7005,0.44525,0.62275
2_345,0.5233333333333333,0.436,0.5323333333333333
2_581,0.727,0.422,0.5563333333333333
2_518,0.5,0.451,0.522
2_450,0.58725,0.346,0.554
2_567,0.59,0.49900000000000005,0.554
2_115,0.6032500000000001,0.35275,0.417
2_183,0.115,0.75,0.382
2_104,0.725,0.3305,0.5395000000000001
2_288,0.235,0.82,0.213
2_420,0.6733333333333333,0.47433333333333333,0.527
2_49,0.5,0.179,0.312
2_433,0.7195,0.308,0.5945
2_428,0.6859999999999999,0.436,0.557
2_1,0.5896666666666667,0.3396666666666666,0.5078333333333334
2_168,0.7,0.47,0.512
2_155,0.682,0.42128571428571426,0.4802857142857143
2_2,0.6262000000000001,0.4625,0.5132
2_120,0.7416,0.4976,0.6108
2_487,0.645,0.3045,0.6215
2_280,0.4934,0.4258,0.44580000000000003
2_447,0.49379999999999996,0.4208,0.3984
2_148,,,
2_532,0.681,0.381,0.5995999999999999
2_443,0.6877500000000001,0.514,0.58675
2_475,0.5814,0.3786,0.4412
2_92,0.5923333333333333,0.35366666666666663,0.4563333333333333
2_258,0.6058,0.3754,0.4976
2_376,0.182,0.466,0.2375
2_114,0.542,0.5685,0.543
2_246,0.4974,0.3928,0.5056
2_268,0.427,0.34071428571428575,0.40114285714285713
2_221,0.6213333333333333,0.43566666666666665,0.4166666666666667
2_369,0.6491250000000001,0.463125,0.51675
2_103,0.45675,0.60075,0.467625
2_457,0.5961428571428572,0.3702857142857143,0.5264285714285715
2_112,0.5533333333333333,0.31666666666666665,0.433
2_174,0.719,0.596,0.75
2_490,0.6592,0.42279999999999995,0.5311999999999999
2_430,0.5935714285714286,0.37871428571428567,0.5057142857142857
2_434,0.662,0.36,0.454
2_541,0.5585,0.39833333333333326,0.49700000000000005
2_392,0.5117142857142857,0.47414285714285714,0.5382857142857143
2_187,0.6948333333333333,0.4698333333333333,0.5801666666666666
2_113,0.7543333333333333,0.4146666666666667,0.5963333333333334
2_323,0.4355,0.5995,0.31399999999999995
2_137,0.13,0.725,0.272
2_294,0.729,0.37,0.5
2_359,0.6115,0.42125,0.574
2_141,0.5730000000000001,0.4123333333333334,0.423
2_283,0.653,0.5446666666666667,0.4716666666666667
2_24,0.441,0.613,0.6255
2_197,0.58,0.48300000000000004,0.6846666666666668
2_493,0.5844,0.48840000000000006,0.4556
2_573,0.7315,0.289,0.41574999999999995
2_440,0.6763333333333333,0.4131666666666667,0.5305
2_105,0.5548888888888889,0.451,0.43277777777777776
2_3,0.7200000000000001,0.307,0.4723333333333333
2_71,0.607375,0.39399999999999996,0.530125
2_20,0.74,0.352,0.71
2_463,,,
2_602,0.48,0.275,0.42
2_88,,,
2_172,0.5685,0.345,0.4325
2_86,0.958,0.665,0.81
2_154,0.572,0.413,0.42675
2_557,0.758,0.518,0.886
2_163,0.41300000000000003,0.5633333333333334,0.4653333333333333
2_87,0.493,0.412,0.427
2_240,,,
2_267,,,
2_278,,,
2_284,,,
2_340,,,
2_536,0.837,0.365,0.455
2_588,0.833,0.346,0.594
2_448,0.6193333333333334,0.6006666666666667,0.5506666666666667
2_79,0.5,0.436,0.4486666666666667
2_191,0.573,0.453,0.415
2_99,0.5575,0.4425,0.53825
2_208,0.6053333333333334,0.33499999999999996,0.36199999999999993
2_119,0.67,0.548,0.536
2_406,0.38549999999999995,0.536,0.5660000000000001
2_423,0.7153333333333333,0.43,0.525
2_55,0.937,0.49450000000000005,0.686
2_77,0.5912857142857143,0.5017142857142857,0.45871428571428574
2_147,0.5017142857142857,0.5425714285714286,0.483
2_559,,,
2_444,0.7073333333333333,0.43333333333333335,0.5856666666666667
2_299,0.6998,0.4726,0.4034
2_313,0.5223333333333333,0.4243333333333334,0.4896666666666667
2_125,0.655,0.43933333333333335,0.658
2_552,0.115,0.923,0.673
2_181,0.719,0.429,0.615
2_107,0.72,0.7795,0.637
2_347,0.67,0.548,0.536
2_495,0.927,0.25,0.375
2_525,0.5795,0.41000000000000003,0.533
2_186,0.7505,0.4485,0.6
2_506,0.40950000000000003,0.5700000000000001,0.56275
2_486,0.6676,0.48660000000000003,0.47359999999999997
2_149,0.958,0.353,0.526
2_150,0.72125,0.35175,0.37224999999999997
2_12,0.664,0.295,0.6105
2_611,0.551,0.35,0.457
2_429,0.84,0.711,0.727
2_127,0.6685000000000001,0.2605,0.366
2_36,0.5486153846153846,0.5886153846153847,0.49600000000000005
2_173,0.6146666666666666,0.5343333333333333,0.6803333333333333
2_295,0.677,0.69,0.892
2_356,,,
2_38,0.727,0.649,0.605
2_431,0.75,0.552,0.6234999999999999
2_13,0.7050000000000001,0.45,0.623
2_482,0.5495,0.574,0.4961666666666667
2_193,0.6823333333333332,0.294,0.3136666666666667
2_203,0.918,0.61,0.566
2_426,0.72325,0.4365,0.53
2_357,0.6143333333333333,0.44966666666666666,0.5043333333333333
2_590,0.786,0.408,0.618
2_316,0.823,0.24,0.647
2_8,0.6548,0.3548,0.4384
2_343,0.724,0.369,0.5705
2_334,0.306,0.4795,0.406
2_367,,,
2_51,0.7321428571428571,0.35171428571428576,0.47314285714285714
2_282,0.639,0.4225,0.5589999999999999
2_225,0.6845,0.4505,0.5565
2_514,,,
2_272,,,
2_43,0.5823333333333334,0.41500000000000004,0.5666666666666667
2_575,0.7416666666666667,0.5181666666666667,0.47433333333333333
2_339,0.958,0.353,0.526
2_69,0.365,0.24,0.471
2_217,,,
2_213,0.5416000000000001,0.3254,0.3996
2_96,0.763,0.501,0.6425000000000001
2_188,0.867,0.566,0.589
2_29,0.518,0.3165,0.42500000000000004
2_177,0.61375,0.52925,0.5405
2_358,0.699,0.39233333333333337,0.561
2_263,0.7054,0.43479999999999996,0.4984
2_446,0.8365,0.645,0.696
2_594,0.5196000000000001,0.4226,0.4166
2_535,0.644,0.40075,0.483
2_617,0.5569999999999999,0.637,0.7464999999999999
2_210,0.7535000000000001,0.3435,0.5225
2_234,0.6625,0.3605,0.47125
2_162,0.35200000000000004,0.5845,0.3265
2_437,0.604,0.4335,0.667
2_341,0.765,0.567,0.6205
2_318,0.454,0.6325000000000001,0.46950000000000003
2_579,,,
2_250,0.5583333333333332,0.336,0.45966666666666667
2_194,,,
2_78,0.6146666666666667,0.37833333333333335,0.4506666666666666
2_337,0.6412,0.323,0.33140000000000003
2_435,0.596,0.49025,0.45075
2_419,,,
2_564,0.5936,0.3286,0.41879999999999995
2_261,,,
2_422,0.6145,0.397,0.445
2_627,,,
2_445,,,
2_585,,,
2_91,0.601,0.4495,0.46875
2_560,0.71825,0.415,0.5892499999999999
2_425,,,
2_53,0.654,0.3695,0.525
2_481,0.74,0.352,0.71
2_293,,,
2_248,0.44,0.467,0.62
2_56,0.219,0.873,0.277
2_260,0.474,0.45199999999999996,0.6285000000000001
2_134,0.505,0.3065,0.34299999999999997
2_488,0.6305,0.37,0.437
2_542,0.7413333333333333,0.4088333333333333,0.6143333333333333
2_504,0.6355,0.381,0.568
2_54,0.718,0.252,0.4275
2_300,0.728,0.478,0.577
2_387,0.7966666666666667,0.37566666666666665,0.5743333333333333
2_569,0.51,0.452,0.454
2_530,0.052,0.941,0.736
2_48,0.614,0.526,0.503
2_253,,,
2_555,0.667,0.363,0.309
2_42,0.6145,0.435,0.5295
2_441,0.6749999999999999,0.3273333333333333,0.5926666666666667
2_218,0.542,0.303,0.402
2_415,0.3855,0.607,0.5455
2_473,0.6665,0.534,0.75
2_537,0.6404,0.484,0.5016
2_397,1.0,0.519,0.673
2_572,1.0,0.735,0.772
2_243,0.7293333333333333,0.527,0.604
2_474,0.917,0.456,0.741
2_245,0.722,0.39175,0.601
2_176,0.448,0.255,0.396
2_58,,,
2_427,0.448,0.6233333333333334,0.4686666666666666
2_534,0.529,0.269,0.558
2_626,0.6532,0.531,0.49779999999999996
2_607,,,
2_33,,,
2_44,,,
2_189,0.61475,0.402,0.5595
2_232,0.9096666666666667,0.46799999999999997,0.5826666666666667
2_400,0.43600000000000005,0.5274,0.5368
2_230,0.5035000000000001,0.5375,0.5489999999999999
2_180,0.67,0.548,0.536
2_270,,,
2_550,0.6796666666666668,0.3443333333333333,0.5576666666666666
2_454,0.551,0.35,0.457
2_151,0.40780000000000005,0.45099999999999996,0.4596
2_439,0.6673333333333332,0.4633333333333334,0.5123333333333333
2_385,0.765,0.361,0.704
2_547,0.757,0.389,0.593
2_65,0.929,0.51,0.625
2_251,0.738,0.329,0.491
2_205,0.5086666666666667,0.4703333333333333,0.5650000000000001
2_405,0.6357999999999999,0.4114,0.6076
2_375,0.441,0.337,0.543
2_72,0.825,0.4545,0.738
2_353,0.283,0.381,0.329
2_517,,,
2_521,,,
2_499,0.198,0.349,0.298
2_317,0.553625,0.377125,0.50425
2_393,,,
2_254,0.6736666666666666,0.44966666666666666,0.36733333333333335
2_407,,,
2_94,0.666,0.454,0.495
2_198,,,
2_365,0.352,0.28450000000000003,0.3065
2_301,0.5915,0.3303333333333333,0.452
2_540,,,
2_302,0.44325,0.46975,0.48375
2_305,0.7080000000000001,0.5383333333333333,0.5373333333333333
2_27,0.6516666666666667,0.5056666666666666,0.535
2_196,,,
2_264,,,
2_615,0.8245,0.4355,0.6325000000000001
2_111,,,
2_202,,,
2_577,0.6168571428571428,0.33057142857142857,0.4382857142857143
2_467,0.6555,0.453,0.5915
2_526,0.7969999999999999,0.4455,0.586
2_257,0.7005,0.47225,0.45899999999999996
2_259,0.6653333333333333,0.4951666666666667,0.5499999999999999
2_609,0.7969999999999999,0.4155,0.5754999999999999
2_31,0.604,0.4,0.5
2_371,0.406,0.362,0.212
2_531,0.564,0.46699999999999997,0.5052
2_315,0.6414,0.3336,0.526
2_413,0.33466666666666667,0.47533333333333333,0.4048333333333333
2_548,0.6545000000000001,0.46499999999999997,0.6885
2_128,0.5506666666666666,0.33866666666666667,0.5766666666666667
2_326,0.462,0.312,0.392
2_247,0.958,0.353,0.526
2_576,0.745,0.655,0.611
2_146,0.51,0.441,0.444
2_458,,,
2_522,,,
2_30,0.51,0.441,0.444
2_171,0.5289999999999999,0.263,0.5075000000000001
2_97,0.6973333333333334,0.33,0.5403333333333333
2_228,0.5549999999999999,0.5960000000000001,0.4675
2_7,0.9635,0.48550000000000004,0.6275
2_553,0.4595,0.461,0.4645
2_291,0.44566666666666666,0.5143333333333333,0.418
2_319,,,
2_314,0.729,0.352,0.808
2_410,0.5509999999999999,0.3215,0.4665
2_166,0.693,0.471,0.537
2_558,0.6191666666666666,0.3655,0.49
2_289,0.7073333333333333,0.37266666666666665,0.7120000000000001
2_118,0.479,0.673,0.358
2_28,0.7833333333333333,0.40199999999999997,0.4526666666666667
2_562,0.81925,0.447,0.64125
2_231,0.47,0.575,0.404
2_388,0.94,0.5960000000000001,0.6745000000000001
2_102,0.5124,0.4824,0.44000000000000006
2_351,0.6352,0.3982,0.45120000000000005
2_350,0.5408000000000001,0.41669999999999996,0.4024
2_587,0.5385714285714286,0.3647142857142857,0.4242857142857143
2_612,0.80025,0.449,0.5475
2_89,0.7666666666666666,0.3506666666666667,0.547
2_599,0.5306666666666667,0.5163333333333333,0.377
2_182,0.74,0.397,0.656
2_292,0.646,0.365,0.41600000000000004
2_489,0.5646666666666668,0.5613333333333334,0.5083333333333333
2_390,0.42474999999999996,0.4075,0.38775
2_378,0.432,0.6925,0.5335000000000001
2_9,0.599,0.3634,0.4548
2_144,0.571,0.356,0.781
2_479,0.382,0.532,0.47450000000000003
2_45,0.63025,0.47874999999999995,0.4655
2_507,0.5235000000000001,0.35350000000000004,0.452
2_398,0.42460000000000003,0.45780000000000004,0.4366
2_281,0.625,0.3365,0.5065
2_591,0.5700000000000001,0.40692307692307694,0.4470769230769231
2_462,0.81475,0.46675,0.5215
2_505,0.7813333333333334,0.3216666666666667,0.49833333333333335
2_74,0.673,0.771,0.719
2_126,0.486,0.501,0.5021666666666667
2_158,0.629,0.36233333333333334,0.513
2_255,0.8865000000000001,0.453,0.458
