nid,audio_arousal_wav2vec,audio_dominance_wav2vec,audio_valence_wav2vec,valence,arousal,dominance,episode,sarcasm,audio_arousal_z,audio_valence_z,audio_dominance_z,text_arousal_z,text_valence_z,text_dominance_z,gap_arousal,gap_valence,gap_dominance,gap_total
51_80,0.5243457555770874,0.5712668895721436,0.545436441898346,0.437,0.4064,0.477,51,0,-1.7128587471977772,-0.47419453762847236,-1.6341886998710005,-0.39544486405669377,-2.0237228723902896,-0.5820315198977353,1.3174138831410835,1.5495283347618172,1.0521571799732652,2.2899022099408293
51_87,0.6384196281433105,0.6284753680229187,0.5371715426445007,0.6302777777777778,0.4167222222222222,0.519888888888889,51,1,-0.5163577127197085,-0.5249445338116966,-0.8288895515259391,-0.26229923135081357,-0.04454629848537964,-0.05737277588755568,0.254058481368895,0.480398235326317,0.7715167756383834,0.9436982099970076
51_88,0.7640380859375,0.7381559610366821,0.5389730334281921,0.5924871794871794,0.4470769230769231,0.5176410256410257,51,1,0.801232470896021,-0.513882614290546,0.7150369876139635,0.12924396195458804,-0.43152439659140385,-0.08487083281754379,0.671988508941433,0.0823582176991422,0.7999078204315073,1.0479522667370849
51_89,0.6701244711875916,0.677450954914093,0.6375422477722168,0.5787142857142857,0.4846428571428571,0.5477142857142857,51,0,-0.1838111212254578,0.091374279726077,-0.13948127706714109,0.613804355222246,-0.5725596931661254,0.2830146327911418,0.7976154764477038,0.6639339728922025,0.4224959098582829,1.120491661047194
51_93,0.8502660989761353,0.794089674949646,0.5643207430839539,0.6124999999999999,0.547625,0.5542083333333333,51,1,1.7056631216729659,-0.3582368975342418,1.5023918237794374,1.4262066731875613,-0.22659185860310746,0.3624561607863911,0.2794564484854045,0.13164503893113436,1.1399356629930462,1.181050226975403
51_96,0.6842178106307983,0.6813343167304993,0.2977433800697326,0.605111111111111,0.4478888888888888,0.5547777777777778,51,1,-0.03598853184805054,-1.9951352722133375,-0.08481686283772698,0.1397174529764119,-0.3022545445270376,0.36942216094973945,0.17570598482446242,1.6928807276862998,0.45423902378746644,1.7615478540210654
51_102,0.6063758134841919,0.5880992412567139,0.4470424056053161,0.6688,0.4606,0.4196,51,1,-0.8524597186019165,-1.078375763915058,-1.3972469240485155,0.3036771987412431,0.3499236745947183,-1.2842043363631712,1.1561369173431597,1.4282994385097763,0.11304258768534425,1.8410514616168896
51_106,0.6931122541427612,0.7011125683784485,0.3178484141826629,0.5561851851851851,0.4245185185185185,0.4720740740740741,51,0,0.05730374116558137,-1.8716818128115063,0.19359307986949778,-0.16173534299563674,-0.8032590964343644,-0.6422902530180749,0.21903908416121812,1.0684227163771418,0.8358833328875727,1.374120143022484
51_114,0.6369813680648804,0.6264855861663818,0.644127368927002,0.6363333333333334,0.4391111111111111,0.5244444444444444,51,0,-0.5314433728535941,0.13180972403181765,-0.8568988550042749,0.026493502666784446,0.01746297042972137,-0.0016447745807766682,0.5579368755203785,0.11434675360209628,0.8552540804234982,1.027535050110615
51_118,0.5213541388511658,0.548224151134491,0.4443389475345611,0.7123333333333334,0.485,0.624,51,0,-1.7442372953859184,-1.0949761461530496,-1.958551419207197,0.6184111163107936,0.7957077399330024,1.2162159369039909,2.362648411696712,1.890683886086052,3.1747673561111878,4.385879711053151
51_119,0.6841655969619751,0.6504161357879639,0.5768933892250061,0.6777727272727273,0.4463181818181818,0.5788636363636364,51,0,-0.0365361919507146,-0.2810355035336345,-0.520038799439764,0.11945701077486238,0.44180496496550126,0.6640638884797132,0.15599320272557698,0.7228404684991357,1.1841026879194771,1.396041330955056
51_120,0.561924159526825,0.6194663047790527,0.8707724809646606,0.6658000000000001,0.5142,0.5118,51,0,-1.3187053956159447,1.5235070959636323,-0.955706260414895,0.99505990291042,0.319203486324853,-0.1563239586956934,2.3137652985263646,1.2043036096387794,0.7993823017192017,2.728162221195008
51_122,0.6223252415657043,0.6482781171798706,0.6316606998443604,0.7025714285714286,0.5286428571428571,0.5164285714285715,51,1,-0.68516893790378,0.055259074238085834,-0.5501347679197659,1.1813573213312718,0.6957452225469294,-0.09970275597423967,1.8665262592350518,0.6404861483088435,0.45043201194552623,2.0241125907357
51_123,0.5181531310081482,0.5590580105781555,0.3546134531497955,0.6061428571428572,0.4055714285714286,0.4404285714285714,51,1,-1.7778121106296065,-1.6459288387035644,-1.8060478389768624,-0.40613254978212315,-0.2916894004130611,-1.0294089241166295,1.3716795608474834,1.3542394382905034,0.7766389148602328,2.0781331232487017
51_124,0.6353890895843506,0.6121482849121094,0.5817294120788574,0.7475,0.3825,0.5315000000000001,51,1,-0.5481445052537856,-0.2513402666242729,-1.0587188789289936,-0.7037293161022781,1.1558166135408805,0.08466566646753172,0.15558481084849252,1.4071568801651533,1.1433845453965255,1.8197871681640432
51_125,0.7970223426818848,0.7546007633209229,0.8357241153717041,0.7198333333333333,0.5763333333333334,0.5555,51,0,1.147198610453838,1.3082952264126204,0.9465233971956631,1.7965134853552875,0.8725082106076677,0.3782570879861798,0.6493148749014495,0.4357870158049527,0.5682663092094833,0.9666678478645284
51_128,0.3869113028049469,0.5067341327667236,0.4927223920822143,0.8013999999999999,0.5307999999999999,0.5528000000000001,51,0,-3.154384849674319,-0.7978812208903798,-2.5425885647700377,1.2091821583060973,1.7077559961228113,0.34522805306533266,4.363567007980416,2.505637217013191,2.8878166178353704,5.801587689129837
51_129,0.6079078316688538,0.6028542518615723,0.6933183670043945,0.7539090909090909,0.4954545454545455,0.5254545454545455,51,0,-0.8363906459777449,0.43386337139058023,-1.1895469852336977,0.7532635772664511,1.2214461066628666,0.010711766728932225,1.589654223244196,0.7875827352722864,1.20025875196263,2.141940285358108
51_136,0.6847568154335022,0.6699643135070801,0.6910925507545471,0.5105,0.3625,0.388,51,1,-0.030335004098745646,0.42019591305686127,-0.24486750848422054,-0.9617079370609265,-1.271078259778564,-1.6707663746960588,0.9313729329621808,1.6912741728354252,1.4258988662118384,2.400219040966664
51_143,0.7180835008621216,0.6959514617919922,0.646798849105835,0.6311538461538462,0.4261538461538461,0.572,51,0,0.3192228104474332,0.14821374841436016,0.12094240201293562,-0.14064136458676785,-0.0355753033353477,0.5801011902802505,0.4598641750342011,0.18378905174970786,0.45915878826731493,0.675337151255617
51_148,0.7358839511871338,0.7025750875473022,0.790235161781311,0.6499375000000001,0.4645,0.539125,51,0,0.5059286419312231,1.028973706550505,0.21418033324540542,0.3539830298281797,0.15677049084793457,0.17794210767918445,0.15194561210304341,0.8722032157025703,0.03623822556622097,0.8860807680519092
51_156,0.7943499684333801,0.7417622208595276,0.5280729532241821,0.7185714285714286,0.3461428571428571,0.5152857142857142,51,0,1.1191685411582408,-0.5808137421555326,0.7658007562491894,-1.172697594916393,0.8595862266528834,-0.1136832998560811,2.291866136074634,1.440399968808416,0.8794840561052705,2.846207065688007
51_157,0.7931349277496338,0.7489213943481445,0.6853414177894592,0.71,0.4822,0.573,51,0,1.1064241904815206,0.3848815109010656,0.866577362608306,0.5822941093765832,0.77181426016755,0.592334166176861,0.5241300811049374,0.38693274926648435,0.274243196431445,0.7068512044008445
51_159,0.7101487517356873,0.6900696754455566,0.5906881093978882,0.6077777777777778,0.540888888888889,0.5558888888888889,51,0,0.2359966051426986,-0.1963300552734272,0.0381470251072599,1.3393180404341285,-0.2749477105093782,0.3830143563904171,1.1033214352914298,0.07861765523595102,0.34486733128315716,1.1586338513416163
51_164,0.7321591377258301,0.6966615319252014,0.7237093448638916,0.62575,0.436875,0.474625,51,1,0.4668597205434578,0.620476899638533,0.1309377539087333,-0.002349940370953228,-0.09091102707786335,-0.6110848376521845,0.469209660914411,0.7113879267163964,0.7420225915609178,1.1299681475864929
51_170,0.6747663021087646,0.6932926177978516,0.6659468412399292,0.7032857142857143,0.4261428571428571,0.6622857142857143,51,1,-0.1351237629889636,0.26579056307058013,0.08351499855723657,-0.14078311108179997,0.7030595530873732,1.684564156945645,0.005659348092836358,0.4372689900167931,1.6010491583884086,1.6596971426821743
51_172,0.7888692617416382,0.7772991061210632,0.3425097167491913,0.6084705882352941,0.3847647058823529,0.4603529411764706,51,0,1.061682360678717,-1.7202509274873605,1.2660382072517524,-0.6745170310819611,-0.26785328794596674,-0.7856745892354257,1.7361993917606782,1.4523976395413938,2.051712796487178,3.0550568948163304
51_173,0.8376789093017578,0.7611634731292725,0.4748159348964691,0.7491666666666666,0.314,0.4818333333333333,51,1,1.5736382755994605,-0.9078344829835435,1.0389038408399935,-1.5873060928856482,1.1728833848019167,-0.5229054697307856,3.160944368485109,2.0807178677854603,1.561809310570779,4.093922870373228
51_177,0.6352123022079468,0.6575958132743835,0.4767130315303802,0.5910000000000001,0.5323333333333333,0.5903333333333333,51,1,-0.5499987973365499,-0.8961855028843122,-0.4189735671214303,1.2289605192462612,-0.4467532078704816,0.8043724150514406,1.778959316582811,0.4494322950138306,1.223345982172871,2.2052802610907953
51_184,0.7298470139503479,0.7099255919456482,0.7251728177070618,0.648,0.3555,0.431,51,0,0.44260825588313646,0.6294632452580012,0.3176502225379149,-1.0520004543964534,0.13693036925697882,-1.1447484111418127,1.4946087102795897,0.4925328760010224,1.4623986336797277,2.1482675798358524
51_185,0.6975613236427307,0.6720200181007385,0.4404258131980896,0.5400666666666666,0.3979333333333333,0.4208,51,1,0.10396925833813087,-1.1190044550943812,-0.21593023898584346,-0.504655813595855,-0.9683137376077701,-1.2695247652872383,0.6086250719339859,0.15069071748661111,1.0535945263013948,1.2260479584321078
51_214,0.7147189378738403,0.7056367993354797,0.4815554320812225,0.706,0.415,0.5767777777777777,51,0,0.2839324936949437,-0.8664511042032208,0.2572787333823516,-0.28451405704447513,0.7308540091410614,0.6385476306751667,0.5684465507394189,1.5973051133442822,0.38126889729281516,1.73778050346015
51_215,0.6660174131393433,0.7164789438247681,0.1556477695703506,0.5694285714285714,0.5298571428571429,0.4971428571428571,51,0,-0.2268893396890046,-2.8676627488358135,0.40989893863690485,1.1970203090323341,-0.6676459901919028,-0.3356244339802978,1.4239096487213387,2.2000167586439106,0.7455233726172026,2.7245912583641445
51_216,0.7133938074111938,0.7123987674713135,0.4539569318294525,0.635,0.4039999999999999,0.35,51,1,0.27003343045016365,-1.0359176323993633,0.3524640508105862,-0.42640229857173245,0.0038095534208911026,-2.1356194587672537,0.6964357290218961,1.0397271858202544,2.48808350957784,2.785069998442615
51_218,0.8598077297210693,0.8000437021255493,0.2799954414367676,0.74,0.594,0.667,51,0,1.8057436291554634,-2.1041151629801877,1.586204103773983,2.024394600535426,1.079016142866214,1.742233900458238,0.21865097137996248,3.183131305846402,0.15602979668425498,3.194444936917547
51_221,0.7538424134254456,0.7609988451004028,0.6026778221130371,0.5966666666666667,0.36775,0.4298333333333333,51,0,0.6942918329266139,-0.12270812040850182,1.0365864428767437,-0.8939885490592809,-0.38872618558295696,-1.1590202163545253,1.5882803819858948,0.26601806517445514,2.1956066592312693,2.722882440514301
51_227,0.6008015871047974,0.6189402341842651,0.8240846991539001,0.7276363636363636,0.4534545454545454,0.5268181818181819,51,0,-0.910926810840664,1.236824261009904,-0.963111529938299,0.21150847325328875,0.9524117306025223,0.02739309749703706,1.1224352840939527,0.2844125304073818,0.9905046274353361,1.5237620783451122
51_241,0.2990739345550537,0.3826816380023956,0.4448429346084595,0.566,0.5559999999999999,0.5796666666666667,51,1,-4.0756957477138,-1.0918814511917243,-4.288822184140839,1.534235220713994,-0.702754776786036,0.6738873388209307,5.609930968427793,0.38912667440568827,4.96270952296177,7.500082056121431
51_242,0.6090559959411621,0.6386291980743408,0.7867685556411743,0.6723333333333333,0.4605833333333333,0.5365,51,1,-0.824347750364026,1.0076872706270628,-0.6859584525999909,0.30346221655711025,0.386105229668117,0.1458305459505823,1.127809966921136,0.6215820409589458,0.8317889985505732,1.5330337547618147
51_243,0.5017580389976501,0.5645803213119507,0.5081465244293213,0.6626363636363636,0.3696363636363636,0.513909090909091,51,1,-1.9497773828661211,-0.7031704889499946,-1.728312645675951,-0.8696564745825001,0.28680765142208364,-0.13052350044102376,1.0801209082836212,0.9899781403720782,1.5977891452349273,2.167867165570011
51_246,0.8431879281997681,0.7690643072128296,0.5647078156471252,0.5575,0.572625,0.547125,51,1,1.6314214178926436,-0.35586010738831964,1.1501204844390505,1.7486799493858718,-0.7897953102173236,0.27580591485206757,0.11725853149322818,0.433935202829004,0.874314569586983,0.9830947513105074
51_248,0.5617530941963196,0.6060495972633362,0.4192212522029876,0.6905555555555556,0.477,0.6467777777777778,51,0,-1.3204996701532117,-1.2492094771420128,-1.1445674821881326,0.5152196679273342,0.5727019287887871,1.494855943437894,1.8357193380805459,1.8219114059308,2.6394234256260267,3.6953731447591394
51_249,0.4101657271385193,0.4768704771995544,0.564254641532898,0.653,0.4566,0.528,51,1,-2.9104732321813764,-0.3586427891683391,-2.962966401167219,0.25208147454951346,0.18813068304008948,0.04185025082939467,3.16255470673089,0.5467734722084285,3.004816651996614,4.396548261431086
51_251,0.6674460172653198,0.689954400062561,0.8078169226646423,0.7203478260869566,0.431,0.556304347826087,51,0,-0.21190495916314597,1.1369331952651793,0.036524343115614415,-0.07813116027755637,0.8777766486925972,0.3880966555551925,0.1337737988855896,0.25915654657258214,0.3515723124395781,0.4567938657357621
51_260,0.7479760050773621,0.7604726552963257,0.6475246548652649,0.7658461538461538,0.4970769230769231,0.6175384615384616,51,1,0.6327600947709039,0.15267050443636418,1.0291794952954376,0.7741905143512083,1.3436823802681397,1.1371720926489708,0.14143041958030445,1.1910118758317756,0.10799259735353317,1.2042318103414094
51_271,0.6913427114486694,0.6737349629402161,0.5367448329925537,0.648,0.5835,0.5885,51,1,0.03874331522050079,-0.5275647125389304,-0.19178969800154977,1.8889558245321363,0.13693036925697882,0.7819452925743227,1.8502125093116355,0.6644950817959092,0.9737349905758724,2.193855026025194
51_288,0.6652241945266724,0.6698359251022339,0.6720144748687744,0.639888888888889,0.5186666666666667,0.5613333333333334,51,0,-0.235209271933586,0.30304841389820314,-0.24667477684513284,1.0526751282578521,0.05387208245326648,0.4496161140497406,1.2878844001914382,0.24917633144493667,0.6962908908948735,1.4851114696048893
51_296,0.7425535917282104,0.7539256811141968,0.3973262012004852,0.5989166666666667,0.4235833333333333,0.5032083333333334,51,0,0.575885343036135,-1.3836544014756673,0.9370205552942273,-0.17379823221638863,-0.3656860443805574,-0.26142560994073755,0.7496835752525237,1.01796835709511,1.198446165234965,1.7419983496021791
51_299,0.6494094133377075,0.6563901901245117,0.8120337128639221,0.6895,0.46225,0.46425,51,0,-0.4010877647642361,1.1628260803380788,-0.43594460571761096,0.3249604349703314,0.5618929736567968,-0.7380019625795174,0.7260481997345675,0.600933106681282,0.3020573568619065,0.989699567483903
51_310,0.8332944512367249,0.7734853029251099,0.8478493690490723,0.224,0.167,0.264,51,0,1.5276504565448195,1.382749440426272,1.2123529398084036,-3.4834489569317126,-4.204856239550802,-3.187655385875746,5.011099413476532,5.587605679977074,4.40000832568415,8.700145276531119
51_311,0.8476549386978149,0.7569180727005005,0.6112163066864014,0.7004375,0.4783125,0.5448125,51,1,1.678275115077638,-0.07027819401742688,0.979143164760913,0.5321495149277454,0.6738936600573517,0.2475171580911568,1.1461256001498925,0.7441718540747786,0.7316260066697562,1.55005556460134
51_316,0.6528620719909668,0.6847256422042847,0.8737084865570068,0.7162857142857143,0.4572857142857143,0.5737142857142857,51,0,-0.36487342788419236,1.5415354188782973,-0.03707863260057425,0.2609264558395243,0.8361803689234609,0.601072006103012,0.6257998837237166,0.7053550499548363,0.6381506387035862,1.1385901275890293
51_317,0.7839914560317993,0.7633981704711914,0.8099610209465027,0.7080000000000001,0.6376666666666667,0.6693333333333333,51,1,1.0105199038732193,1.150098870523743,1.0703607142788625,2.587647922961809,0.7513341346543068,1.7707775108836616,1.5771280190885895,0.39876473586943617,0.7004167966047992,1.771137993532251
51_320,0.9111492037773132,0.8511214256286621,0.8114427328109741,0.397,0.781,0.298,51,0,2.3442554324105234,1.1591972114904012,2.3052032512841527,4.436494706498787,-2.433325382655174,-2.7717342053909935,2.092239274088264,3.592522594145575,5.076937456675147,6.5619339914749935
51_322,0.687457799911499,0.6898742914199829,0.7166701555252075,0.621375,0.457375,0.55025,51,0,-0.0020048470756613567,0.5772532835847735,0.035396688205184455,0.2620781461116607,-0.1357113016380853,0.31403396452897553,0.26408299318732203,0.7129645852228588,0.2786372763237911,0.8097512326819386
52_3,0.8480134010314941,0.7966399192810059,0.6231657266616821,0.608,0.4488333333333333,0.5473333333333333,52,1,1.682034964229946,0.0030963262896538126,1.5382905164860268,0.15189977674390465,-0.2726721410079065,0.2783544514971951,1.5301351874860414,0.2757684672975603,1.2599360649888316,2.0011998469413617
52_8,0.7144551277160645,0.6957249641418457,0.6656221151351929,0.6496999999999999,0.3726,0.4338,52,0,0.2811654347744059,0.2637966066931573,0.1177540919983271,-0.8314287334768091,0.15433847594323566,-1.1104960786313034,1.112594168251215,0.10945813074992164,1.2282501706296305,1.6608568111868034
52_11,0.771877110004425,0.7382683753967285,0.7048428058624268,0.6722857142857144,0.3875,0.5048571428571429,52,0,0.8834546326792049,0.5046283269085595,0.7166193962159507,-0.6392346608626159,0.38561760763208824,-0.24125576277787403,1.5226892935418208,0.11901071927647128,0.9578751589938248,1.802850813624643
52_12,0.6141315698623657,0.6493155360221863,0.4991389811038971,0.6193846153846153,0.4707692307692308,0.5065384615384615,52,0,-0.7711109371422734,-0.758480635552547,-0.5355314690239077,0.4348494052440634,-0.1560929650094398,-0.22068823187478284,1.2059603423863368,0.6023876705431072,0.3148432371491249,1.3843184304954772
52_15,0.6730639934539795,0.6550027132034302,0.4927556216716766,0.4755,0.3715,0.44275,52,1,-0.15297898277444938,-0.7976771770797313,-0.45547552164394167,-0.8456175576295347,-1.629480456260338,-1.0010109443566408,0.6926385748550854,0.8318032791806067,0.5455354227126992,1.2121277936204655
52_26,0.6326037049293518,0.637902021408081,0.6298237442970276,0.5516153846153846,0.4543846153846154,0.4572307692307692,52,0,-0.5773599210729569,0.043979385986288026,-0.6961946058047866,0.22350538115101698,-0.8500541410543692,-0.8238680433922635,0.8008653022239738,0.8940335270406572,0.12767343758747685,1.207054964135626
52_39,0.6067322492599487,0.6564987301826477,0.6219549179077148,0.6983333333333334,0.3777777777777777,0.5413333333333333,52,0,-0.848721125663639,-0.004338554373152267,-0.4344167339974525,-0.7646409349397376,0.6523468613402924,0.20495659611753278,0.08408019072390138,0.6566854157134446,0.6393733301149853,0.9203822406724466
52_41,0.6080074310302734,0.6368666887283325,0.4942300021648407,0.5824444444444444,0.3858888888888889,0.4991111111111111,52,0,-0.8353459655764303,-0.7886238538506687,-0.7107685386873523,-0.660016271995396,-0.5343626336771385,-0.3115468306282388,0.17532969358103423,0.25426122017353014,0.39922170805911356,0.5047447292651879
52_44,0.6464858055114746,0.6542835235595703,0.3437543511390686,0.6378,0.4727333333333333,0.5472,52,0,-0.4317529794168298,-1.7126083430352395,-0.4655992449692749,0.46018422878948895,0.0324817291394333,0.2767233880443139,0.8919372082063187,1.7450900721746727,0.7423226330135888,2.0956942131116634
