major_fit_stable,minor_fit_stable,wholetone_fit_stable,majorness_stable,tonal_clarity_stable,stable_pitch_fraction,nid
0.44223142391197173,0.5810467650643701,0.3527378107513292,-0.1388153411523984,0.17229053058893007,0.36314363143631434,51_61
0.5597294516175275,0.7526275291537855,5.125426827851733e-17,-0.19289807753625798,0.030273743349480853,0.3522167487684729,51_66
0.2526335840948182,0.3296373619163897,0.32626012963819,-0.07700377782157153,0.09079933813400931,0.35374868004223864,51_68
0.5264531921963806,0.4339229627082379,0.3015113445777636,0.09253022948814277,0.3027268367014797,0.35260115606936415,51_69
0.6266863613143457,0.5953170346612467,0.35634048856644024,0.031369326653098994,0.28456126576524576,0.31496062992125984,51_74
0.49383676583678704,0.5738937684122664,0.31391443747059183,-0.08005700257547932,0.09782713971640244,0.38305084745762713,51_75
0.45567152004815104,0.3577524905451292,0.2250175801852048,0.09791902950302184,0.1376183916171302,0.4015544041450777,51_77
0.2321675436924193,0.3308726599622898,0.05661385170722981,-0.09870511626987052,0.4086660535925769,0.4018264840182648,51_79
0.5686345660142165,0.5274270406276803,0.17457431218879396,0.04120752538653616,0.36862427481654747,0.2743362831858407,51_80
0.32590260700773055,0.3733374164466767,0.5366563145999496,-0.047434809438946124,0.09844255104318411,0.3527054108216433,51_87
0.41018448317289297,0.26177756113602696,0.10092072495283214,0.148406922036866,0.09033697426397136,0.3547925608011445,51_88
0.5703998645371194,0.5213113769289724,0.07244179326244432,0.04908848760814699,0.22414228780265522,0.3405639913232104,51_89
0.3054628318956167,0.4715224455769048,0.05340987639930383,-0.16605961368128813,0.10353691508629104,0.3241025641025641,51_93
0.5004002569665567,0.5238246861148168,0.24618298195866545,-0.02342442914826015,0.1337737726453626,0.29775280898876405,51_96
0.7260755930249437,0.48213564663981484,0.24019223070763074,0.2439399463851289,0.24546299850318454,0.39768339768339767,51_102
0.5346164140136755,0.511546894820348,0.38706061046179363,0.02306951919332756,0.06571776563851972,0.38724168912848156,51_106
0.36439551907732226,0.5469776895500189,0.2469323991623974,-0.18258217047269665,0.23508301649841534,0.33423180592991913,51_114
0.5830344239155723,0.6658000065664598,0.20786985482077452,-0.08276558265088751,0.4303821852918748,0.4194528875379939,51_118
0.33784267535600876,0.33062311620167273,0.042346025712034725,0.0072195591543360305,0.1188460300041192,0.3277777777777778,51_119
0.34155508256170053,0.5728776201263024,0.07235746052924213,-0.23132253756460186,0.3077432267459289,0.43727598566308246,51_120
0.5177171171604537,0.5735654605399968,0.4319342127906801,-0.05584834337954314,0.12633707405393768,0.48600883652430044,51_122
0.6455163275369741,0.5020535639603824,0.3551700830103246,0.1434627635765917,0.4487143081319357,0.4425287356321839,51_123
0.317286922183684,0.5452958345450973,0.19245008972987526,-0.22800891236141335,0.5578858913022597,0.33544303797468356,51_124
0.5301891949962809,0.39076198039492266,0.447213595499958,0.13942721460135826,0.3026426358721753,0.391025641025641,51_125
0.6590726443331261,0.7056543381167681,2.7755575615628914e-17,-0.046581693783642075,0.2500000000000001,0.34408602150537637,51_128
0.5149010078294814,0.44297838000506656,0.19131968294834525,0.07192262782441489,0.11330561360544655,0.46537396121883656,51_129
0.603386028982134,0.709611570712754,0.3030457633656632,-0.10622554173062004,0.703963953808263,0.2937853107344633,51_136
0.425020536881044,0.5424455889381309,0.2127079939119674,-0.11742505205708686,0.4538131033605669,0.4226415094339623,51_143
0.464904948960758,0.6173606235240198,0.15329283909227875,-0.15245567456326176,0.1379954064880613,0.4728682170542636,51_148
0.21851583454318435,0.3554893987027904,0.04244763599780087,-0.13697356415960604,0.18385545840573847,0.3178294573643411,51_156
0.3513788951350883,0.3023059926501341,0.12126781251816651,0.04907290248495422,0.23642531138339173,0.26282051282051283,51_157
0.3482241916566073,0.5229696372864766,0.14274066738497954,-0.17474544562986932,0.1220522860266916,0.41273584905660377,51_159
0.5050592643420316,0.6544552794888826,0.14253430144367396,-0.14939601514685097,0.273899269417466,0.45021645021645024,51_164
0.4582651716467872,0.5706256689590186,0.27975144247209416,-0.11236049731223136,0.3050958142816539,0.2809278350515464,51_170
0.4506182569176498,0.442640252548011,0.25848387757093916,0.007978004369638803,0.2080473273886959,0.3880952380952381,51_172
0.346581903993488,0.6690235178708079,0.1264349255883268,-0.32244161387731995,0.37045115838607756,0.30158730158730157,51_173
0.662239951252465,0.7751708154450463,0.3265986323710905,-0.11293086419258125,0.16271671829649248,0.4481707317073171,51_177
0.3862365021672565,0.49028467425554595,0.14471492105848432,-0.10404817208828943,0.2458317668634118,0.514367816091954,51_184
0.4366816032493058,0.5113962540226272,0.06572407799007753,-0.0747146507733214,0.12083816486151311,0.3892988929889299,51_185
0.3501823035931606,0.4368136094517946,0.08417864830275869,-0.08663130585863399,0.3205104977619738,0.32825484764542934,51_200
0.2604184780042601,0.21601627185339917,0.031782086308186394,0.044402206150860934,0.11254790692948125,0.44103194103194104,51_214
0.3181921146873817,0.40184553520529503,0.2900209467136991,-0.08365342051791336,0.16481365748211274,0.3574468085106383,51_215
0.21865202941778258,0.38164376581753856,0.17386703560518024,-0.16299173639975598,0.4612788056097177,0.3286384976525822,51_216
0.4374386853612167,0.357132722354123,0.6454972243679029,0.0803059630070937,0.34298098188370985,0.3076923076923077,51_218
0.39475314699756486,0.6329502368270566,0.32732683535398854,-0.23819708982949178,0.12807607246516017,0.3458333333333333,51_221
0.2206452518401909,0.2858644184189047,0.2889209201945486,-0.0652191665787138,0.10348260761215033,0.49691991786447637,51_227
0.43611352242812607,0.5962138281258619,0.10830607221477649,-0.1601003056977358,0.3832960198124098,0.3812154696132597,51_241
0.36898885112582025,0.5685619079659371,0.09558596776144519,-0.19957305684011684,0.2731732548722341,0.27848101265822783,51_242
0.3502965368276495,0.5888086835229911,0.037850558205223254,-0.2385121466953416,0.2254774170926005,0.3518821603927987,51_243
0.3863082866507112,0.4083573212000586,0.19131968294834525,-0.02204903454934737,0.19258061999363352,0.263681592039801,51_246
0.4114239022919352,0.6767099409176388,0.03380617018914067,-0.2652860386257036,0.08602905432906427,0.43724696356275305,51_248
0.33467625869709816,0.4467257995174194,0.06311944030978033,-0.11204954082032126,0.21277225129268196,0.5639810426540285,51_249
0.48370836000928874,0.719482937558788,0.25480401574293243,-0.23577457754949926,0.15144856680898344,0.4699300699300699,51_251
0.5977547364871867,0.5995970868180546,0.42132935753211825,-0.0018423503308678812,0.19469504668020687,0.516546762589928,51_252
0.26232693748297276,0.4720784133778549,0.12909944487358052,-0.20975147589488213,0.15994037607365053,0.36245954692556637,51_260
0.3833413451673714,0.4446798874137805,0.21811405111984108,-0.06133854224640911,0.24762793691662355,0.45609436435124506,51_261
0.2366419978455033,0.2922769825987877,0.08920515501750789,-0.055634984753284406,0.2029123816486732,0.49591280653950953,51_271
0.41380656038056607,0.5055372764430968,0.08032193289024989,-0.09173071606253069,0.14789546612934257,0.4401114206128134,51_285
0.7197662178505101,0.542784413896046,0.043073049225394795,0.17698180395446406,0.14051271006759936,0.3930131004366812,51_288
0.7676669339704115,0.6507850068564084,0.19464112066271394,0.11688192711400314,0.23200162118260936,0.46658851113716293,51_296
0.24306425707638096,0.381069834650554,0.14285714285714285,-0.13800557757417303,0.3778783318396768,0.5485232067510548,51_299
0.434225915953378,0.3714036396688334,0.3631365196012815,0.06282227628454462,0.13354131651798418,0.4392764857881137,51_310
0.39874516657532477,0.3975015558120274,0.0887916002857211,0.0012436107632973759,0.39069826370192606,0.30434782608695654,51_311
0.2586874352165247,0.6393775510770601,0.13323467750529824,-0.38069011586053536,0.24089979511752324,0.4125874125874126,51_316
0.449161090648094,0.4930533437192479,0.07568906880689909,-0.04389225307115391,0.15531528909639214,0.32456140350877194,51_317
0.5089541241558687,0.6116144723293446,0.577350269189626,-0.10266034817347591,0.23974642511613264,0.3387096774193548,51_320
0.30755381945807225,0.288459019984746,0.057831493196624006,0.019094799473326263,0.14505005163842943,0.45454545454545453,51_322
0.48798851797663517,0.46824638818673375,0.2519763153394849,0.01974212978990142,0.1777591038603259,0.27601809954751133,52_3
0.45514858475366315,0.4333053755373255,0.27820744203732867,0.021843209216337645,0.2041957274394175,0.3204633204633205,52_8
0.4122876449826499,0.4977192216346559,0.30037570459305535,-0.08543157665200596,0.3315425649971384,0.3835616438356164,52_11
0.29848517040699485,0.2942532065706778,0.013246485594039114,0.004231963836317021,0.3744399683203523,0.3241252302025783,52_12
0.6328870162782421,0.4368674802352462,0.49487165930539345,0.19601953604299588,0.3273265207279552,0.37777777777777777,52_15
0.2009738146121672,0.3190247762252641,0.05642328279331495,-0.11805096161309689,0.16548258990951592,0.44629753168779185,52_18
0.5016458930303628,0.4751622600419315,0.27756805500135046,0.02648363298843126,0.2321923809649562,0.41421143847487,52_26
0.3690690567873426,0.5006473652825661,0.5158892635861543,-0.13157830849522356,0.10686163220301448,0.34065934065934067,52_39
0.29669478694814005,0.3800969947891344,0.3535533905932738,-0.08340220784099434,0.10083305890868288,0.3477157360406091,52_41
0.4603995505691455,0.4045482184674856,0.057879908017323296,0.05585133210165988,0.17329617463245683,0.505922165820643,52_44
0.2366583201655902,0.4450412744530548,0.1084912803637471,-0.2083829542874646,0.12599012405809606,0.44259077526987245,52_52
0.659329839986677,0.6156228618450351,0.24426598437301583,0.04370697814164193,0.29079238812169494,0.3785310734463277,52_53
0.3492715063821409,0.49489040277828483,0.224640690331988,-0.14561889639614395,0.1315005878367307,0.36574074074074076,52_57
0.4124231852898082,0.5153936263466012,0.3297762765158163,-0.10297044105679304,0.21812003266074764,0.45673758865248226,52_64
0.7046395629477592,0.5216036220358192,0.3813850356982369,0.18303594091193998,0.25495717349417835,0.3944954128440367,52_65
0.37947695953410376,0.32049716284152785,0.1574591643244434,0.058979796692575914,0.3120575468176816,0.3486238532110092,52_71
0.4120535840015501,0.4621184877682608,0.17277368511627206,-0.05006490376671069,0.26687853908867765,0.4307116104868914,52_74
0.5770247378155513,0.7741201732702262,0.12510864843424488,-0.1970954354546749,0.3005836908010088,0.39667458432304037,52_92
0.3833437358756612,0.41338455278940983,0.11291791431569301,-0.030040816913748658,0.09699803554950082,0.4405940594059406,52_94
0.35308410345334323,0.3364434824693525,3.089189387646901e-17,0.016640620983990717,0.32867740840899706,0.4334763948497854,52_98
0.32478595901769,0.6721553634364938,0.21821789023599242,-0.3473694044188039,0.13493447132874947,0.3978102189781022,52_99
0.5002949450568123,0.5236828808228692,0.2581988897471611,-0.02338793576605691,0.3719239275348397,0.32978723404255317,52_103
0.42596458158180295,0.40289102239750496,0.4642383454426297,0.023073559184297987,0.07706287892906538,0.3547351524879615,52_104
0.3392855897175022,0.4379690681774999,0.20579336121324923,-0.0986834784599977,0.3447603145440751,0.39080459770114945,52_113
0.39162373754651575,0.49385774216331296,0.20523568127251823,-0.10223400461679721,0.1766016754894547,0.3691460055096419,52_129
0.760414770744392,0.7884980601294702,5.1540810002429455e-17,-0.028083289385078203,0.29652594849177705,0.2542372881355932,52_130
0.657339013768105,0.5940714539104122,0.2281385312738065,0.06326755985769283,0.6699856935407209,0.5666666666666667,52_139
0.29449240071385957,0.47152439507748767,0.27343437080986527,-0.1770319943636281,0.13740057514698045,0.42137718396711205,52_140
0.4254377618158469,0.6569683220657118,1.6971661977153667e-17,-0.23153056024986485,0.16872452315769448,0.41284403669724773,52_141
0.49127922652804523,0.5363347880711901,0.30749021091668316,-0.04505556154314483,0.11276168258595176,0.4217573221757322,52_143
0.541628962278942,0.7009069009216146,0.16903085094570328,-0.1592779386426726,0.31758300284064733,0.2797427652733119,52_153
0.44640234685590735,0.6698346045464871,0.4036036763977875,-0.22343225769057978,0.2390520108728067,0.4533333333333333,52_154
0.3052017756618455,0.6064150958611118,0.045501575519329006,-0.3012133201992663,0.4517107975432937,0.4017094017094017,52_161
0.3353873026447446,0.474552732917354,0.18366525106671813,-0.13916543027260941,0.3723171362072394,0.36432160804020103,52_166
0.40173782905190014,0.4239438075651555,0.098058067569092,-0.022205978513255342,0.25635001191424256,0.31351351351351353,52_167
0.4732624395900674,0.5462213493610211,0.24096579867074963,-0.07295890977095365,0.11649314515592568,0.43609022556390975,52_169
0.3802582402795753,0.42066718760600036,0.08737040566610381,-0.04040894732642508,0.19855767558651782,0.4369747899159664,52_172
0.6150407245017184,0.5239771546979655,0.30421207593803623,0.09106356980375296,0.09589107168737288,0.4263565891472868,52_173
0.4164450440419815,0.38024838804926603,0.20779290873084566,0.03619665599271549,0.2678511395931472,0.3217391304347826,52_177
0.36369108244996473,0.5790785192155731,0.2866125763007563,-0.21538743676560834,0.1998281534006181,0.44537815126050423,52_180
0.6019861952721669,0.6485522732239715,0.3292927799690711,-0.04656607795180456,0.5754688941429069,0.4260355029585799,52_182
0.4644363631698553,0.5781461572772513,0.047511433814558024,-0.11370979410739596,0.2784058855635362,0.3924050632911392,52_189
0.583433606518654,0.6142250957900828,0.21195547832507963,-0.03079148927142883,0.11597769266809421,0.4147196261682243,52_192
0.533329219071655,0.5866713681439898,0.22564684120326212,-0.05334214907233481,0.5735057290656387,0.34893617021276596,52_199
0.6284326296692989,0.5259161932888919,0.35582999744274424,0.10251643638040697,0.17728779234264058,0.4714881780250348,52_210
0.3189325323329409,0.43767180760927366,0.11980845957463074,-0.11873927527633277,0.11934896423622032,0.4355300859598854,52_216
0.44491017342556805,0.6841033632410785,0.07214624146990911,-0.2391931898155104,0.2621537157938988,0.4707846410684474,52_218
0.5793729802365241,0.7132425969257419,0.21192669469183542,-0.13386961668921782,0.19521319456897057,0.359375,52_221
0.38006080364628003,0.40969397053827455,0.1316701632874309,-0.029633166891994522,0.21166649720600728,0.4598623853211009,52_224
0.5013162297034227,0.47751975491054954,0.16235226246494963,0.023796474792873168,0.29396186267574553,0.3263707571801567,52_227
0.3734004308025565,0.4670563845237446,0.603681610520369,-0.09365595372118807,0.18268706036354354,0.3759124087591241,52_231
0.5847926834582546,0.4642952139150339,0.35059022420922886,0.12049746954322071,0.3327464840993104,0.3640776699029126,52_232
0.35259921565212804,0.660625194721247,0.08009260499071144,-0.308025979069119,0.12990243161669535,0.40794223826714804,52_234
0.5368462791880894,0.5112452506534705,0.1608168802256692,0.025601028534618875,0.4045676361116235,0.45614035087719296,52_235
0.301109482179035,0.3371018769812117,0.29172998299578917,-0.0359923948021767,0.08908856864449088,0.3836734693877551,52_242
0.3111460083930323,0.5107825089082625,0.16975090042875,-0.1996365005152302,0.1828981840669346,0.5429447852760736,52_249
0.4887474232943207,0.39852719659698527,0.5017452060042545,0.09022022669733543,0.25207687135828827,0.30945558739255014,52_251
0.38412882464121256,0.5953190884853277,0.03960072549193658,-0.2111902638441151,0.31524613605960716,0.49157733537519144,52_259
0.387417052496135,0.37734187858775686,0.24096579867074963,0.010075173908378143,0.5657815926527311,0.46153846153846156,52_260
0.3038961364564833,0.36115082092120937,0.24142320471838086,-0.05725468446472609,0.25011396767547467,0.45024469820554647,52_263
0.6270561838555287,0.5918437275096466,0.2905305007464955,0.035212456345882104,0.47498108386320004,0.39732142857142855,52_264
0.5580187671187304,0.5284165174093826,0.33705609223914335,0.029602249709347883,0.3226596328702803,0.438871473354232,52_265
0.5815525908368456,0.6219687861942728,0.04127441717064981,-0.04041619535742713,0.3711377515054659,0.3548387096774194,52_266
0.3688904967186531,0.3649075232655401,0.14079697633917954,0.003982973453112992,0.19330820989364106,0.4044943820224719,52_267
0.3080088029552705,0.661548304977187,0.03895446935658098,-0.3535395020219165,0.4360847926569317,0.6802325581395349,52_270
0.34028215362482134,0.6182474022551063,0.19011727515734336,-0.277965248630285,0.20810312675222897,0.46774193548387094,52_271
0.250880786142412,0.3381690847177299,3.215345894020992e-17,-0.08728829857531789,0.17696400669129786,0.47249190938511326,52_274
0.5021216439080104,0.4327056919096828,0.4430790204973691,0.06941595199832762,0.37570049340880163,0.4266917293233083,52_275
0.2799590489856035,0.34534014273329705,0.06415002990995841,-0.06538109374769357,0.5195859617506378,0.30569948186528495,52_276
0.6411366176643933,0.6299448545209528,0.08174053141871968,0.011191763143440503,0.3740157403433334,0.4084507042253521,52_280
0.36884842245678495,0.3736325517060444,0.01611436664149594,-0.004784129249259472,0.5281386000808732,0.5,52_281
0.6149507064260821,0.6886784409856335,0.21826986543983432,-0.0737277345595514,0.6443420207038308,0.43023255813953487,52_282
0.33925678072791815,0.4099720391024164,0.02733832759069043,-0.07071525837449827,0.43640919512515863,0.542016806722689,52_283
0.4375452542449084,0.5707358870052617,0.05083285677753486,-0.13319063276035326,0.1999380795533302,0.4032496307237814,52_288
0.6242250437739097,0.5521674851269058,0.07588252361140421,0.07205755864700392,0.35318787197394785,0.4520547945205479,52_291
0.6034946029826438,0.39534451869634907,0.04214497519610895,0.20815008428629472,0.1452280481477668,0.27230046948356806,52_293
0.43688758953398726,0.38440884142457454,0.30151134457776363,0.05247874810941272,0.2766344648449517,0.349009900990099,52_297
0.43044101661686324,0.6918444978593199,0.36639674581314957,-0.26140348124245666,0.36553209470748205,0.4148936170212766,52_300
0.7359639126302022,0.4159156649290766,0.31234752377721214,0.3200482477011256,0.17705915631717817,0.3641025641025641,52_301
0.3649796265041602,0.511688985533425,0.04042260417272216,-0.1467093590292648,0.3488432178071995,0.4827586206896552,52_302
0.3533633808122137,0.5851659182065367,0.36466247874473645,-0.23180253739432305,0.10322319388186119,0.38333333333333336,52_308
0.4202581944613181,0.3945200704750186,0.13872841640446576,0.025738123986299544,0.0708045434245923,0.363103953147877,52_314
0.2448371456812322,0.5562853192307798,0.18562890373278973,-0.3114481735495477,0.11710155141582668,0.4497991967871486,52_318
0.5080031783315969,0.41706885676106753,0.14002800840280102,0.09093432157052939,0.14579149054465246,0.4280936454849498,52_321
0.756775377267558,0.5129786988989922,0.2603778219616477,0.24379667836856578,0.2717978938952653,0.33098591549295775,52_324
0.46607801053171316,0.6376873380836626,0.10468478451804274,-0.17160932755194946,0.40560694253212337,0.550561797752809,52_325
0.4929103503267471,0.5177039381729603,0.46291004988627577,-0.024793587846213216,0.2675475452907251,0.38974358974358975,52_330
0.5590967032541838,0.488799076135053,0.1334876749845192,0.07029762711913079,0.16320384666384813,0.40554156171284633,52_334
0.24592139239162913,0.3343001507077169,0.19730544946679607,-0.08837875831608777,0.14421161152339157,0.3774703557312253,52_336
0.3791736935063484,0.6456533658723825,0.1936391655456605,-0.26647967236603415,0.1411924836631524,0.39800995024875624,52_340
0.5254194729964966,0.5920714543701082,0.2746251889638091,-0.06665198137361161,0.2145920799064801,0.4064665127020785,52_342
0.6547597710772726,0.6191887105518405,0.05415303610738827,0.03557106052543202,0.16289833096571538,0.3956043956043956,52_343
0.30351806869931386,0.6190459329363639,0.029210311891849288,-0.31552786423705004,0.20850465339451663,0.5,52_347
0.3037938662470435,0.49790535184421164,0.11401982292917683,-0.19411148559716812,0.3635718674635633,0.5709342560553633,52_351
0.4753590382775962,0.6348593215024665,0.43301270189221935,-0.1595002832248703,0.27894294565112976,0.5251141552511416,52_359
0.42798912300339753,0.44842901734828905,0.2807449625374385,-0.020439894344891518,0.3185808318318373,0.44761904761904764,52_370
0.6469396057809406,0.635885788182303,0.0,0.01105381759863755,0.3665366314733526,0.43231441048034935,52_371
0.35698110069667377,0.36961832699267616,0.05439282932204212,-0.01263722629600239,0.5779906704145927,0.2721518987341772,52_376
0.5117597181217766,0.6330067955010933,0.4532139536139077,-0.12124707737931673,0.11914463006324261,0.30925925925925923,52_379
0.5354601061432348,0.6381232285289009,0.12277672755332389,-0.1026631223856661,0.3164596617487865,0.36633663366336633,52_382
0.3063154889001028,0.4728991324851032,0.053682812709501905,-0.16658364358500038,0.2720007069797964,0.2701612903225806,52_383
0.314888335204394,0.47040191838333134,0.0,-0.15551358317893732,0.44211410869774026,0.3741935483870968,53_0
0.48587464861679386,0.395407977464381,0.14586499149789456,0.09046667115241286,0.22218141563618565,0.41818181818181815,53_2
0.5258491391722095,0.7713421829147256,0.27820744203732867,-0.24549304374251602,0.3618388701469383,0.10232558139534884,53_7
0.4652992419518147,0.47385623598663135,0.2859618373933397,-0.008556994034816634,0.18653235271353819,0.36901408450704226,53_11
0.514503064578695,0.6893663295320136,0.09667364890456637,-0.1748632649533186,0.40638562370922826,0.3468208092485549,53_12
0.2656968540812704,0.44284716007022445,0.03632163561460741,-0.17715030598895404,0.22910950863223634,0.4073604060913706,53_18
0.45294607527021935,0.40223168326771647,0.27820744203732867,0.050714392002502884,0.44999501201712944,0.31840796019900497,53_20
0.5456435067800831,0.5613841073503031,0.1690308509457033,-0.015740600570219976,0.16729167029397407,0.27246376811594203,53_23
0.670783937768746,0.3109198643626679,0.07516460280028289,0.3598640734060781,0.0831082456938339,0.4553140096618358,53_24
0.2823531255162354,0.5367593199029633,0.392540507864431,-0.2544061943867279,0.17453428263027004,0.40660736975857686,53_27
0.5518831406073361,0.6238632323810888,0.24663181183349508,-0.07198009177375264,0.27153013906935164,0.47023809523809523,53_28
0.5486072553122026,0.4936459699625026,0.17272595098492413,0.05496128534969996,0.17473957056140244,0.4444444444444444,53_38
0.6361414248640733,0.66666907135047,0.23145502494313788,-0.03052764648639672,0.5578858913022597,0.49019607843137253,53_48
0.30727210582418,0.3966867701164926,0.4164703320444728,-0.0894146642923126,0.06807162241877662,0.36024844720496896,53_55
0.6497035814269094,0.5419784261913858,0.24576957615571213,0.10772515523552362,0.17443286497901966,0.35251798561151076,53_77
0.3492372065058065,0.61609730899223,0.23791547571544333,-0.26686010248642356,0.15117130803090406,0.2889273356401384,53_78
0.48438755985486753,0.3361065373394235,0.21055872190307892,0.14828102251544406,0.07859571206943616,0.2888283378746594,53_83
0.5530826428193757,0.5466378872458421,0.3386427307392981,0.006444755573533634,0.13453610855509557,0.37986577181208053,53_84
0.6851092187081171,0.678081734188768,0.1109590082182964,0.007027484519349092,0.1789875991229276,0.4527027027027027,53_96
0.49673151290803474,0.5280933584759129,0.22360679774997902,-0.03136184556787813,0.18497689473288637,0.3453145057766367,53_97
0.351157425650702,0.33925174827107885,0.3997040325158949,0.01190567737962317,0.14187337382681564,0.32367149758454106,53_102
0.30509610829633743,0.5051960415815839,0.10959932487023817,-0.2000999332852465,0.15794598197137033,0.46386946386946387,53_117
0.6101641853991344,0.6832532511117233,0.23249527748763862,-0.07308906571258889,0.1781115300150823,0.4057971014492754,53_126
0.24356258368258146,0.45026468129525427,0.11119519066238709,-0.2067020976126728,0.41760199619979266,0.3125,53_129
0.5986917917472487,0.6817316304445818,0.09597850322264759,-0.08303983869733311,0.10864991911540522,0.3504492939666239,53_130
0.6217587804408998,0.6027703708225209,0.373717546375968,0.018988409618378888,0.7986232506638108,0.40425531914893614,53_133
0.5002090243732495,0.5097357326290773,0.03826393658966904,-0.009526708255827798,0.3621088994310082,0.43820224719101125,53_136
0.6270109836162918,0.3758618180984493,0.0,0.2511491655178425,0.10175475452907268,0.3207070707070707,53_138
0.48471892702443764,0.47750623424149913,0.06216698721602086,0.007212692782938512,0.14327470225825778,0.35536602700781805,53_144
0.2614922857306001,0.29552573404430343,0.033389028164708845,-0.03403344831370331,0.21703099209412124,0.4002509410288582,53_147
0.30774854276690994,0.38177949077979456,0.1624781684628207,-0.07403094801288462,0.10450491206738965,0.3313106796116505,53_148
0.44325893326331955,0.4842921625222292,0.24312872614037506,-0.04103322925890962,0.14111700783174908,0.4588235294117647,53_151
0.36315940785202144,0.38913595391877215,0.26115605603105874,-0.025976546066750705,0.07759289765217325,0.44286905754795663,53_156
0.2745945615466591,0.33198929623692114,0.30067574571129047,-0.05739473469026202,0.16943972835888954,0.43566176470588236,53_157
0.7040797933126892,0.693744979181666,0.08512565307587484,0.010334814131023218,0.07674016838050624,0.37317784256559766,53_160
0.5461014655125705,0.606815635232721,0.3406046172224479,-0.060714169720150424,0.08703210630147218,0.3254054054054054,53_165
0.47201814530215414,0.5408222707324044,0.08606629658238704,-0.06880412543025027,0.34852720048053965,0.28888888888888886,53_168
0.5153054682701481,0.7547770073665409,0.31622776601683794,-0.23947153909639274,0.14370824397411186,0.32723577235772355,53_169
0.6699066798233132,0.5528731700248448,0.3484680174700883,0.11703350979846838,0.07071082646097804,0.4131175468483816,53_170
0.3248931771142739,0.3146649058503098,0.07640045889309445,0.010228271263964084,0.29572082088923113,0.3793677204658902,53_173
0.3546810592296066,0.6548800798837966,0.05862103817605491,-0.30019902065419,0.2821243564591025,0.40875912408759124,53_174
0.3724511360102587,0.4798559770124243,0.08889132764189399,-0.10740484100216557,0.2567439363277265,0.5119047619047619,53_179
0.4763815329740853,0.35473554317695494,0.43643578047198484,0.12164598979713037,0.46490490941854967,0.2692307692307692,53_180
0.3980578273115152,0.48919041831737103,0.10540925533894598,-0.09113259100585586,0.056138139492231676,0.3302325581395349,53_181
0.2357684978766064,0.32180237542978274,0.1860886220729727,-0.08603387755317635,0.22864166651560147,0.4289044289044289,53_182
0.1975696183453306,0.43158498433702397,0.09805806756909201,-0.23401536599169337,0.25635001191424256,0.375,53_183
0.7095791139661859,0.6593268123953826,0.2755245487151823,0.05025230157080329,0.48292674578588735,0.22119815668202766,53_184
