major_fit_fine,minor_fit_fine,wholetone_fit_fine,majorness_fine,tonal_clarity_fine,id
0.37942587027667785,0.5481036935432361,0.034927849069076436,-0.16867782326655822,0.0447641259896443,1_2354
0.32463533673219863,0.5404135983545868,0.01730710526996262,-0.21577826162238817,0.04052850854001766,1_2361
0.37402453795175467,0.544808091309807,0.09758759403087298,-0.17078355335805234,0.06435161170760872,1_2420
0.27601302928024074,0.4909687361789776,0.10517149994081179,-0.2149557068987369,0.07348052055693566,1_2423
0.39123554798986376,0.490907275492699,0.06348085443744711,-0.09967172750283526,0.15295238497953645,1_2464
0.38166991588616045,0.45341984245631445,0.17457462328431744,-0.071749926570154,0.009383202716817474,1_2575
0.3592190150234221,0.5089832738481933,0.07145738317774185,-0.14976425882477123,0.04129151302601908,1_2580
0.5933448381042112,0.41601785178536776,0.015306790910721664,0.17732698631884347,0.037818299693187285,1_2614
0.4078088719135922,0.4475301287119243,0.007826607714815519,-0.039721256798332105,0.025963184886084956,1_2616
0.36496836184609105,0.4213153821432362,0.09298367962167635,-0.05634702029714517,0.011102494618566827,1_2664
0.2922962387973388,0.42202645772042763,0.010540354898585805,-0.12973021892308884,0.053571185035254154,1_2669
0.3345064341557843,0.3655187395722513,0.24100062174891326,-0.03101230541646699,0.015521498401435019,1_2778
0.5543607750718051,0.5375344304188274,0.15542498016019982,0.01682634465297772,0.016370897628683823,1_2792
0.18697205526994912,0.32799229067691715,0.10749583588086353,-0.14102023540696804,0.03745800191832038,1_2797
0.5425758031065131,0.7555678990501848,0.14477411673409116,-0.21299209594367174,0.011702235030716657,1_2819
0.49116281354305036,0.5051414991210349,0.07709075352093847,-0.01397868557798454,0.04123155733157802,1_2830
0.3731589300937194,0.3460103182717309,0.047616107380203505,0.027148611821988522,0.1304602057811255,1_2837
0.5361020980448492,0.45406723003337246,0.03382292270498535,0.08203486801147675,0.05898158096674022,1_2842
0.3802603911137757,0.475812940456005,0.024984248169824107,-0.09555254934222929,0.08861246449573645,1_2853
0.3885288776353535,0.6879702419998026,0.045772006661435494,-0.2994413643644491,0.05234626190938074,1_3064
0.48013804307654195,0.6365303313603948,0.09403251562547832,-0.15639228828385288,0.025653820292467544,1_3069
0.5508090274030876,0.4790784811564874,0.08190668573444515,0.07173054624660019,0.01324097933489643,1_3125
0.17206487431545597,0.3586865838550127,0.05612462724589496,-0.1866217095395567,0.019218017051396474,1_3177
0.2554553374453314,0.4298556299681892,0.06898395765341479,-0.17440029252285782,0.07100933764639106,1_3204
0.18395388475309613,0.3380552546168883,0.07986361571398792,-0.15410136986379216,0.06004781533367154,1_3256
0.316664385687163,0.49640827102834884,0.1295513063633143,-0.17974388534118585,0.03708328553699625,1_3259
0.6290981003376659,0.4637748756740105,0.213418360993476,0.1653232246636554,0.007176013897387645,1_3287
0.19961396870361384,0.356524172165254,0.029182760645355806,-0.15691020346164017,0.13674850020817408,1_3293
0.39428528681103475,0.516761699412965,0.0741878349600734,-0.12247641260193026,0.06511460400552704,1_3333
0.37550499226205425,0.36238675085631566,0.09205112447820021,0.013118241405738584,0.03826169933857859,1_3348
0.4166566877850702,0.5910868319713135,0.023367741999139185,-0.1744301441862433,0.04380212647901738,1_3371
0.5946017900098567,0.6166063007579103,0.1339014374606247,-0.02200451074805365,0.0306527622496946,1_3419
0.38768376408078725,0.5351512968958332,0.047766237507007994,-0.14746753281504593,0.0488618764582347,1_3476
0.3667876589506656,0.41396004660281643,0.05274331462769633,-0.047172387652150816,0.057100876166009784,1_3545
0.38177605746765636,0.4070525477106276,0.013687723814668162,-0.02527649024297124,0.05801975886704658,1_3573
0.35135812722581844,0.72117304365463,0.2232479472352018,-0.36981491642881154,0.01324905459496506,1_3599
0.5184982321506798,0.7268396456465039,0.035477154263481,-0.20834141349582413,0.0504374513222009,1_3649
0.525148420243982,0.6279816599732732,0.10717007635563586,-0.10283323972929115,0.016368347843650266,1_3660
0.3427098480346965,0.5724106818642979,0.058926286834954635,-0.22970083382960138,0.0492815862847692,1_3707
0.3717749691513219,0.40656620686548345,0.02496345151009194,-0.03479123771416154,0.10104369605712982,1_3766
0.26365689176223545,0.42373190811366773,0.07557865826875218,-0.1600750163514323,0.01319274607325871,1_3837
0.1666025018206109,0.4275939229994727,0.020363962162197796,-0.26099142117886176,0.035346224863909925,1_3840
0.5363987895608334,0.5624724643509006,0.1290575504774855,-0.02607367479006717,0.01838095484157687,1_3842
0.5657806750337748,0.46324514937000044,0.1587249252369695,0.10253552566377439,0.015493356868936714,1_3911
0.29606661258296074,0.4985979224823376,0.03103622645437835,-0.20253130989937684,0.08556069081263218,1_4031
0.3010303160745388,0.3767932676743652,0.10564982399506456,-0.07576295159982643,0.07592671555586761,1_4145
0.4571336720853817,0.35966744331552064,0.15534908964127125,0.09746622876986105,0.04039594265759716,1_4281
0.2925455437404768,0.5795424734116359,0.05854825185012768,-0.2869969296711591,0.016148193799557564,1_4286
0.5965582218530657,0.48686473001773006,0.22602959087933247,0.10969349183533567,0.00763440378423208,1_4290
0.47491044819694594,0.5561419835857527,0.04053227754057465,-0.08123153538880679,0.056097511996605065,1_4352
0.5191811093318098,0.414435728120581,0.05328088282056065,0.10474538121122884,0.02776738388045763,1_4477
0.30634989265507134,0.4398416415764684,0.052649073112849144,-0.13349174892139704,0.027742883169631916,1_4544
0.4860168637026461,0.5193279549049431,0.036569438276504315,-0.03331109120229703,0.01323484726281432,1_4552
0.5090907808907357,0.554409122853206,0.22627632764933994,-0.04531834196247031,0.0032736873752323703,1_4576
0.17563659374923024,0.3975885355030987,0.0746869063281826,-0.22195194175386845,0.042414554555844974,1_4603
0.35494258827704583,0.4414868235136124,0.1776104156370506,-0.08654423523656657,0.01229624269790286,1_4639
0.26150721582582975,0.4452653687796154,0.01608656739610014,-0.18375815295378567,0.046433578227864536,1_4743
0.5253709474259362,0.5421527381304081,0.1880830920890146,-0.016781790704471944,0.005077923806413365,1_4760
0.39683983082097696,0.4852548440450981,0.6303567715079503,-0.08841501322412115,0.0024746401574659016,1_4789
0.24399395770005575,0.30289196193560036,0.09173366397575325,-0.058898004235544615,0.03197631160400949,1_4792
0.45273278983818294,0.3758381417069591,0.03042972861807979,0.07689464813122382,0.03741050223960696,1_4850
0.3400501186218294,0.4563062768130716,0.013635997215204773,-0.11625615819124224,0.020006775798934284,1_4949
0.5043112151869265,0.7255227313597665,0.17048052390204294,-0.22121151617284007,0.014941416692193954,1_4967
0.33392047817491816,0.4589273129427444,0.011604332160124409,-0.12500683476782626,0.05154890147766644,1_4995
0.3919353756207166,0.4591093576804664,0.0555132712265735,-0.06717398205974978,0.011909301175022646,1_5058
0.41073365138002754,0.47828571254904756,0.0717076149164734,-0.06755206116902002,0.14917196732736038,1_5109
0.2748693380028894,0.4364939241953086,0.037099820423666864,-0.1616245861924192,0.057741590844651025,1_5134
0.23676561840132704,0.3904720510782372,0.03510941550585343,-0.15370643267691014,0.13548627044524975,1_5156
0.17501666150078243,0.4085198433547492,0.0431434521570406,-0.2335031818539668,0.09233361237275017,1_5166
0.25372033685822754,0.4726405018521528,0.013631746098907249,-0.21892016499392525,0.07507161826665798,1_5169
0.32132676230930507,0.44404599229529784,0.08514305271472049,-0.12271922998599277,0.05041259308295398,1_5211
0.47214647868512494,0.6272676713309682,0.019897766825392082,-0.15512119264584323,0.02221481943986159,1_5212
0.5873056204375977,0.6430519237380283,0.05791522174026054,-0.05574630330043062,0.0034000180735206387,1_5496
0.33604449948447357,0.6129666227863738,0.0515330745300451,-0.27692212330190025,0.01301734516327635,1_5571
0.32983107985454047,0.5064791759970647,0.09555672247185398,-0.17664809614252425,0.02258866589425501,1_5572
0.315504782739203,0.40540128867250386,0.06893590201583583,-0.08989650593330084,0.01331598118471844,1_5580
0.18544581405456237,0.3502271599094481,0.038697570166205744,-0.1647813458548857,0.07670484404607503,1_5581
0.4028846845287063,0.5905669246416293,0.01032699820177699,-0.187682240112923,0.05569846383066379,1_5617
0.2531648775680252,0.43863288022725044,0.10268653632005353,-0.18546800265922525,0.061995498492520174,1_5627
0.291431814282826,0.46581497915099446,0.017185979920317902,-0.17438316486816846,0.09351202601464048,1_5679
0.34761407512678044,0.4901230839588541,0.06921176004153093,-0.14250900883207368,0.013113349593530388,1_5699
0.5265258098073589,0.7157938551807363,0.053963952836256775,-0.1892680453733775,0.026507334178455633,1_5751
0.4496668136243978,0.5546144486129844,0.2238190071138942,-0.10494763498858656,0.015277329248777227,1_5758
0.3398067327812753,0.3929125980655718,0.053568902402793106,-0.053105865284296505,0.009947005118925212,1_5786
0.5080438208885752,0.47892590698947096,0.04534827146785299,0.029117913899104286,0.07976317557918533,1_5880
0.5460866056018707,0.5196572192831915,0.020926995077281824,0.026429386318679193,0.030408299822269558,1_5919
0.35634004203982694,0.4451715171058394,0.017109856384315753,-0.08883147506601247,0.04773001931925358,1_5953
0.5401670850181104,0.5314444472915751,0.09620800961553012,0.008722637726535254,0.020265882134877677,1_5964
0.25996716459469604,0.4179800122939026,0.10968928511173624,-0.15801284769920654,0.036156293969005104,1_6020
0.33175086111629465,0.5522556727534601,0.05971858776138929,-0.22050481163716545,0.015482970696634069,1_6032
0.32232489884794,0.5343965070750832,0.08132282062267297,-0.21207160822714322,0.04496606936540848,1_6039
0.2263161417635797,0.4413842277194387,0.10085936823003175,-0.215068085955859,0.05407874191525319,1_6065
0.4812394066514403,0.55917225173507,0.1474797243207289,-0.07793284508362969,0.011586536148988968,1_6092
0.43346800715263745,0.38502287826590237,0.0668157170864021,0.04844512888673508,0.00989290541006338,1_6113
0.16051887031490822,0.3336969446188501,0.058490482351198116,-0.17317807430394186,0.03161676464235552,1_6134
0.31858634885351017,0.34989596443343923,0.0798633127681968,-0.03130961557992906,0.05422940493681794,1_6165
0.37972291119066565,0.5678616416682805,0.08388313772646355,-0.1881387304776148,0.1552163746464147,1_6183
0.5351583181587111,0.43368600555891595,0.06821105234005087,0.10147231259979511,0.07631370490650857,1_6188
0.3379331710253262,0.529940840424218,0.039949130641800036,-0.19200766939889174,0.032448824905668916,1_6211
0.31728815575973507,0.4705460816618693,0.07130592841132019,-0.15325792590213422,0.07545345212128773,1_6221
0.30822694146261637,0.517166522002945,0.046812376935632755,-0.20893958054032863,0.03392944177985968,1_6355
0.34134704656015713,0.42972944251465933,0.039044374716019424,-0.0883823959545022,0.03500560045115708,1_6370
0.2947507611712797,0.5563675803403066,0.023664800236191937,-0.26161681916902696,0.10764474255772727,1_6426
0.28207730599341707,0.4674309325533939,0.06853804028742827,-0.18535362655997684,0.08317765948466793,1_6427
0.1835566833127417,0.35280560388274074,0.039317458467877965,-0.16924892056999905,0.11263697977205867,1_6428
0.2042987978546964,0.4671458711314253,0.06896477384072376,-0.2628470732767289,0.0986618589147461,1_6472
0.5351858552039302,0.48858295171696453,0.07336573488112837,0.04660290348696572,0.005224801870376883,1_6504
0.480795967195516,0.3425315149892778,0.03749367744281115,0.13826445220623818,0.0279237447930758,1_6534
0.49077375824301506,0.5527847862142429,0.06318199104554806,-0.06201102797122782,0.01582765270246067,1_6627
0.24508693334448542,0.5558329590134492,0.012507048428557342,-0.3107460256689638,0.042297278427844365,1_6645
0.21510174151236444,0.45168295226377814,0.028261953293766275,-0.2365812107514137,0.11442936677321658,1_6648
0.1603867828245803,0.3542730263732365,0.0861325610205657,-0.1938862435486562,0.04856986307790423,1_6683
0.35345311161539755,0.4044667133834952,0.06965979838753282,-0.05101360176809766,0.06449242296229563,1_6766
0.23104787993770778,0.429507379847334,0.06726720250153978,-0.19845949990962622,0.05358331610895428,1_6769
0.33158784196779706,0.4911192920515132,0.0044429863353170704,-0.15953145008371616,0.03797749151061858,1_6835
0.4004313282734923,0.45679766063600624,0.05031621455109991,-0.05636633236251393,0.1677151340495382,1_6860
0.5169497835968078,0.7039627453849925,0.01447911786466676,-0.18701296178818472,0.0427812500499003,1_7047
0.619932686270673,0.5226951810558569,0.12705616529548278,0.09723750521481611,0.008009855696145984,1_7082
0.7571301508035567,0.8114925298958439,0.13676296802344795,-0.05436237909228714,0.01779564484743179,1_7089
0.29035138640336317,0.44626685669290267,0.02342600407640757,-0.1559154702895395,0.055160308917267975,1_7186
0.6041813792173955,0.5752366631321997,0.0487990718358455,0.028944716085195776,0.024066263083052486,1_7281
0.21608323020015482,0.499679648362523,0.05598093131597154,-0.28359641816236814,0.05837650830322083,1_7341
0.5034447224897814,0.44349525107439003,0.07587848966130634,0.05994947141539142,0.057918011573977135,1_7357
0.3208464176338331,0.5267423687180603,0.07980236269371266,-0.20589595108422726,0.07283626604636306,1_7395
0.21871007052861657,0.3390944757821829,0.023401299699386292,-0.1203844052535663,0.0783285644420354,1_7400
0.7659447141289564,0.6430359233217927,0.10086836936533602,0.12290879080716366,0.04280407381805007,1_7402
0.1971317235643037,0.3662741341616629,0.027842212210167156,-0.16914241059735918,0.049050170134812165,1_7442
0.6256393249141263,0.5341955449788991,0.039494348037843456,0.09144377993522723,0.054785561311194386,1_7443
0.21699368082650158,0.4585960400126477,0.008395584372893445,-0.24160235918614612,0.14223750253382816,1_7445
0.5255585418718302,0.3997425975395357,0.054749719588471094,0.12581594433229443,0.018579299482848755,1_7449
0.4616051347731618,0.6846810082760469,0.06619159294873307,-0.22307587350288516,0.013720280607108504,1_7487
0.3078251486457343,0.48088660927924765,0.06077620405574486,-0.17306146063351335,0.014471010556185049,1_7490
0.40005785596369037,0.4595075723619738,0.04699388799534818,-0.05944971639828345,0.14239771173518345,1_7494
0.5441098276123715,0.4397078749686789,0.1208777148838065,0.10440195264369256,0.022486075379628767,1_7504
0.5369469351906245,0.41940823399570193,0.08564019235508447,0.1175387011949226,0.01682134357220255,1_7575
0.7669662763807872,0.6935711051467519,0.12433917901516044,0.07339517123403527,0.007737202333574111,1_7593
0.36538936476136713,0.5784910714547942,0.15311658880834256,-0.21310170669342704,0.013492270468704048,1_7641
0.2764344656896242,0.5246112262365347,0.0692328719083315,-0.24817676054691046,0.030191854744747393,1_7661
0.3757551650885169,0.5931035622723022,0.04519365411344879,-0.2173483971837853,0.03498921771157659,1_7675
0.1954200003905109,0.34820097015706397,0.05486843965101998,-0.15278096976655306,0.11082845049273482,1_7722
0.6109237398190296,0.6200698797702107,0.0466085892764303,-0.009146139951181076,0.01312021366771976,1_7894
0.4549817542462609,0.46588744476532545,0.07378795253269986,-0.010905690519064537,0.05709666412672332,1_7938
0.5453767914402782,0.5618919709496425,0.07207452216754985,-0.01651517950936432,0.024929074637433213,1_7953
0.2436352028716124,0.47188666653889305,0.13744700532402493,-0.22825146366728066,0.028649527320631196,1_8042
0.2876414851374241,0.42229421094109926,0.058466563248458066,-0.13465272580367516,0.020900508238659965,1_8045
0.37032801652326425,0.5921017615474243,0.26360399185663896,-0.22177374502416008,0.005710227665668199,1_8052
0.6020481547572992,0.4804991091904153,0.12978636928655274,0.12154904556688395,0.10587403073152546,1_8078
0.2364008195733172,0.3876140824316916,0.015343131656710581,-0.1512132628583744,0.023330158799716116,1_8136
0.4220325200798808,0.41081858938962706,0.11274111404751157,0.011213930690253726,0.02632869492773382,1_8159
0.7299089208851248,0.5975155281549749,0.03901328412855376,0.13239339273014994,0.012694123062267137,1_8185
0.28858197900846944,0.32842091962507436,0.07112947123924175,-0.03983894061660492,0.08289585644709929,1_8217
0.7132881803192701,0.48610426045471533,0.035436859607728306,0.22718391986455477,0.006219567207493393,1_8407
0.5518240333517628,0.5440039642454183,0.06698941595212674,0.007820069106344474,0.032481803679789145,1_8417
0.37667082587037753,0.6015501495839571,0.0577426740296576,-0.2248793237135796,0.07902042771010642,1_8452
0.5211768720708744,0.763677711916558,0.05269185221024816,-0.2425008398456836,0.025241103952494348,1_8505
0.41844435180432377,0.4498310959346318,0.09117955272977325,-0.03138674413030801,0.016885505410989543,1_8717
0.3156202892341008,0.5301634145305213,0.07451763960949073,-0.2145431252964205,0.06225984052342515,1_8746
0.2905170444172896,0.4002300694643715,0.05709575859663436,-0.10971302504708191,0.07180579131918674,1_8749
0.28833937957590083,0.5155713852288542,0.031158504676496744,-0.22723200565295332,0.040729475142255334,1_8827
0.3595422745624835,0.630587203513623,0.03600963380110683,-0.27104492895113946,0.04320818112417246,1_8837
0.2726241059367405,0.5215946202182392,0.019016383728316457,-0.2489705142814987,0.036947733280924266,1_9003
0.7284158633924643,0.6582125611664309,0.06639144101906011,0.07020330222603344,0.008595857277754249,1_9009
0.22446417257754672,0.45814755762848536,0.09414394729767536,-0.23368338505093864,0.07287978799746841,1_9087
0.46760574370914804,0.35428452067118593,0.1140389027723151,0.1133212230379621,0.011971714588816518,1_9245
0.5083182342342163,0.5615896472148131,0.09493539442648069,-0.05327141298059679,0.03906974134678243,1_9594
0.33590959836968604,0.4676205716031676,0.045404759147579514,-0.13171097323348158,0.013053785275533691,1_9668
0.22800923243257068,0.41780250533999314,0.09638598119815732,-0.18979327290742246,0.13613493892359496,1_9963
0.258767692734523,0.4538785525416861,0.019411415065238417,-0.19511085980716308,0.04323524779394183,1_9971
0.32472117953018287,0.5131769367621626,0.0952384676483724,-0.18845575723197971,0.01826097991323339,1_9972
0.6756186055907258,0.5626189854623357,0.14857975768779613,0.11299962012839015,0.031699246233293454,1_9993
0.439342825758769,0.5032254074199876,0.08227958377595047,-0.06388258166121857,0.14444416439062047,1_10004
0.2940392070088425,0.5604524416175174,0.0638075078132735,-0.2664132346086749,0.06372708435727237,1_10009
0.28479370566015605,0.5187175776495389,0.08656879081620747,-0.2339238719893828,0.014171598039579902,1_10190
0.3617320972600447,0.5406201690055018,0.05856329699271495,-0.17888807174545712,0.036012030751949586,1_10462
0.7501103827142003,0.7482236316371614,0.43917412138058254,0.0018867510770388396,0.004932675516357787,1_10495
0.20628973030199238,0.35045430955274276,0.05256521888274777,-0.14416457925075038,0.02920182795804216,1_10496
0.23483785039872643,0.32157908240331157,0.02267537005378837,-0.08674123200458514,0.051235587448808406,1_10748
0.41857694265392664,0.3768688706556544,0.18735443986922196,0.041708071998272256,0.016673693037070336,1_10797
0.5280910193667514,0.5782646102240594,0.07971217922092745,-0.05017359085730799,0.014518192110938521,1_10810
0.31041349342498353,0.44168558396721075,0.037322286850949786,-0.13127209054222722,0.10086628647370588,1_10829
0.39251556356973244,0.4760693047322369,0.11833618907571256,-0.08355374116250447,0.03116201687412834,1_10849
0.6271097674941405,0.3365758643981828,0.16603638922404143,0.29053390309595767,0.01856688050103883,1_10853
0.3196504779806153,0.4699089555860149,0.0715748093187485,-0.15025847760539962,0.010496833801931782,1_10857
0.4668844766129286,0.4644126766359218,0.1818845725800034,0.0024717999770068055,0.06721154720118139,1_10859
0.26469430418744866,0.5067454528976739,0.014994998794389007,-0.24205114871022526,0.08232588899780391,1_10890
0.3784066237039295,0.6459642762015673,0.043556036117851436,-0.26755765249763774,0.0693763765148151,1_10977
0.4400798761873371,0.6072198016146567,0.12358047712937108,-0.1671399254273196,0.055323556778048344,1_11006
0.40047144090446946,0.6030939899164902,0.06241965091792177,-0.20262254901202076,0.05380100899843843,1_11021
0.313485326640844,0.5081235212632663,0.017135670936774816,-0.19463819462242232,0.13178280970357015,1_11042
0.28027086842458154,0.43060720366188326,0.09186588375813598,-0.15033633523730172,0.07602323770746833,1_11046
0.4677154978317743,0.6858538076227113,0.029594977055712207,-0.218138309790937,0.02201693251599246,1_11051
0.33518395460440276,0.4913722338453423,0.05492926880132552,-0.15618827924093953,0.021249170554109464,1_11055
0.5773203634088593,0.4385865363779031,0.15217516821935992,0.13873382703095616,0.011927821845818976,1_11098
0.3140695940005244,0.5945290508435267,0.1250596642209285,-0.2804594568430023,0.030629094696726034,1_11120
0.46252453825519824,0.5730346329663559,0.08328286768865978,-0.11051009471115769,0.09236762664045428,1_11177
0.49357893026201843,0.5853215900484214,0.10657207397714415,-0.091742659786403,0.025950585442920393,1_11201
0.4111721079428864,0.5713962509377394,0.07841479938212288,-0.160224142994853,0.013517598505649264,1_11224
0.4948412391579461,0.40154217886907456,0.10340924344094272,0.09329906028887153,0.007903553489438275,1_11232
0.29622557217595624,0.39940637402586116,0.05370510179306517,-0.10318080184990491,0.030094422843889967,1_11236
0.2998919208599149,0.48551875580721615,0.048803829884100536,-0.18562683494730126,0.028270272866045,1_11242
0.2142056238799794,0.310519510796362,0.12918851508202953,-0.09631388691638257,0.030438926078701578,1_11243
0.2351201836199762,0.3616320239166635,0.04288082234122198,-0.1265118402966873,0.06352556634969875,1_11253
0.5046249679782799,0.5184157500857125,0.09499880258268283,-0.013790782107432564,0.07322840659538721,1_11257
0.20828268223334112,0.4530064203399325,0.02428431107338823,-0.24472373810659137,0.09834381610439846,1_11306
0.5856829265474472,0.37161246465835734,0.02135899784520168,0.2140704618890899,0.023538081596702898,1_11322
0.1945918910383797,0.3355980948799925,0.054968725032324285,-0.14100620384161278,0.09621023983547539,1_11378
0.5332701017231538,0.6460566038315604,0.17997782478060378,-0.11278650210840657,0.010683205078945823,1_11439
0.5448201238807048,0.48652967710386175,0.06408122565966501,0.05829044677684303,0.05866693267452383,1_11485
0.46127175296762535,0.49525170238525756,0.05268930148173265,-0.033979949417632216,0.005971728318735381,1_11526
0.2236824565077387,0.43713337731947827,0.09409535176276052,-0.21345092081173958,0.11480104980389916,1_11529
0.6117408276963532,0.5403871639753243,0.2186193750086687,0.07135366372102891,0.01583423396342143,1_11609
0.27752858634457717,0.3919699179717381,0.12425578459286953,-0.11444133162716091,0.028458992687815488,1_11697
0.34630225765218586,0.6256877823092598,0.024990872275989187,-0.27938552465707395,0.02914383605425719,1_11699
0.35980069959233846,0.49649714732818045,0.055153706725565826,-0.136696447735842,0.05887649357623137,1_11723
0.2362981375732579,0.3783740817448899,0.05470964726560456,-0.142075944171632,0.09188684930595925,1_11736
0.30332139329248353,0.5415264210477805,0.027824296469977184,-0.23820502775529695,0.09174300735193974,1_11773
0.22181960308118082,0.4762319037512808,0.032265021876515865,-0.2544123006701,0.014735432950136573,1_11885
0.42353974437624814,0.693839600444583,0.061608076472595315,-0.2702998560683349,0.02316417086957734,1_11889
0.24048143651321735,0.3938922157179629,0.03889960648235266,-0.15341077920474555,0.020120565217296327,1_11901
0.37709125793220605,0.44900555083500704,0.0318643652022186,-0.07191429290280099,0.11159567305396778,1_11913
0.36954328802729924,0.5153797756845543,0.11033728137363626,-0.14583648765725504,0.08658337071265931,1_11924
0.2425861041267407,0.5103160046475967,0.008574465681636197,-0.26772990052085605,0.08232795100754742,1_11928
0.3776033663107211,0.5016049888815618,0.14244352454020565,-0.12400162257084069,0.12421826729792618,1_12002
